,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
75,1.185188,0.6290958,"('meek', 'impulsive')",1.0113294,0.71379626,0.03002369,-0.05296358,-0.3613887,-0.4934912,0.4662881,0.1991093,0.2671788
88,-1.0788645,-0.9502845,"('low', 'eminent')",-1.2780317,-1.1959194,-0.3983565,-0.3869555,0.25708824,0.21332306,-0.6245411,-0.5799591,-0.044582
7,-0.9595403,-0.5390353,"('insensitive', 'sensitive')",-0.8292642,-0.498547,-0.22774479,-0.23942386,0.91654646,0.81961745,-0.2750007,-0.1143472,-0.1606535
30,-0.9557233,-0.71294373,"('intolerant', 'tolerant')",-1.1060332,-0.99010146,0.07512325,0.054761738,1.3785359,1.2425027,-0.1520244,-0.1014452,-0.0505792
83,-0.92806405,-0.994218,"('powerless', 'powerful')",-0.9710874,-1.2272778,0.05505932,0.07066605,-1.350766,-1.4486408,-0.7987145,-0.8998676,0.1011531
0,-0.9031391,-1.0109934,"('unsociable', 'sociable')",-1.0353203,-1.1977401,1.0596197,0.9310851,-0.16123167,-0.3152202,-0.2600178,-0.3982172,0.1381994
14,-0.86436224,-1.1114475,"('antisocial', 'social')",-1.1782131,-1.4632207,0.8620966,0.590983,-0.10701612,-0.5448877,-0.3218737,-0.6321433,0.3102696
18,0.84519947,1.3763992,"('disagreeable', 'welcoming')",1.7159187,1.9226488,0.11881046,0.30137014,-0.19397214,0.018345758,0.6214891,0.904691,-0.2832019
59,0.82267463,1.0376835,"('foolish', 'wise')",2.7225616,2.8723266,0.35085785,0.6643471,0.30083504,0.5587878,1.0492322,1.2832862,-0.234054
2,0.79434097,0.53391504,"('unlikable', 'likable')",1.1946427,1.0793843,1.1543838,1.2010756,0.4942819,0.5405894,0.9094123,0.8387411,0.0706712
68,-0.793032,-0.5702335,"('dependent', 'independent')",-0.07144995,-0.15063134,-0.97004825,-1.0019842,-0.7505787,-0.67257726,-0.6462772,-0.5988566,-0.0474206
36,0.7918338,0.74568474,"('hostile', 'amicable')",2.4153388,2.4022624,-1.088835,-0.8722065,0.17935252,0.23435016,0.5744225,0.6275228,-0.0531003
45,-0.79069763,-0.87599,"('incompetent', 'competent')",-1.5990084,-1.6910906,0.38274974,0.375511,-0.17294183,-0.3301261,-0.5449746,-0.6304239,0.0854493
81,-0.76073843,-1.1239216,"('submissive', 'aggressive')",-2.7971978,-3.1283789,0.66891867,0.33791465,-0.4034318,-0.7441637,-0.8231124,-1.1646373,0.3415249
28,-0.7229112,-0.5138079,"('disloyal', 'loyal')",-1.0378022,-0.78023034,-0.46206942,-0.3654161,0.8543883,0.71887887,-0.3420987,-0.2351439,-0.1069548
82,-0.7112746,-0.7914908,"('poor', 'rich')",-1.7347692,-1.7307625,-0.09706702,-0.14327446,6.272395,5.7513075,0.932321,0.7714449,0.1608761
24,-0.70056844,-0.36221823,"('dishonest', 'honest')",-0.27175882,0.13857582,0.07415799,0.2022019,0.796853,0.7233572,-0.0253291,0.1754792,-0.2008083
51,-0.68413544,-0.5931215,"('uneducated', 'educated')",-1.2038347,-1.175346,0.4090692,0.45682895,0.10476593,0.17028177,-0.3435338,-0.2853392,-0.0581946
49,-0.62992644,-0.8827959,"('unable', 'able')",-0.43116727,-0.6711295,-0.20353766,-0.29880378,0.056566887,-0.13251407,-0.3020161,-0.4963108,0.1942947
13,-0.5987802,-0.42134473,"('impolite', 'polite')",-1.4334592,-1.4264094,0.8981018,0.7156269,0.12091164,-0.09606324,-0.2533065,-0.3070476,0.0537411
31,-0.5750421,-0.4402142,"('evil', 'good')",0.93331224,1.2399213,-0.8654908,-0.62149423,-0.9719825,-0.7360337,-0.3698008,-0.1394552,-0.2303456
16,-0.5664879,-0.64218843,"('unpopular', 'popular')",0.35854912,0.27594432,-0.45229363,-0.2829662,0.35740247,0.33499464,-0.0757075,-0.0785539,0.0028464
42,0.5641226,0.91005844,"('unreliable', 'reliable')",-0.20493457,-0.1631842,0.2502849,0.50216943,-2.8860466,-2.6246676,-0.5691434,-0.343906,-0.2252374
43,-0.55917805,-0.66940194,"('irresponsible', 'responsible')",-1.10187,-1.0558668,1.2929586,1.3033562,0.77621627,0.5203871,0.1020317,0.0246186,0.0774131
72,-0.47638345,-0.43207628,"('unambitious', 'ambitious')",0.06112823,-0.24798928,0.19284818,0.11218515,-0.7072689,-0.79390365,-0.232419,-0.340446,0.108027
78,-0.46516472,-0.45591646,"('nonresilient', 'resilient')",-0.37778828,-0.46173033,1.3929071,1.4831964,0.2018179,0.35917756,0.187943,0.2311818,-0.0432388
26,0.4644509,0.40472892,"('hardhearted', 'benevolent')",0.47465628,0.71824735,1.3575292,1.6167643,1.8048648,1.9863946,1.0253752,1.1815338,-0.1561586
85,0.45317936,0.47664234,"('insignificant', 'prestigious')",3.2507732,3.3205206,0.14168873,0.5397953,0.3623614,0.6775199,1.0520006,1.2536196,-0.201619
5,0.41391343,0.379425,"('distant', 'outgoing')",1.6118382,1.7887586,-0.55858713,-0.44803593,-0.21061483,-0.08228729,0.3141374,0.4094651,-0.0953277
21,0.39387572,0.30744064,"('immoral', 'moral')",-0.45190877,-0.6596066,1.1971289,1.0761532,-0.35594013,-0.49073955,0.1957889,0.0583119,0.137477
58,-0.38723394,-0.61840063,"('undiscriminating', 'discriminating')",-0.629263,-0.666971,-0.95869803,-0.8713083,-0.13505134,-0.35292834,-0.5275615,-0.6274021,0.0998406
37,0.3859309,0.7667369,"('fake', 'genuine')",-0.76474357,-0.30295947,-0.14815482,0.09566891,0.37468055,0.55686706,-0.0380717,0.2790784,-0.3171501
27,-0.3693546,0.14947942,"('hardhearted', 'softhearted')",0.9407536,1.3105375,0.5858337,0.8126387,1.2678273,1.6011925,0.606265,0.968462,-0.362197
52,-0.35636944,-0.2816447,"('irrational', 'rational')",1.5546423,1.6438553,-0.6121065,-0.39045298,-0.42228433,-0.28556302,0.0409705,0.1715487,-0.1305782
20,-0.3550893,-0.5217352,"('rough', 'thoughtful')",-1.0705622,-1.102735,-0.09903326,-0.14719099,1.0107973,1.1477892,-0.1284719,-0.155968,0.0274961
71,-0.35491368,-0.14838547,"('diffident', 'self-confident')",1.4511431,1.5963877,1.6804307,1.6680468,0.71514815,0.70953727,0.872952,0.9563966,-0.0834446
38,-0.3408986,-0.4504201,"('untruthful', 'truthful')",0.8750111,0.74233395,0.10806294,0.23430687,0.014224406,-0.041114897,0.1640999,0.1212764,0.0428235
62,-0.33301732,-0.39495754,"('incompetent', 'brilliant')",-1.5198034,-1.7384294,0.95501363,0.7566078,0.27368638,0.043055765,-0.1560302,-0.3334309,0.1774007
84,-0.32935345,-0.43711358,"('inferior', 'superior')",-0.704452,-0.7606667,0.7846222,0.8122011,0.80027497,0.7752521,0.1377729,0.0974182,0.0403547
69,-0.32222918,0.22922,"('lazy', 'industrious')",1.4669757,1.7148081,0.43053278,0.67223686,-0.53214604,-0.17237435,0.2607833,0.6109727,-0.3501894
12,0.29304036,0.5471516,"('unsupportive', 'supportive')",0.62015563,0.70142907,1.8159199,2.0100436,-1.7701939,-1.4923465,0.2397305,0.4415694,-0.2018389
47,-0.28563073,-0.7228942,"('stupid', 'smart')",-0.9322237,-1.1194068,0.87694234,0.83880496,5.727389,5.2203503,1.3466192,1.0542135,0.2924057
63,-0.2775822,-0.25535667,"('unperceptive', 'insightful')",-0.26072717,-0.31696975,0.31754515,0.46683148,0.80660254,0.7998221,0.1464596,0.1735818,-0.0271222
9,-0.27663976,-0.019653462,"('unaffectionate', 'caring')",0.61785525,1.0341241,1.1836051,1.4786835,1.2012041,1.3032988,0.6815062,0.9491132,-0.267607
22,0.26609027,0.42296234,"('untrustworthy', 'trustworthy')",-0.582253,-0.5752315,0.02167806,0.0038122395,-0.6505906,-0.6184126,-0.2362688,-0.1917174,-0.0445514
32,0.19450396,0.57460207,"('unkind', 'kind')",-0.88899297,-0.6215263,1.7352074,1.8182935,1.2549574,1.1894201,0.5739189,0.7401973,-0.1662784
70,-0.18081412,-0.33180255,"('lethargic', 'energetic')",-1.3973395,-1.2968079,-0.18931341,-0.22577348,0.7647371,0.6409806,-0.2506825,-0.3033508,0.0526683
11,-0.17728102,-0.3122884,"('unhelpful', 'helpful')",-1.4324363,-1.4720256,0.9102535,0.9107753,1.8953414,1.7808018,0.2989694,0.2268158,0.0721536
23,0.16803613,0.20962915,"('insincere', 'sincere')",-0.22644131,-0.12509602,0.7329968,0.7182579,6.2073774,5.5373635,1.7204922,1.5850387,0.1354535
87,-0.16245756,-0.22485337,"('unsuccessful', 'successful')",0.41894823,0.18882856,0.4837009,0.48042613,0.65877086,0.70977575,0.3497406,0.2885443,0.0611963
29,-0.1611531,-0.17364652,"('unfair', 'fair')",0.4791798,0.3904513,-0.022145819,0.10999176,-0.41035482,-0.38378513,-0.0286185,-0.0142471,-0.0143714
67,0.16096127,0.24207261,"('doubtful', 'determined')",-0.15376775,-0.23937581,-0.09316686,-0.1632538,-0.46148664,-0.4708857,-0.136865,-0.1578607,0.0209957
64,-0.15435463,-0.064511865,"('shy', 'confident')",-1.1950889,-1.3018401,-0.30514082,-0.3588764,-6.8915977,-6.576005,-2.1365454,-2.0753083,-0.0612371
56,-0.14796048,-0.35341787,"('impractical', 'practical')",-0.9099584,-1.0793006,1.4634286,1.2368226,0.12277381,-0.3467082,0.1320709,-0.135651,0.2677219
17,0.13318153,0.40024528,"('nasty', 'nice')",0.46174598,0.46381038,-0.8894233,-0.8443363,-0.5359248,-0.46363088,-0.2076052,-0.1109779,-0.0966273
66,0.1315,-0.12417073,"('inactive', 'active')",0.9208959,0.8270732,-0.7025001,-0.5745929,0.94503504,0.8787684,0.3237327,0.2517695,0.0719632
33,-0.124146305,0.24892262,"('wrong', 'right')",1.315621,1.5946239,0.35231352,0.5714348,-0.6920865,-0.3128041,0.2129254,0.5255443,-0.3126189
50,-0.11841037,0.2328619,"('clumsy', 'skillful')",-0.015755903,0.097917035,-0.2063163,0.21435611,-0.061258335,0.2451411,-0.1004352,0.197569,-0.2980042
25,-0.11722685,-0.19942935,"('egoistic', 'altruistic')",0.51964724,0.49754405,-0.2787073,-0.14597434,1.3795822,1.5353163,0.3758238,0.4218642,-0.0460404
8,-0.11435557,0.09112073,"('unaffectionate', 'affectionate')",1.5243523,1.876009,-0.10185551,0.21565755,0.7164218,0.96681327,0.5061408,0.7874001,-0.2812593
39,-0.10504916,0.3468933,"('exploitative', 'cooperative')",-0.09117928,0.14007556,0.36533007,0.36649704,0.23007233,0.29381946,0.0997935,0.2868213,-0.1870278
80,-0.10451094,-0.23321417,"('dominated', 'dominating')",-1.7283816,-1.9150841,-0.17091617,-0.26864374,-1.178337,-1.3786634,-0.7955364,-0.9489014,0.153365
40,0.103424154,0.6069092,"('stingy', 'generous')",0.43166175,0.8096691,0.46234813,0.6105772,-1.6020817,-1.265176,-0.1511619,0.1904948,-0.3416567
57,-0.07650089,-0.6378954,"('unimaginative', 'imaginative')",-2.7616425,-2.8804624,-0.20865166,-0.13353473,-2.6509132,-2.4443707,-1.424427,-1.5240657,0.0996387
15,0.074387,0.078428924,"('boring', 'funny')",0.68728673,0.74450845,0.5982847,0.46686977,0.35995033,0.25820908,0.4299772,0.387004,0.0429732
65,-0.060979117,-0.083473146,"('insecure', 'secure')",-2.37024,-2.6101582,-0.25846884,-0.48079354,-0.111292996,-0.40608844,-0.7002453,-0.8951283,0.194883
19,-0.04023655,0.13709839,"('inhospitable', 'hospitable')",0.9503608,1.2055023,-0.0243854,0.2969337,-0.044049673,0.32365766,0.2104223,0.490798,-0.2803757
54,-0.035620872,0.012849332,"('incapable', 'capable')",0.35895726,0.42990115,-0.15815172,-0.04207916,1.1001732,1.1241977,0.3163395,0.3812173,-0.0648778
74,-0.023577988,-0.43798223,"('undedicated', 'dedicated')",0.3009307,0.13641371,0.4999171,0.48184627,0.088373214,0.0057741385,0.2164108,0.046513,0.1698978
34,-0.0075141974,0.004500635,"('mean', 'honorable')",0.84333986,0.7039892,0.1240009,0.09016568,6.1504083,5.7772,1.7775587,1.6439639,0.1335948
6,-0.0025445428,-0.080443256,"('distant', 'open')",1.5214247,1.7271118,-0.64797056,-0.41406503,0.2947774,0.3533383,0.2914217,0.3964854,-0.1050637
