,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
76,-0.80073047,-0.8531742,"('anxious', 'daring')",-0.71445966,-0.7284906,-0.18155159,-0.118206225,-0.5655806,-0.5666237,0.0010431
40,0.7946249,0.6581348,"('stingy', 'generous')",0.37641537,0.18405986,-1.0315897,-1.287215,0.0464835,-0.1483401,0.1948236
65,-0.7750475,-0.9682105,"('insecure', 'secure')",0.5752339,0.49464783,-0.5627779,-0.60902524,-0.2541972,-0.3608627,0.1066655
0,-0.7653399,-1.0250487,"('unsociable', 'sociable')",0.09303283,-0.038495827,-0.7466626,-0.83032197,-0.4729899,-0.6312888,0.1582989
25,0.75463325,0.7298618,"('egoistic', 'altruistic')",0.9993474,0.9829271,1.9171513,1.9207917,1.2237107,1.2111936,0.0125171
38,-0.74955165,-0.8788711,"('untruthful', 'truthful')",-0.5584041,-0.5980772,-0.17507243,-0.30762044,-0.4943427,-0.5948562,0.1005135
83,0.73460454,0.7064823,"('powerless', 'powerful')",-0.1707519,-0.1385197,-0.947537,-0.9266405,-0.1278948,-0.1195593,-0.0083355
86,-0.7183169,-1.0232317,"('uninfluential', 'influential')",-0.2033111,-0.3344432,-0.10843578,-0.16129804,-0.3433546,-0.5063243,0.1629697
87,0.7050271,0.624255,"('unsuccessful', 'successful')",1.0697166,1.0704616,0.66973966,0.6987375,0.8148278,0.797818,0.0170098
63,-0.64440936,-0.7066738,"('unperceptive', 'insightful')",0.70595664,0.7222239,0.8247624,0.8194123,0.2954366,0.2783208,0.0171158
53,-0.60122323,-0.6036213,"('uncreative', 'creative')",0.59547234,0.6471043,1.2451148,1.0793971,0.4131213,0.3742934,0.0388279
5,0.53144073,0.6589425,"('distant', 'outgoing')",-1.2062353,-1.1725355,-0.10727675,-0.13137609,-0.2606904,-0.2149897,-0.0457007
12,0.5306199,0.4748268,"('unsupportive', 'supportive')",0.41729397,0.37669322,-1.7969054,-1.8380392,-0.2829972,-0.3288397,0.0458425
60,-0.5271564,-0.86798656,"('inefficient', 'efficient')",1.6148953,1.4941574,-0.62505317,-0.6203637,0.1542286,0.0019357,0.1522929
64,-0.5228507,-0.52230906,"('shy', 'confident')",-0.06119819,-0.11744942,-6.850122,-6.976685,-2.4780569,-2.5388145,0.0607576
79,-0.5059945,-0.38779786,"('wavering', 'unwavering')",-1.6960185,-1.6435369,0.14860262,0.13369167,-0.6844701,-0.6325477,-0.0519224
27,0.4977536,0.39303553,"('hardhearted', 'softhearted')",0.25388482,0.21434543,1.6301734,1.7207934,0.7939373,0.7760581,0.0178792
2,0.4895144,0.42625707,"('unlikable', 'likable')",0.7954482,0.60864216,0.4150893,0.3402068,0.566684,0.4583687,0.1083153
72,-0.4712245,-0.66742647,"('unambitious', 'ambitious')",-1.1012678,-1.2127963,-0.97076654,-0.9617781,-0.847753,-0.9473337,0.0995807
11,-0.46857902,-0.5343253,"('unhelpful', 'helpful')",0.6128064,0.6071989,1.4371334,1.4195259,0.5271203,0.4974665,0.0296538
20,0.4657128,0.4383673,"('rough', 'thoughtful')",0.79830915,0.8079293,1.2163976,1.1798548,0.8268065,0.8087171,0.0180894
74,0.4593587,0.32967594,"('undedicated', 'dedicated')",0.69721,0.60899115,0.21028984,0.053879514,0.4556195,0.3308489,0.1247706
48,-0.42897767,-0.4483022,"('unintelligent', 'intelligent')",0.3173896,0.3523121,0.47281778,0.4546255,0.1204099,0.1195451,0.0008648
6,0.40917033,0.5081014,"('distant', 'open')",-1.6422806,-1.6958743,0.53896123,0.5292607,-0.231383,-0.2195041,-0.0118789
31,0.37841675,0.46820354,"('evil', 'good')",-0.6774531,-0.58765024,-0.27786458,-0.21722916,-0.1923003,-0.1122253,-0.080075
77,-0.3701952,-0.34678683,"('unmotivated', 'motivated')",0.8095584,0.91433805,-1.3581517,-1.3179669,-0.3062628,-0.2501386,-0.0561242
62,-0.362901,-0.52263516,"('incompetent', 'brilliant')",0.9475071,0.8815364,-0.553969,-0.5005216,0.0102123,-0.0472068,0.0574191
66,-0.34877118,-0.20535526,"('inactive', 'active')",-1.0377018,-0.9926615,1.0319756,1.1090345,-0.1181658,-0.0296607,-0.0885051
4,0.34498626,0.40934953,"('disliked', 'liked')",-1.0396425,-1.0553328,-6.3595138,-6.663757,-2.35139,-2.43658,0.08519
19,-0.34464353,-0.2739052,"('inhospitable', 'hospitable')",-1.0930729,-1.1320689,0.30490518,0.29860863,-0.3776038,-0.3691218,-0.008482
68,-0.32870287,-0.2517263,"('dependent', 'independent')",0.043621674,0.1827973,-0.33936173,-0.3764914,-0.2081476,-0.1484735,-0.0596741
29,0.28456062,0.39869708,"('unfair', 'fair')",-0.22959405,-0.052451763,-0.06235359,0.024462,-0.0024623,0.1235691,-0.1260314
24,-0.2812846,-0.51690245,"('dishonest', 'honest')",-1.6222293,-1.9005325,0.6063209,0.5286185,-0.4323977,-0.6296055,0.1972078
47,-0.26919538,-0.30395848,"('stupid', 'smart')",0.55947274,0.44690514,5.322165,5.4541087,1.8708142,1.8656851,0.0051291
78,-0.2653104,-0.30942374,"('nonresilient', 'resilient')",1.7413721,1.9135201,0.36691377,0.3369628,0.6143252,0.6470197,-0.0326945
7,-0.24989182,-0.38098025,"('insensitive', 'sensitive')",0.45265415,0.43894136,0.7016602,0.7254174,0.3014742,0.2611262,0.040348
1,0.2441187,0.17779002,"('unfriendly', 'friendly')",0.56546605,0.53318805,2.1526914,2.0101912,0.9874253,0.9070564,0.0803689
88,0.23290657,0.28350842,"('low', 'eminent')",-0.41630802,-0.40304515,-0.13705778,-0.090080336,-0.1068197,-0.0698724,-0.0369473
15,0.22629787,0.2548754,"('boring', 'funny')",-1.2368686,-1.231968,0.47247398,0.5394007,-0.1793656,-0.1458973,-0.0334683
18,0.20782712,0.13518627,"('disagreeable', 'welcoming')",-0.11769661,-0.16998419,-0.19221975,-0.2672865,-0.0340297,-0.1006948,0.0666651
9,0.20317367,0.084221184,"('unaffectionate', 'caring')",-0.250135,-0.30981603,1.3504406,1.4588133,0.4344931,0.4110728,0.0234203
37,-0.20192619,-0.23050787,"('fake', 'genuine')",-0.2854962,-0.32406497,0.4709764,0.5184859,-0.005482,-0.012029,0.006547
14,0.17909461,-0.11228895,"('antisocial', 'social')",0.9398412,0.8171349,-0.84506154,-0.88153946,0.0912914,-0.0588978,0.1501892
44,-0.15339679,0.13411792,"('prejudiced', 'unprejudiced')",-0.8865851,-0.7454663,-1.4303744,-1.3464217,-0.8234521,-0.65259,-0.1708621
50,0.14827064,0.2962557,"('clumsy', 'skillful')",-0.07691316,-0.015405003,0.32775843,0.27567047,0.1330386,0.1855071,-0.0524685
28,-0.14704472,-0.32685915,"('disloyal', 'loyal')",0.1125121,-0.08044641,1.0816029,0.9888904,0.3490234,0.1938616,0.1551618
30,-0.12324782,-0.3019803,"('intolerant', 'tolerant')",0.8910429,0.8572244,0.5844109,0.5596967,0.4507353,0.3716469,0.0790884
42,0.122674234,0.24453378,"('unreliable', 'reliable')",-1.287659,-1.314622,-3.2398515,-3.1789958,-1.4682787,-1.4163613,-0.0519174
75,0.118902855,0.20864543,"('meek', 'impulsive')",-1.2324135,-1.205869,-0.22798757,-0.35560697,-0.4471661,-0.4509435,0.0037774
32,0.116113305,0.02273009,"('unkind', 'kind')",-0.24417967,-0.30398753,0.7661976,0.7907433,0.2127104,0.1698286,0.0428818
67,0.11039062,0.1554575,"('doubtful', 'determined')",-0.20225546,-0.25450152,-1.0779377,-1.0246077,-0.3899342,-0.3745506,-0.0153836
16,0.097927704,0.30719438,"('unpopular', 'popular')",-0.20909083,-0.108661234,0.59176743,0.5710483,0.1602014,0.2565271,-0.0963257
34,-0.08743669,-0.07453683,"('mean', 'honorable')",0.23595503,0.35718966,6.094709,6.160855,2.0810758,2.1478359,-0.0667601
80,-0.07476788,-0.15939617,"('dominated', 'dominating')",0.44162062,0.39082518,-1.5632241,-1.469921,-0.3987904,-0.4128307,0.0140403
49,-0.07002147,-0.020988587,"('unable', 'able')",0.055954076,0.150163,-0.24411093,-0.14257625,-0.0860594,-0.0044673,-0.0815921
17,0.061480526,0.06539474,"('nasty', 'nice')",-0.54295146,-0.5569034,-0.5668954,-0.58974946,-0.3494554,-0.3604194,0.010964
41,-0.0566695,-0.2695365,"('unforgiving', 'forgiving')",-0.32207644,-0.5654461,0.47157753,0.32985732,0.0309439,-0.1683751,0.199319
54,-0.03894026,0.15107413,"('incapable', 'capable')",-0.4990079,-0.37356442,1.2506957,1.3765728,0.2375825,0.3846942,-0.1471117
22,0.038377192,-0.086245246,"('untrustworthy', 'trustworthy')",0.45239016,0.3822812,-0.6330386,-0.6796521,-0.0474237,-0.127872,0.0804483
8,-0.036620393,-0.16962841,"('unaffectionate', 'affectionate')",-0.812047,-1.005181,1.0278364,1.0587322,0.059723,-0.0386924,0.0984154
