,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
79,-0.3134526,-0.91307044,"('wavering', 'unwavering')",-0.12212631,-0.36179456,-0.2177895,-0.6374325,0.419643
21,-0.307838,-0.29472044,"('immoral', 'moral')",-0.4584247,-0.29447007,-0.3831313,-0.2945952,-0.0885361
60,0.30043826,0.29206052,"('inefficient', 'efficient')",1.0037326,1.056347,0.6520854,0.6742038,-0.0221184
22,-0.29265395,-0.27790016,"('untrustworthy', 'trustworthy')",-1.1257083,-0.9954331,-0.7091811,-0.6366667,-0.0725144
17,0.26418865,-0.050730363,"('nasty', 'nice')",-0.2156454,-0.46399686,0.0242716,-0.2573636,0.2816352
25,0.22085376,0.16881844,"('egoistic', 'altruistic')",1.2387792,1.1855981,0.7298165,0.6772083,0.0526082
47,-0.20418444,-0.06730938,"('stupid', 'smart')",4.779589,5.301217,2.2877023,2.6169538,-0.3292515
16,0.20353244,-0.2050307,"('unpopular', 'popular')",0.68410623,0.4512361,0.4438193,0.1231027,0.3207166
30,0.20236704,-0.06985602,"('intolerant', 'tolerant')",1.8382,1.5494972,1.0202835,0.7398206,0.2804629
29,-0.1957174,-0.118837506,"('unfair', 'fair')",-0.884189,-0.8026481,-0.5399532,-0.4607428,-0.0792104
4,0.1902982,-0.038354043,"('disliked', 'liked')",-5.5122876,-6.0243535,-2.6609948,-3.0313537,0.3703589
42,0.15647286,-0.0116326995,"('unreliable', 'reliable')",-2.840407,-2.849761,-1.341967,-1.4306968,0.0887298
20,-0.13837226,0.17568481,"('rough', 'thoughtful')",0.8967492,1.1180754,0.3791885,0.6468801,-0.2676916
51,0.13652517,-0.13068171,"('uneducated', 'educated')",0.72105175,0.4804851,0.4287885,0.1749017,0.2538868
78,0.13200194,0.17877778,"('nonresilient', 'resilient')",0.72006387,0.8425366,0.4260329,0.5106572,-0.0846243
85,0.12618656,-0.31067982,"('insignificant', 'prestigious')",0.53600055,0.1520448,0.3310935,-0.0793175,0.410411
72,-0.112036765,-0.028192174,"('unambitious', 'ambitious')",-1.1065072,-0.74434584,-0.609272,-0.386269,-0.223003
54,-0.087391816,-0.41124046,"('incapable', 'capable')",1.0897617,1.1381965,0.5011849,0.363478,0.1377069
5,-0.08506197,-0.41156742,"('distant', 'outgoing')",0.068552,-0.1191757,-0.008255,-0.2653716,0.2571166
13,-0.078472055,-0.25085753,"('impolite', 'polite')",0.055542156,0.03866123,-0.0114649,-0.1060982,0.0946333
48,0.07501267,0.25326115,"('unintelligent', 'intelligent')",1.0062817,1.2616152,0.5406472,0.7574382,-0.216791
81,-0.072398186,-0.37068027,"('submissive', 'aggressive')",-0.075761795,-0.036594585,-0.07408,-0.2036374,0.1295574
87,0.069157235,-0.37908584,"('unsuccessful', 'successful')",0.7805646,0.70186746,0.4248609,0.1613908,0.2634701
70,-0.05247686,-0.18369772,"('lethargic', 'energetic')",0.7839895,0.8599287,0.3657563,0.3381155,0.0276408
56,-0.042419005,-0.28001857,"('impractical', 'practical')",0.35922232,0.21049544,0.1584017,-0.0347616,0.1931633
40,-0.040491465,0.2706188,"('stingy', 'generous')",-1.7885244,-1.5504997,-0.9145079,-0.6399404,-0.2745675
18,0.038492374,0.016033381,"('disagreeable', 'welcoming')",-0.27534312,-0.19144209,-0.1184254,-0.0877044,-0.030721
74,-0.025157563,-0.1936626,"('undedicated', 'dedicated')",0.08438788,-0.14742658,0.0296152,-0.1705446,0.2001598
14,-0.021352243,-0.1769379,"('antisocial', 'social')",-0.09895221,-0.4079754,-0.0601522,-0.2924567,0.2323045
82,-0.012846965,-0.36470166,"('poor', 'rich')",6.074046,6.1239786,3.0305996,2.8796384,0.1509612
83,0.007117428,0.00044674054,"('powerless', 'powerful')",-0.7978778,-0.84936565,-0.3953802,-0.4244595,0.0290793
