,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
88,0.71035093,0.58609563,"('low', 'eminent')",0.5352477,0.64125735,0.6227993,0.6136765,0.0091228
2,0.7089195,0.63765067,"('unlikable', 'likable')",0.06309046,0.08657131,0.386005,0.362111,0.023894
36,0.6805755,-0.024789277,"('hostile', 'amicable')",-1.2228417,-1.467066,-0.2711331,-0.7459277,0.4747946
72,0.6784378,0.73069096,"('unambitious', 'ambitious')",0.44979438,0.75774366,0.5641161,0.7442173,-0.1801012
29,-0.6751999,-0.7187816,"('unfair', 'fair')",-0.658129,-0.81222343,-0.6666645,-0.7655025,0.098838
27,0.62604606,0.62409055,"('hardhearted', 'softhearted')",0.3181633,0.51716995,0.4721047,0.5706303,-0.0985256
84,0.6126574,0.6851558,"('inferior', 'superior')",1.1255176,1.0129014,0.8690875,0.8490286,0.0200589
18,0.61196804,0.48085892,"('disagreeable', 'welcoming')",-0.34979346,-0.2138727,0.1310873,0.1334931,-0.0024058
77,-0.58880424,-0.36277294,"('unmotivated', 'motivated')",-0.15270242,-0.053515542,-0.3707533,-0.2081442,-0.1626091
14,-0.5800459,-0.29742554,"('antisocial', 'social')",-0.6181994,-0.68788767,-0.5991226,-0.4926566,-0.106466
79,0.57427335,0.1786241,"('wavering', 'unwavering')",-0.3684887,-0.36981705,0.1028923,-0.0955965,0.1984888
51,0.5728873,0.75145274,"('uneducated', 'educated')",0.75041807,0.6474513,0.6616527,0.699452,-0.0377993
60,-0.5309116,-0.20822369,"('inefficient', 'efficient')",0.75402814,0.8318597,0.1115583,0.311818,-0.2002597
44,-0.5258931,-0.7213457,"('prejudiced', 'unprejudiced')",-1.8397223,-1.7778563,-1.1828077,-1.249601,0.0667933
53,-0.51836,-0.60923946,"('uncreative', 'creative')",0.6027206,0.73099667,0.0421803,0.0608786,-0.0186983
43,-0.49892783,-0.25548908,"('irresponsible', 'responsible')",0.52769226,0.66065246,0.0143822,0.2025817,-0.1881995
4,0.46696246,0.5355146,"('disliked', 'liked')",-5.7421284,-5.737051,-2.637583,-2.6007681,-0.0368149
75,-0.46133372,-0.49332494,"('meek', 'impulsive')",-0.7368592,-0.6120495,-0.5990965,-0.5526872,-0.0464093
34,0.44585386,0.41859034,"('mean', 'honorable')",4.8387914,4.7661066,2.6423225,2.5923486,0.0499739
15,-0.4410036,-0.5492967,"('boring', 'funny')",-0.27634543,-0.24801748,-0.3586745,-0.3986571,0.0399826
83,0.4102446,0.5541279,"('powerless', 'powerful')",0.37786534,0.4536947,0.394055,0.5039113,-0.1098563
11,-0.40111795,-0.078662254,"('unhelpful', 'helpful')",2.3412502,2.3324835,0.9700661,1.1269107,-0.1568446
87,-0.38347852,-0.2611455,"('unsuccessful', 'successful')",0.07316278,0.1091367,-0.1551579,-0.0760044,-0.0791535
37,-0.3731737,-0.33420932,"('fake', 'genuine')",-0.60784334,-0.5546876,-0.4905085,-0.4444485,-0.04606
19,0.3673172,0.21504842,"('inhospitable', 'hospitable')",-0.64601445,-0.5689711,-0.1393486,-0.1769613,0.0376127
20,0.3414546,0.30086493,"('rough', 'thoughtful')",1.3877199,1.4588902,0.8645872,0.8798776,-0.0152904
49,-0.33850858,-0.15320839,"('unable', 'able')",0.03741353,0.42921063,-0.1505475,0.1380011,-0.2885486
31,-0.33244142,-0.61994135,"('evil', 'good')",-0.9435563,-0.984759,-0.6379989,-0.8023502,0.1643513
39,0.31490016,0.46347174,"('exploitative', 'cooperative')",-0.44646454,-0.25780845,-0.0657822,0.1028316,-0.1686138
74,0.31268367,0.4111709,"('undedicated', 'dedicated')",-0.6966008,-0.6733814,-0.1919586,-0.1311052,-0.0608534
67,0.29739785,0.22391862,"('doubtful', 'determined')",-0.6901672,-0.7752813,-0.1963847,-0.2756813,0.0792966
56,-0.29660898,0.10379678,"('impractical', 'practical')",0.41463575,0.52894235,0.0590134,0.3163696,-0.2573562
12,0.29314867,0.5017254,"('unsupportive', 'supportive')",-0.91282624,-0.712934,-0.3098388,-0.1056043,-0.2042345
63,-0.2821644,0.20777784,"('unperceptive', 'insightful')",1.2552102,1.4859895,0.4865229,0.8468837,-0.3603608
52,-0.25432336,-0.49956954,"('irrational', 'rational')",-0.4704653,-0.5362068,-0.3623943,-0.5178882,0.1554939
68,-0.23844776,-0.20521867,"('dependent', 'independent')",-0.45775896,-0.3147999,-0.3481033,-0.2600093,-0.088094
16,0.23057279,-0.12726375,"('unpopular', 'popular')",1.218409,1.0605668,0.7244909,0.4666515,0.2578394
47,-0.22482085,-0.16497228,"('stupid', 'smart')",4.5491095,4.547604,2.1621442,2.1913159,-0.0291717
86,0.22141212,0.49750346,"('uninfluential', 'influential')",0.3516919,0.48672584,0.286552,0.4921147,-0.2055627
58,-0.20613523,0.15704936,"('undiscriminating', 'discriminating')",-0.06367368,0.16697657,-0.1349045,0.162013,-0.2969175
73,-0.2002058,0.09862925,"('helpless', 'self-reliant')",-4.147928,-3.9416173,-2.174067,-1.921494,-0.252573
28,-0.154895,0.0557453,"('disloyal', 'loyal')",0.7218287,0.79041415,0.2834668,0.4230797,-0.1396129
82,-0.14494996,-0.057065897,"('poor', 'rich')",5.9261866,5.9411945,2.8906183,2.9420643,-0.051446
61,-0.08327661,0.036166843,"('illogical', 'logical')",0.5823622,0.5682803,0.2495428,0.3022236,-0.0526808
40,0.05007559,0.29001358,"('stingy', 'generous')",-1.2433256,-1.1434276,-0.596625,-0.426707,-0.169918
54,0.032023806,-0.18658715,"('incapable', 'capable')",0.92075115,1.0865519,0.4763875,0.4499824,0.0264051
23,-0.023967952,0.11235731,"('insincere', 'sincere')",5.355591,5.3245535,2.6658115,2.7184553,-0.0526438
