,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
77,-0.4355132,-0.64179677,"('unmotivated', 'motivated')",0.19263104,0.16844499,-1.2182935,-1.2476912,-0.4870586,-0.573681,0.0866224
66,0.41258895,0.5750222,"('inactive', 'active')",0.70326054,0.8479686,1.0331297,1.2495031,0.7163264,0.8908313,-0.1745049
79,-0.40386474,-0.3218045,"('wavering', 'unwavering')",-0.70486975,-0.90653086,-0.45696393,-0.489678,-0.5218995,-0.5726711,0.0507716
42,0.3989931,0.33298087,"('unreliable', 'reliable')",1.2417357,1.2792044,-2.4453084,-2.2326667,-0.2681932,-0.2068272,-0.061366
54,0.39466247,0.41346753,"('incapable', 'capable')",-0.08964386,-0.047315303,0.44770676,0.4616686,0.2509085,0.2759403,-0.0250318
72,-0.3687244,-0.2995609,"('unambitious', 'ambitious')",0.09612253,0.21431586,-0.7880681,-0.6632773,-0.3535567,-0.2495075,-0.1040492
0,0.34568492,0.21381494,"('unsociable', 'sociable')",-0.24752232,-0.21413833,-0.11061967,-0.1265665,-0.0041524,-0.0422966,0.0381442
47,-0.34304723,-0.49374995,"('stupid', 'smart')",0.32651225,0.28397423,5.0632815,4.921914,1.6822489,1.5707127,0.1115362
25,-0.31003875,-0.42842525,"('egoistic', 'altruistic')",0.4919786,0.4911832,0.93790126,0.81079334,0.3732804,0.2911837,0.0820967
3,0.2956564,0.08602219,"('repellent', 'pleasant')",-0.15852812,-0.14690372,0.49501947,0.56745404,0.2107159,0.1688575,0.0418584
26,0.26570067,0.2910216,"('hardhearted', 'benevolent')",1.9927384,2.3130307,1.5972768,1.7775648,1.2852386,1.460539,-0.1753004
19,-0.1906195,-0.22551784,"('inhospitable', 'hospitable')",-0.7168624,-0.8255385,-0.69634634,-0.7075284,-0.5346094,-0.5861949,0.0515855
29,0.18478788,0.19877735,"('unfair', 'fair')",-0.94322336,-0.91635346,-0.96808237,-0.7393103,-0.575506,-0.4856288,-0.0898772
68,0.18467073,0.071660645,"('dependent', 'independent')",-1.3967658,-1.5262216,-1.7731835,-1.7226394,-0.9950929,-1.0590668,0.0639739
8,0.16907884,0.3688812,"('unaffectionate', 'affectionate')",0.41341248,0.40847477,0.51889974,0.45434785,0.3671304,0.4105679,-0.0434375
15,-0.16612211,0.16675235,"('boring', 'funny')",-0.7061388,-0.7305567,0.38954282,0.35335672,-0.160906,-0.0701492,-0.0907568
17,0.12339746,-0.007636642,"('nasty', 'nice')",-1.0808091,-1.0577657,-0.31410122,-0.2728098,-0.4238376,-0.4460708,0.0222332
73,0.10156293,0.0823436,"('helpless', 'self-reliant')",0.6562444,0.52909327,-3.1517694,-3.0885327,-0.7979874,-0.8256986,0.0277112
71,-0.098670594,-0.029293524,"('diffident', 'self-confident')",0.9976989,1.0979621,0.33246398,0.33623114,0.4104974,0.4682999,-0.0578025
48,-0.09176082,-0.28966662,"('unintelligent', 'intelligent')",-0.54403234,-0.48452428,-0.60422075,-0.7363506,-0.4133379,-0.5035138,0.0901759
32,-0.08653577,-0.3067994,"('unkind', 'kind')",0.07439153,0.05483363,0.96674156,0.86737084,0.3181991,0.205135,0.1130641
83,-0.08546406,-0.082619734,"('powerless', 'powerful')",1.0336403,0.95677567,-0.96834415,-0.92573726,-0.0067226,-0.0171938,0.0104712
41,0.082458526,0.07677856,"('unforgiving', 'forgiving')",0.2138436,0.17852621,0.5011715,0.5745599,0.2658246,0.2766216,-0.010797
33,-0.05529537,-0.026615992,"('wrong', 'right')",0.44071382,0.3564591,-1.0764767,-1.0868963,-0.2303528,-0.2523511,0.0219983
65,0.048421282,-0.075605534,"('insecure', 'secure')",-0.013541855,-0.123675,0.066273056,0.027672797,0.0337175,-0.0572026,0.0909201
61,0.04596241,-0.16451365,"('illogical', 'logical')",-0.13682587,-0.18328196,0.035564356,0.10686164,-0.018433,-0.0803113,0.0618783
57,0.037162535,0.13334188,"('unimaginative', 'imaginative')",0.2172639,0.43473443,-2.5223,-2.2232845,-0.7559578,-0.551736,-0.2042218
