,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
45,-0.48645946,-0.7542435,"('incompetent', 'competent')",0.3590879,-0.2049135,-1.3081533,-1.7371596,0.13139863,-0.31334698,-0.3260315,-0.7524159,0.4263844
29,0.46997422,0.3207505,"('unfair', 'fair')",-0.23728734,-0.23845072,-1.0016483,-1.0624124,-0.49178013,-0.5572409,-0.3151854,-0.3843384,0.069153
68,-0.4689127,-0.7068476,"('dependent', 'independent')",-0.7373202,-0.99270487,-1.6715152,-1.6680886,-0.2797659,-0.49063188,-0.7893785,-0.9645682,0.1751897
52,0.45645994,0.71516514,"('irrational', 'rational')",-0.18941894,0.09329271,-0.83389294,-0.39023295,-0.048489578,0.22170869,-0.1538354,0.1599834,-0.3138188
4,0.44160515,0.47961393,"('disliked', 'liked')",0.0752922,-0.17413455,-0.024924058,-0.17009637,-6.617103,-6.38224,-1.5312824,-1.5617142,0.0304318
13,-0.44109473,-0.65489215,"('impolite', 'polite')",-0.40174073,-0.1674858,-0.2856975,-0.3166483,0.14443785,-0.20657097,-0.2460238,-0.3363993,0.0903755
38,-0.43843326,-0.33156267,"('untruthful', 'truthful')",-0.92635876,-0.68530166,-0.77516013,-0.4278417,0.3738255,0.554739,-0.4415317,-0.2224917,-0.21904
7,-0.41738987,-0.43352944,"('insensitive', 'sensitive')",-0.294023,-0.24819113,-1.5213645,-1.3522794,1.0819175,0.88504016,-0.287715,-0.2872399,-0.0004751
27,-0.4158363,-0.34935078,"('hardhearted', 'softhearted')",-0.83735245,-0.47022673,-1.3454747,-0.7982299,1.4203441,1.6190546,-0.2945798,0.0003118,-0.2948916
44,-0.3900509,-0.25407505,"('prejudiced', 'unprejudiced')",-1.4641058,-0.96286744,-0.8267567,-0.5052638,-2.1468227,-1.7964422,-1.206934,-0.8796622,-0.3272718
30,0.34642798,0.13191432,"('intolerant', 'tolerant')",0.2210723,0.21272396,-0.382671,-0.3869054,1.5390451,1.3274181,0.4309686,0.3212878,0.1096808
37,0.3297877,0.3526122,"('fake', 'genuine')",-0.34367138,-0.034042545,-1.0192784,-0.6474887,0.19705176,0.47946686,-0.2090276,0.037637,-0.2466646
61,-0.2819514,-0.33007702,"('illogical', 'logical')",0.21866268,0.033269808,-0.67394775,-0.6999333,0.52446926,0.18316653,-0.0531918,-0.2033935,0.1502017
47,-0.28126207,-0.18118173,"('stupid', 'smart')",0.14722894,0.30919147,-0.68915755,-0.5739474,5.312811,5.3045497,1.1224051,1.214653,-0.0922479
76,-0.27495888,-0.28016454,"('anxious', 'daring')",1.11593,1.1884716,0.02310072,-0.072770655,-0.12946406,-0.1410849,0.183652,0.1736129,0.0100391
41,-0.26429576,-0.32170033,"('unforgiving', 'forgiving')",-0.064286396,-0.14138868,-0.22474802,-0.18867387,0.3014407,0.017832058,-0.0629724,-0.1584827,0.0955103
17,-0.26275864,-0.59489745,"('nasty', 'nice')",-0.1444294,-0.31541336,0.014426783,-0.29505292,-0.73374414,-0.69865245,-0.2816263,-0.4760041,0.1943778
16,-0.25201148,-0.2519465,"('unpopular', 'popular')",0.39562157,0.48706713,0.47922587,0.51923585,0.6680906,0.7161191,0.3227316,0.3676189,-0.0448873
18,-0.20596462,0.008636046,"('disagreeable', 'welcoming')",0.255627,0.66048676,-0.9879376,-0.5382005,-0.4161745,-0.31602496,-0.3386124,-0.0462757,-0.2923367
77,-0.17613974,-0.120624326,"('unmotivated', 'motivated')",-0.012722902,-0.06466122,-0.08434197,-0.04452274,-0.5639142,-0.84965885,-0.2092797,-0.2698668,0.0605871
31,0.17402029,0.54141587,"('evil', 'good')",-0.57119,-0.40407968,0.30376312,0.5378654,-1.1682422,-0.89548975,-0.3154122,-0.055072,-0.2603402
25,0.16410577,0.59564567,"('egoistic', 'altruistic')",0.20533732,0.73822737,0.4170605,0.89975625,1.2794223,1.5136139,0.5164815,0.9368108,-0.4203293
75,0.1568914,0.19070444,"('meek', 'impulsive')",0.0965129,0.04214847,0.5304197,0.6867114,-0.41985765,-0.17305161,0.0909916,0.1866282,-0.0956366
1,0.15506178,0.2386705,"('unfriendly', 'friendly')",0.045210674,0.13432744,-0.8788119,-0.5412012,2.2608325,2.3568673,0.3955733,0.547166,-0.1515927
58,0.14103119,-0.14231493,"('undiscriminating', 'discriminating')",0.24066195,-0.047856532,0.6244191,0.4866804,0.3630391,0.1561818,0.3422878,0.1131727,0.2291151
53,-0.12093568,-0.35011175,"('uncreative', 'creative')",0.41392338,0.09505187,-0.04618795,-0.24103516,1.3574865,1.0571593,0.4010715,0.1402661,0.2608054
14,-0.11339404,-0.40986198,"('antisocial', 'social')",1.2811058,1.028585,0.42242888,0.009348824,-0.21225035,-0.723228,0.3444726,-0.023789,0.3682616
49,-0.11178274,-0.28924304,"('unable', 'able')",0.06828469,-0.118772425,-0.71863616,-0.78712225,-0.3948893,-0.41348237,-0.2892559,-0.402155,0.1128991
28,-0.11062017,-0.5408099,"('disloyal', 'loyal')",0.2298423,-0.23621438,-0.9066766,-1.2356334,1.2854446,0.68140423,0.1244975,-0.3328134,0.4573109
8,-0.10657502,-0.013077293,"('unaffectionate', 'affectionate')",0.26144442,0.49117774,-0.5658461,-0.19934346,0.99110717,1.481718,0.1450326,0.4401187,-0.2950861
83,-0.09775743,-0.11292298,"('powerless', 'powerful')",0.5648612,0.5315516,0.0749308,0.1329796,-0.49441087,-0.7901938,0.0119059,-0.0596464,0.0715523
64,-0.07414209,0.1108575,"('shy', 'confident')",-0.04766743,0.072623245,0.36004186,0.43883267,-6.9796906,-6.699515,-1.6853646,-1.5193003,-0.1660643
9,-0.072404005,-0.032871433,"('unaffectionate', 'caring')",0.093253,0.1380559,-0.55689067,-0.23919226,1.7994561,2.0066311,0.3158536,0.4681558,-0.1523022
40,0.06459526,0.28165564,"('stingy', 'generous')",-0.0812049,0.25193295,-0.35560617,0.09660847,-1.4320552,-1.321881,-0.4510677,-0.172921,-0.2781467
12,0.04373343,0.13184844,"('unsupportive', 'supportive')",0.44107026,0.4878107,-0.9426142,-0.6264002,-1.4355217,-1.3410095,-0.4733331,-0.3369376,-0.1363955
56,0.04336431,-0.24220134,"('impractical', 'practical')",-0.12856647,-0.30920374,-0.30407542,-0.6705805,0.10320303,-0.14935796,-0.0715186,-0.3428359,0.2713173
80,-0.03847822,-0.10111113,"('dominated', 'dominating')",0.075521424,0.014595725,0.0038766786,-0.07863935,-1.0917033,-1.2604136,-0.2626958,-0.3563921,0.0936963
