,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
3,-0.826905,-0.65806,"('repellent', 'pleasant')",0.7739209,1.0023518,-0.0264921,0.1721459,-0.198638
18,-0.8211043,-0.87477267,"('disagreeable', 'welcoming')",-0.7533202,-0.81759036,-0.7872123,-0.8461815,0.0589692
14,-0.8153945,-0.77545166,"('antisocial', 'social')",-0.5258941,-0.51995134,-0.6706443,-0.6477015,-0.0229428
58,-0.7739834,-1.008496,"('undiscriminating', 'discriminating')",-0.27414826,-0.5121077,-0.5240659,-0.7603018,0.2362359
44,-0.7655123,-0.62360233,"('prejudiced', 'unprejudiced')",-1.0083833,-0.9277276,-0.8869478,-0.7756649,-0.1112829
2,0.76287556,0.6878587,"('unlikable', 'likable')",0.20283768,0.12925008,0.4828566,0.4085544,0.0743022
7,-0.76185304,-0.8250653,"('insensitive', 'sensitive')",0.19139203,0.15637581,-0.2852305,-0.3343447,0.0491142
64,-0.75495875,-0.77233523,"('shy', 'confident')",-7.0275927,-7.1170645,-3.8912756,-3.9446998,0.0534242
54,0.737429,0.70598924,"('incapable', 'capable')",0.65145224,0.62448436,0.6944406,0.6652368,0.0292038
1,0.7320022,0.53364503,"('unfriendly', 'friendly')",1.3612047,1.1619843,1.0466034,0.8478147,0.1987887
73,0.731941,0.7940218,"('helpless', 'self-reliant')",-3.6571484,-3.5743449,-1.4626037,-1.3901615,-0.0724422
57,-0.73082286,-1.1578286,"('unimaginative', 'imaginative')",-3.4115155,-3.6925423,-2.0711691,-2.4251854,0.3540163
69,0.718211,0.7584058,"('lazy', 'industrious')",-0.9691252,-0.8935125,-0.1254571,-0.0675533,-0.0579038
50,-0.7178441,-0.69069624,"('clumsy', 'skillful')",-0.28648928,-0.200822,-0.5021667,-0.4457591,-0.0564076
55,-0.7076029,-0.72467613,"('incompetent', 'clever')",-0.13495366,-0.044414245,-0.4212783,-0.3845452,-0.0367331
46,-0.7004439,-0.7469194,"('uncompetitive', 'competitive')",-1.5189469,-1.5908569,-1.1096954,-1.1688881,0.0591927
88,-0.69291633,-0.7951549,"('low', 'eminent')",-0.43784726,-0.4762752,-0.5653818,-0.6357151,0.0703333
22,-0.67128325,-0.8056067,"('untrustworthy', 'trustworthy')",-1.56659,-1.4776973,-1.1189365,-1.141652,0.0227155
32,-0.6572548,-0.59544885,"('unkind', 'kind')",0.40385142,0.3985647,-0.1267017,-0.0984421,-0.0282596
82,-0.6539225,-0.5946684,"('poor', 'rich')",6.5318103,6.605074,2.9389439,3.0052028,-0.0662589
4,0.6521544,0.6183981,"('disliked', 'liked')",-7.5670114,-7.9865484,-3.4574285,-3.6840751,0.2266466
9,0.6075758,0.5343098,"('unaffectionate', 'caring')",1.0423757,0.99767727,0.8249757,0.7659935,0.0589822
86,-0.6030695,-0.975306,"('uninfluential', 'influential')",-0.50858647,-0.83413017,-0.555828,-0.904718,0.34889
83,-0.5918846,-0.6037203,"('powerless', 'powerful')",-1.6451265,-1.5439425,-1.1185055,-1.0738313,-0.0446742
81,-0.5864022,-0.59485537,"('submissive', 'aggressive')",-0.8579837,-0.7893952,-0.7221929,-0.6921253,-0.0300676
70,-0.5521423,-0.7577467,"('lethargic', 'energetic')",0.34875536,0.13317579,-0.1016935,-0.3122855,0.210592
20,0.5255052,0.40200186,"('rough', 'thoughtful')",0.96977115,1.0442289,0.7476382,0.7231154,0.0245228
76,-0.52484417,-0.42859802,"('anxious', 'daring')",-0.358976,-0.42432514,-0.4419101,-0.4264616,-0.0154485
29,-0.49166095,-0.5089037,"('unfair', 'fair')",-0.42525765,-0.71438885,-0.4584593,-0.6116463,0.153187
40,-0.48090208,-0.5304563,"('stingy', 'generous')",-2.105203,-2.290041,-1.2930524,-1.4102486,0.1171962
35,0.4566436,0.4496252,"('corrupt', 'incorrupt')",-0.2529605,-0.14986087,0.1018416,0.1498822,-0.0480406
26,0.44342157,0.1454772,"('hardhearted', 'benevolent')",1.5344414,1.3715544,0.9889315,0.7585158,0.2304157
24,-0.43145984,-0.32193032,"('dishonest', 'honest')",0.45130232,0.4949295,0.0099212,0.0864996,-0.0765784
39,0.4282338,0.5264891,"('exploitative', 'cooperative')",0.16846919,0.34310687,0.2983515,0.434798,-0.1364465
47,-0.4138471,-0.48091763,"('stupid', 'smart')",5.1423974,5.427366,2.3642752,2.4732242,-0.108949
84,0.4016651,0.3961895,"('inferior', 'superior')",0.8588322,0.7403706,0.6302487,0.56828,0.0619687
49,-0.36695284,-0.3246292,"('unable', 'able')",-0.6668991,-0.6187444,-0.5169259,-0.4716868,-0.0452391
45,-0.3597658,-0.35103926,"('incompetent', 'competent')",-0.29829758,-0.4168514,-0.3290317,-0.3839453,0.0549136
60,-0.3390936,-0.2890559,"('inefficient', 'efficient')",-0.11026075,0.051626988,-0.2246772,-0.1187145,-0.1059627
0,0.31969815,0.2555439,"('unsociable', 'sociable')",-0.40333375,-0.50025827,-0.0418178,-0.1223572,0.0805394
80,-0.31362504,-0.36419588,"('dominated', 'dominating')",-0.8298864,-0.8084117,-0.5717557,-0.5863038,0.0145481
66,0.31057787,-0.012344956,"('inactive', 'active')",0.48624837,0.041762818,0.3984131,0.0147089,0.3837042
17,-0.2905991,-0.1224775,"('nasty', 'nice')",-0.690574,-0.7032902,-0.4905865,-0.4128839,-0.0777026
62,-0.28829676,-0.17906925,"('incompetent', 'brilliant')",-0.10418853,0.036653664,-0.1962426,-0.0712078,-0.1250348
41,0.272744,0.37932026,"('unforgiving', 'forgiving')",-0.3767702,-0.57927537,-0.0520131,-0.0999776,0.0479645
87,-0.2717878,-0.3698202,"('unsuccessful', 'successful')",0.3694214,0.13318877,0.0488168,-0.1183157,0.1671325
27,-0.26528558,-0.48794952,"('hardhearted', 'softhearted')",1.340143,1.132522,0.5374287,0.3222862,0.2151425
37,0.24991494,0.20996891,"('fake', 'genuine')",0.20432058,0.3086137,0.2271178,0.2592913,-0.0321735
8,0.24821803,0.0868224,"('unaffectionate', 'affectionate')",0.4831257,0.45151022,0.3656719,0.2691663,0.0965056
53,-0.21276663,-0.3625141,"('uncreative', 'creative')",0.14996819,0.0099310335,-0.0313992,-0.1762915,0.1448923
31,-0.21248388,-0.27286926,"('evil', 'good')",-0.87596655,-0.90198517,-0.5442252,-0.5874272,0.043202
23,-0.20259814,-0.14970292,"('insincere', 'sincere')",6.061853,6.1500983,2.9296274,3.0001976,-0.0705702
78,0.19012094,-0.026141897,"('nonresilient', 'resilient')",-0.1002464,-0.42423573,0.0449373,-0.2251888,0.2701261
38,0.1677488,0.34007263,"('untruthful', 'truthful')",-0.5702351,-0.3914434,-0.2012431,-0.0256854,-0.1755577
36,0.1624066,-0.0295626,"('hostile', 'amicable')",-0.2916225,-0.3703807,-0.0646079,-0.1999716,0.1353637
12,-0.12657872,-0.15220608,"('unsupportive', 'supportive')",-2.4833937,-2.7306206,-1.3049862,-1.4414134,0.1364272
77,-0.11952086,-0.049167022,"('unmotivated', 'motivated')",-1.3699594,-1.3209444,-0.7447401,-0.6850557,-0.0596844
52,-0.10707894,-0.117549196,"('irrational', 'rational')",-0.10909375,-0.14952219,-0.1080863,-0.1335357,0.0254494
21,0.09692767,0.16270006,"('immoral', 'moral')",-1.2114022,-1.1037339,-0.5572373,-0.4705169,-0.0867204
48,-0.092027746,-0.18993424,"('unintelligent', 'intelligent')",0.39814493,0.446427,0.1530586,0.1282464,0.0248122
59,-0.07173556,-0.10919636,"('foolish', 'wise')",-0.087245174,-0.014275552,-0.0794904,-0.061736,-0.0177544
28,0.065662526,0.010292016,"('disloyal', 'loyal')",1.2429322,1.1451437,0.6542974,0.5777179,0.0765795
34,-0.06406411,-0.020068739,"('mean', 'honorable')",5.3981695,5.4897437,2.6670527,2.7348375,-0.0677848
13,0.061125737,0.06634346,"('impolite', 'polite')",-1.1515123,-1.1593325,-0.5451933,-0.5464945,0.0013012
42,-0.057781734,-0.1162965,"('unreliable', 'reliable')",-3.4870012,-3.6619844,-1.7723914,-1.8891405,0.1167491
67,-0.048644193,0.14031222,"('doubtful', 'determined')",-0.5818539,-0.63266647,-0.3152491,-0.2461771,-0.069072
16,-0.037409488,0.0379712,"('unpopular', 'popular')",0.08331783,0.01897765,0.0229542,0.0284744,-0.0055202
43,-0.03161946,-0.033684354,"('irresponsible', 'responsible')",0.3398517,0.22111237,0.1541161,0.093714,0.0604021
61,-0.02575475,-0.06697639,"('illogical', 'logical')",0.43788257,0.28674012,0.2060639,0.1098819,0.096182
63,-0.021735918,-0.11293257,"('unperceptive', 'insightful')",-0.036237493,-0.24481604,-0.0289867,-0.1788743,0.1498876
75,0.0016965531,-0.04755462,"('meek', 'impulsive')",-0.75475603,-0.8591408,-0.3765298,-0.4533477,0.0768179
