,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
21,-0.61900514,-0.6198543,"('immoral', 'moral')",0.12535702,0.15589276,-0.8180843,-0.67126983,-0.4372441,-0.3784105,-0.0588336
52,-0.61552423,-0.74008393,"('irrational', 'rational')",-0.5583091,-0.8025628,0.023134733,-0.21513024,-0.3835662,-0.5859256,0.2023594
26,-0.6034123,-0.8574448,"('hardhearted', 'benevolent')",0.39752224,0.18822159,1.4346817,1.0403674,0.4095972,0.1237147,0.2858825
50,0.58981466,0.3979025,"('clumsy', 'skillful')",0.3891022,0.12160473,0.9062438,0.64312136,0.6283869,0.3875429,0.240844
7,-0.58908355,-0.87146384,"('insensitive', 'sensitive')",1.2084752,0.97117877,1.1421516,1.2416033,0.5871811,0.447106,0.1400751
67,0.5829954,0.38079453,"('doubtful', 'determined')",0.96735805,0.91973907,-0.762268,-0.8166763,0.2626952,0.1612857,0.1014095
42,0.57649,0.39102805,"('unreliable', 'reliable')",0.25805056,0.023918837,-2.979346,-2.8556218,-0.7149351,-0.8135583,0.0986232
44,0.5660604,0.64912236,"('prejudiced', 'unprejudiced')",-0.71812963,-0.6618284,-1.7665043,-1.7520365,-0.6395245,-0.5882475,-0.051277
30,-0.5592707,-0.63869154,"('intolerant', 'tolerant')",0.08893888,0.15193294,0.84298974,0.94114107,0.1242193,0.1514608,-0.0272415
17,-0.5463314,-0.5211453,"('nasty', 'nice')",0.14267418,0.30502647,-0.5419429,-0.6496848,-0.3152001,-0.2886012,-0.0265989
18,-0.5447107,-0.5923529,"('disagreeable', 'welcoming')",-0.17008302,-0.27899703,-0.40653062,-0.35775355,-0.3737748,-0.4097011,0.0359263
4,0.5364273,0.6305491,"('disliked', 'liked')",-1.2442573,-1.0616401,-6.8451653,-6.599685,-2.5176651,-2.343592,-0.1740731
84,0.5277909,0.3385632,"('inferior', 'superior')",0.6976412,0.5162258,0.9676378,0.8206587,0.7310233,0.5584826,0.1725407
47,-0.47350454,-0.32941702,"('stupid', 'smart')",0.26135945,0.3874612,5.0951695,5.1313534,1.6276747,1.7297991,-0.1021244
20,-0.46670964,-0.517823,"('rough', 'thoughtful')",0.57176226,0.4176944,1.2394279,1.1112984,0.4481602,0.3370566,0.1111036
70,-0.39799288,-0.33976036,"('lethargic', 'energetic')",0.7469771,0.81252915,0.9268575,1.0941191,0.4252806,0.522296,-0.0970154
22,-0.39715275,-0.31537881,"('untrustworthy', 'trustworthy')",-0.16017969,-0.033236448,-0.81525356,-0.5691958,-0.4575287,-0.305937,-0.1515917
16,-0.3502642,-0.5255085,"('unpopular', 'popular')",-0.92011714,-1.0362073,0.21590093,0.080564454,-0.3514935,-0.4937171,0.1422236
66,0.33533484,0.17637289,"('inactive', 'active')",-0.4388778,-0.6294565,0.70086485,0.4606053,0.1991073,0.0025072,0.1966001
76,-0.33194643,-0.2837704,"('anxious', 'daring')",1.2429042,1.2559817,0.4267088,0.5199487,0.4458888,0.4973867,-0.0514979
64,-0.31504327,-0.5135245,"('shy', 'confident')",-0.9042746,-0.9738326,-6.775057,-6.537709,-2.6647916,-2.6750221,0.0102305
2,-0.3052933,-0.11470689,"('unlikable', 'likable')",0.9863791,1.0596603,0.1822135,0.32954043,0.2877664,0.4248313,-0.1370649
24,-0.29663628,-0.18299642,"('dishonest', 'honest')",0.9548833,0.8788507,0.5715703,0.80088955,0.4099391,0.4989146,-0.0889755
87,0.28817123,0.1279106,"('unsuccessful', 'successful')",0.6700832,0.7370956,1.181431,1.1473716,0.7132285,0.6707926,0.0424359
56,-0.2785742,0.029108934,"('impractical', 'practical')",1.4781834,1.776886,-0.3516161,0.111359335,0.2826643,0.6391181,-0.3564538
6,0.26523665,0.39797446,"('distant', 'open')",-0.44832176,-0.5239675,0.009621285,-0.014165267,-0.0578213,-0.0467194,-0.0111019
69,0.25049865,0.03618701,"('lazy', 'industrious')",0.72548425,0.3987656,-0.8817368,-1.0296446,0.0314154,-0.1982307,0.2296461
29,0.24211334,0.35641962,"('unfair', 'fair')",0.18903099,-0.030765362,-0.26137713,-0.35246003,0.0565891,-0.0089353,0.0655244
83,-0.2309975,-0.41289282,"('powerless', 'powerful')",-0.6196072,-0.64276195,-1.1356298,-1.0451628,-0.6620781,-0.7002726,0.0381945
5,0.22655575,0.43073452,"('distant', 'outgoing')",-0.38589603,-0.4068659,-0.2991204,-0.32001245,-0.1528202,-0.0987146,-0.0541056
25,0.22375798,0.33246255,"('egoistic', 'altruistic')",0.49758503,0.48641834,1.2020406,1.3071367,0.6411279,0.7086725,-0.0675446
58,-0.2069488,-0.15346088,"('undiscriminating', 'discriminating')",0.37865934,0.35794675,0.40149012,0.38986737,0.1910669,0.1981178,-0.0070509
39,-0.19629821,-0.2915603,"('exploitative', 'cooperative')",0.31304926,0.110432655,0.06650598,0.1009246,0.0610857,-0.0267343,0.08782
74,-0.19479036,-0.10293799,"('undedicated', 'dedicated')",1.396589,1.4257996,0.08032217,0.104722515,0.4273736,0.4758614,-0.0484878
71,0.18789047,0.041164752,"('diffident', 'self-confident')",1.6093302,1.5278503,0.5153922,0.45044708,0.770871,0.673154,0.097717
82,-0.16782838,-0.070786364,"('poor', 'rich')",0.6189466,0.5511974,6.1778674,6.317029,2.2096618,2.2658134,-0.0561516
36,0.13733889,-0.0971952,"('hostile', 'amicable')",-1.1361638,-1.4611307,-0.34549016,-0.6628694,-0.448105,-0.7403984,0.2922934
68,-0.13242726,-0.20617744,"('dependent', 'independent')",0.296301,0.116673514,-0.1675881,-0.18078205,-0.0012381,-0.0900953,0.0888572
85,0.11618787,-0.15933615,"('insignificant', 'prestigious')",-0.3343329,-0.7099177,0.21545663,-0.19788767,-0.0008961,-0.3557138,0.3548177
80,0.09844468,0.18685134,"('dominated', 'dominating')",-0.65416884,-0.3779766,-0.8294801,-0.709574,-0.4617348,-0.3002331,-0.1615017
15,-0.0706408,-0.0698039,"('boring', 'funny')",-0.8023614,-0.79211503,0.16133901,0.17404418,-0.2372211,-0.2292916,-0.0079295
37,-0.06260604,-0.036166728,"('fake', 'genuine')",-0.16660611,-0.11226298,0.58745843,0.75550824,0.1194154,0.2023595,-0.0829441
31,-0.05260454,-0.04104995,"('evil', 'good')",-0.8616542,-0.99510497,-1.2285033,-1.3438082,-0.7142541,-0.793321,0.0790669
51,0.0034758663,-0.26456898,"('uneducated', 'educated')",0.55139065,0.47558948,0.7602199,0.7153292,0.4383621,0.3087832,0.1295789
