,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
18,-0.24200076,0.21505594,"('disagreeable', 'welcoming')",0.35401875,0.63395876,-1.4009519,-1.3001924,-0.4296446,-0.1503926,-0.279252
43,0.2347213,-0.063219085,"('irresponsible', 'responsible')",-0.78618264,-0.69480485,0.8880007,0.4843164,0.1121798,-0.0912358,0.2034156
67,-0.23448333,-0.24178877,"('doubtful', 'determined')",-0.44215754,-0.3735483,-0.17481768,-0.13897091,-0.2838195,-0.251436,-0.0323835
79,-0.22068265,-0.065816715,"('wavering', 'unwavering')",-0.12421545,0.013238305,-0.89578295,-0.9939427,-0.4135604,-0.3488404,-0.06472
19,-0.21990614,-0.011408355,"('inhospitable', 'hospitable')",0.099424526,0.18805054,-0.53095037,-0.6129413,-0.217144,-0.145433,-0.071711
74,0.1970546,0.075004086,"('undedicated', 'dedicated')",0.051156826,-0.05390843,0.1675257,0.17844552,0.138579,0.0665137,0.0720653
30,-0.19499195,-0.24446899,"('intolerant', 'tolerant')",-0.80192846,-0.75865144,0.45708007,0.47100833,-0.1799468,-0.1773707,-0.0025761
49,0.17746243,0.4133451,"('unable', 'able')",-0.17187707,0.11029324,-0.8491989,-0.46160483,-0.2812045,0.0206778,-0.3018823
65,-0.16518508,-0.21372952,"('insecure', 'secure')",-0.5065393,-0.16510989,0.32569706,0.4671778,-0.1153424,0.0294461,-0.1447885
55,-0.1552152,-0.2708326,"('incompetent', 'clever')",-0.8098369,-0.47440875,0.42621467,0.67199963,-0.1796125,-0.0244139,-0.1551986
76,-0.15192732,-0.09001467,"('anxious', 'daring')",-1.3749943,-1.0614421,0.2970339,0.33805743,-0.4099626,-0.2711331,-0.1388295
27,0.13758293,0.12978731,"('hardhearted', 'softhearted')",-0.19656354,-0.10230585,0.16327658,0.024108667,0.0347653,0.0171967,0.0175686
28,-0.09224426,0.1253479,"('disloyal', 'loyal')",-0.6745396,-0.37397808,0.4976993,0.5443771,-0.0896949,0.0985823,-0.1882772
29,0.090510085,0.19293523,"('unfair', 'fair')",-0.6720934,-0.73893166,-1.0321897,-0.70617884,-0.5379244,-0.4173918,-0.1205326
7,0.075503856,0.031374194,"('insensitive', 'sensitive')",-0.4972158,-0.38896137,0.21926361,-0.12343361,-0.0674828,-0.1603403,0.0928575
78,-0.070043065,-0.0834198,"('nonresilient', 'resilient')",-0.19657175,-0.42332235,0.045233533,-0.17539139,-0.0737938,-0.2273778,0.153584
39,0.06737402,0.20713755,"('exploitative', 'cooperative')",0.14997853,0.47737494,0.4067605,0.7653737,0.2080377,0.4832954,-0.2752577
17,0.06147853,0.0664701,"('nasty', 'nice')",-0.09312807,0.13183787,-0.58261776,-0.32465142,-0.2047558,-0.0421145,-0.1626413
73,0.056639943,0.023481503,"('helpless', 'self-reliant')",0.07366513,-0.115701385,-2.938495,-3.2467198,-0.9360633,-1.1129799,0.1769166
47,0.055877022,-0.15658805,"('stupid', 'smart')",0.5363983,0.50795305,4.306053,4.3140745,1.6327761,1.5551465,0.0776296
25,0.033131223,0.37008536,"('egoistic', 'altruistic')",0.10678631,0.23008692,0.78779304,1.1209227,0.3092369,0.5736983,-0.2644614
60,-0.02108092,-0.47942874,"('inefficient', 'efficient')",-0.88081276,-0.95544875,0.6206952,0.20340702,-0.0937328,-0.4104902,0.3167574
