,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-0.80213517,-0.87499887,"('uninfluential', 'influential')",0.035550818,0.11790174,-0.3832922,-0.3785486,-0.0047436
87,0.79496586,0.8113892,"('unsuccessful', 'successful')",0.95722383,1.0088131,0.8760948,0.9101012,-0.0340064
23,0.7651364,0.57926995,"('insincere', 'sincere')",6.7268834,6.434135,3.7460098,3.5067024,0.2393074
72,-0.7391931,-0.47206682,"('unambitious', 'ambitious')",-0.64385045,-0.6647332,-0.6915218,-0.5684,-0.1231218
43,0.7339843,0.74406534,"('irresponsible', 'responsible')",1.0261596,1.0062219,0.880072,0.8751436,0.0049284
39,0.72262156,0.9082898,"('exploitative', 'cooperative')",-0.14441186,0.0072835106,0.2891048,0.4577866,-0.1686818
21,0.7196727,0.5785459,"('immoral', 'moral')",0.05373058,-0.10857233,0.3867016,0.2349868,0.1517148
22,0.69610584,0.6084627,"('untrustworthy', 'trustworthy')",-0.79531014,-0.8466945,-0.0496022,-0.1191159,0.0695137
66,-0.6897746,-0.5439033,"('inactive', 'active')",0.38688248,0.73990893,-0.151446,0.0980028,-0.2494488
47,0.6635471,0.6629639,"('stupid', 'smart')",5.8532753,5.7450337,3.2584112,3.2039988,0.0544124
45,0.66121495,0.4896012,"('incompetent', 'competent')",0.24374881,0.13104966,0.4524819,0.3103254,0.1421565
50,0.65464294,0.4501069,"('clumsy', 'skillful')",0.37604547,0.42712396,0.5153442,0.4386154,0.0767288
57,-0.64360726,-0.8118334,"('unimaginative', 'imaginative')",-2.5752568,-2.61872,-1.609432,-1.7152767,0.1058447
88,-0.63824743,-0.52141774,"('low', 'eminent')",0.45768985,0.43989775,-0.0902788,-0.04076,-0.0495188
37,-0.6152845,-0.745682,"('fake', 'genuine')",0.5190504,0.2652773,-0.048117,-0.2402024,0.1920854
34,0.54300946,0.6291341,"('mean', 'honorable')",6.252522,6.2084494,3.3977656,3.4187918,-0.0210262
30,0.52294546,0.7082601,"('intolerant', 'tolerant')",1.5714282,1.6933066,1.0471869,1.2007834,-0.1535965
67,0.51481706,0.6572717,"('doubtful', 'determined')",-0.68211454,-0.48164853,-0.0836487,0.0878116,-0.1714603
74,0.5132793,0.4617613,"('undedicated', 'dedicated')",-0.09457402,-0.05838054,0.2093526,0.2016904,0.0076622
76,0.5061029,0.42698115,"('anxious', 'daring')",0.6890644,0.58963203,0.5975837,0.5083066,0.0892771
69,0.5043463,0.55434364,"('lazy', 'industrious')",-0.6666462,-0.5014005,-0.0811499,0.0264716,-0.1076215
61,0.4502105,0.550544,"('illogical', 'logical')",0.15416299,0.29405117,0.3021868,0.4222976,-0.1201108
33,0.43763956,0.5159137,"('wrong', 'right')",-0.49645537,-0.503248,-0.0294079,0.0063329,-0.0357408
2,0.43195218,0.57996327,"('unlikable', 'likable')",0.5921695,0.7484739,0.5120609,0.6642185,-0.1521576
54,-0.43177983,-0.35657197,"('incapable', 'capable')",1.4713392,1.3920435,0.5197797,0.5177357,0.002044
70,0.42984343,0.2723621,"('lethargic', 'energetic')",1.3858126,1.0124849,0.907828,0.6424235,0.2654045
10,0.42250267,0.32960823,"('unsympathetic', 'sympathetic')",0.36692876,0.20290548,0.3947157,0.2662569,0.1284588
51,0.40235722,0.19012721,"('uneducated', 'educated')",0.76554596,0.85280544,0.5839516,0.5214663,0.0624853
84,0.3581089,0.50437117,"('inferior', 'superior')",0.67362434,0.855821,0.5158666,0.6800961,-0.1642295
14,0.29660654,0.36385906,"('antisocial', 'social')",-0.6016628,-0.5575707,-0.1525281,-0.0968558,-0.0556723
64,0.28828597,0.45170844,"('shy', 'confident')",-6.5692773,-6.3902674,-3.1404958,-2.9692795,-0.1712163
68,0.2855454,0.17967725,"('dependent', 'independent')",-0.1669846,-0.1587493,0.0592804,0.010464,0.0488164
20,-0.2844767,-0.37618375,"('rough', 'thoughtful')",0.95739293,1.1469574,0.3364581,0.3853868,-0.0489287
25,-0.23515739,-0.16612142,"('egoistic', 'altruistic')",0.9547217,1.13942,0.3597822,0.4866493,-0.1268671
0,0.21043265,0.21893558,"('unsociable', 'sociable')",-0.3885564,-0.20000017,-0.0890619,0.0094677,-0.0985296
15,-0.21032564,-0.019908227,"('boring', 'funny')",0.31028685,0.3288151,0.0499806,0.1544534,-0.1044728
40,-0.18762834,-0.18038385,"('stingy', 'generous')",-1.6909319,-1.6086318,-0.9392802,-0.8945078,-0.0447724
73,0.17537026,0.4075117,"('helpless', 'self-reliant')",-3.2516162,-3.1303196,-1.538123,-1.3614039,-0.1767191
59,0.16665918,0.36003363,"('foolish', 'wise')",0.20897327,0.3445835,0.1878162,0.3523086,-0.1644924
3,-0.16481635,-0.38928732,"('repellent', 'pleasant')",0.17630802,0.08319808,0.0057458,-0.1530446,0.1587904
82,-0.15646276,-0.2952685,"('poor', 'rich')",6.6366296,6.3623743,3.2400835,3.0335529,0.2065306
17,-0.15607277,-0.091464944,"('nasty', 'nice')",-0.6213671,-0.39717618,-0.3887199,-0.2443206,-0.1443993
16,-0.14716914,-0.22909379,"('unpopular', 'popular')",0.313772,0.4450283,0.0833014,0.1079673,-0.0246659
28,0.143723,0.117785275,"('disloyal', 'loyal')",0.9536305,0.9355693,0.5486767,0.5266773,0.0219994
77,0.14039645,-0.0712923,"('unmotivated', 'motivated')",-0.67235464,-0.7284696,-0.2659791,-0.3998809,0.1339018
24,0.12988025,0.43486083,"('dishonest', 'honest')",1.249618,1.274218,0.6897491,0.8545394,-0.1647903
9,-0.12284547,0.13911194,"('unaffectionate', 'caring')",1.4292656,1.5149684,0.65321,0.8270402,-0.1738302
58,0.10736442,0.18345061,"('undiscriminating', 'discriminating')",-0.18256086,-0.094786,-0.0375982,0.0443323,-0.0819305
44,-0.092825904,0.005508907,"('prejudiced', 'unprejudiced')",-1.5274072,-1.5178282,-0.8101165,-0.7561597,-0.0539568
83,0.08817425,0.2737059,"('powerless', 'powerful')",-1.0249524,-1.0139962,-0.4683891,-0.3701452,-0.0982439
4,-0.08214463,-0.1063493,"('disliked', 'liked')",-6.4946837,-6.3584,-3.2884142,-3.2323747,-0.0560395
27,0.0764885,0.12690137,"('hardhearted', 'softhearted')",1.6831378,1.6625323,0.8798131,0.8947169,-0.0149038
48,0.07275971,-0.1190993,"('unintelligent', 'intelligent')",1.1830862,1.3145654,0.627923,0.5977331,0.0301899
49,0.050857373,-0.029624328,"('unable', 'able')",0.34008738,0.2837437,0.1954724,0.1270597,0.0684127
41,0.046529427,0.30711317,"('unforgiving', 'forgiving')",-0.13204232,0.19353941,-0.0427564,0.2503263,-0.2930827
29,-0.038601488,0.02681625,"('unfair', 'fair')",-0.81649536,-0.564099,-0.4275484,-0.2686414,-0.158907
