,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,0.3941177,0.2195707,"('impolite', 'polite')",-0.81669515,-0.8908328,-0.2112887,-0.335631,0.1243423
64,0.38731048,0.41319314,"('shy', 'confident')",-5.963969,-5.825742,-2.7883294,-2.7062743,-0.0820551
37,0.3617624,0.38467252,"('fake', 'genuine')",0.031850964,-0.05124118,0.1968067,0.1667157,0.030091
87,0.3514327,0.21649298,"('unsuccessful', 'successful')",0.94034374,0.8812937,0.6458882,0.5488933,0.0969949
38,-0.3513954,-0.15453517,"('untruthful', 'truthful')",0.096332245,0.35770136,-0.1275316,0.1015831,-0.2291147
66,-0.34949908,-0.25305083,"('inactive', 'active')",-0.045315422,-0.08228731,-0.1974072,-0.1676691,-0.0297381
10,-0.34765482,-0.4042595,"('unsympathetic', 'sympathetic')",-0.74097943,-0.7543317,-0.5443171,-0.5792956,0.0349785
30,0.34759587,0.29512826,"('intolerant', 'tolerant')",0.7626922,0.84624946,0.5551441,0.5706888,-0.0155447
58,-0.34606487,-0.21213824,"('undiscriminating', 'discriminating')",0.13854402,0.016093917,-0.1037604,-0.0980222,-0.0057382
68,0.345578,0.25437325,"('dependent', 'independent')",-0.641113,-0.7407587,-0.1477675,-0.2431927,0.0954252
49,-0.341492,-0.321748,"('unable', 'able')",0.119090095,0.107000954,-0.111201,-0.1073735,-0.0038275
70,0.33315158,0.49882075,"('lethargic', 'energetic')",-0.16466291,-0.08485135,0.0842443,0.2069847,-0.1227404
47,-0.31722122,-0.198326,"('stupid', 'smart')",4.983826,5.136479,2.3333025,2.4690764,-0.1357739
29,-0.30027193,-0.32821673,"('unfair', 'fair')",-0.120864615,-0.2825894,-0.2105683,-0.3054031,0.0948348
3,-0.28701004,-0.14253874,"('repellent', 'pleasant')",0.49648124,0.50455904,0.1047356,0.1810102,-0.0762746
39,0.27883643,0.42751345,"('exploitative', 'cooperative')",-0.084956706,0.002409217,0.0969399,0.2149613,-0.1180214
69,-0.2736042,-0.101330906,"('lazy', 'industrious')",-0.37315762,-0.16548973,-0.3233809,-0.1334103,-0.1899706
75,-0.23180754,0.05960417,"('meek', 'impulsive')",-0.7194891,-0.69810224,-0.4756483,-0.319249,-0.1563993
17,-0.22686663,-0.3071687,"('nasty', 'nice')",-0.5359794,-0.5165625,-0.381423,-0.4118656,0.0304426
50,0.22062212,0.22938778,"('clumsy', 'skillful')",0.051973075,-0.11233035,0.1362976,0.0585287,0.0777689
12,-0.20763342,0.015043482,"('unsupportive', 'supportive')",-2.0513773,-1.9126496,-1.1295054,-0.9488031,-0.1807023
65,0.19820367,-0.025155611,"('insecure', 'secure')",-0.22186401,-0.22291252,-0.0118302,-0.1240341,0.1122039
11,0.18497235,0.19342192,"('unhelpful', 'helpful')",1.66724,1.7621061,0.9261062,0.977764,-0.0516578
59,0.16986912,0.23580125,"('foolish', 'wise')",0.31205094,0.43834516,0.24096,0.3370732,-0.0961132
7,-0.15929869,-0.10275942,"('insensitive', 'sensitive')",-0.0724692,0.06317474,-0.1158839,-0.0197923,-0.0960916
34,-0.13912018,-0.10795939,"('mean', 'honorable')",5.4475327,5.486367,2.6542063,2.689204,-0.0349977
22,0.13232364,0.026776979,"('untrustworthy', 'trustworthy')",-1.0265553,-1.1739851,-0.4471158,-0.573604,0.1264882
46,-0.12447743,0.054215956,"('uncompetitive', 'competitive')",-1.0621417,-1.0546266,-0.5933095,-0.5002053,-0.0931042
51,0.10691186,-0.11267413,"('uneducated', 'educated')",-0.018425912,-0.20276004,0.044243,-0.1577171,0.2019601
21,0.09670122,0.14799447,"('immoral', 'moral')",-0.56284016,-0.55510277,-0.2330695,-0.2035542,-0.0295153
23,0.09301634,0.10236691,"('insincere', 'sincere')",5.4000525,5.3734384,2.7465343,2.7379026,0.0086317
40,0.09266908,0.14485393,"('stingy', 'generous')",-1.8670592,-1.9753811,-0.8871951,-0.9152636,0.0280685
55,0.065576404,0.008350544,"('incompetent', 'clever')",0.12148382,0.065689765,0.0935301,0.0370202,0.0565099
24,-0.046937045,0.10135996,"('dishonest', 'honest')",0.3544904,0.46489185,0.1537767,0.2831259,-0.1293492
82,-0.041973874,0.09456701,"('poor', 'rich')",5.8226676,5.78684,2.8903468,2.9407034,-0.0503566
20,0.019580172,0.044238918,"('rough', 'thoughtful')",0.93571955,0.69287634,0.4776499,0.3685576,0.1090923
33,-0.0147637725,-0.10653657,"('wrong', 'right')",-0.58354783,-0.4942251,-0.2991558,-0.3003808,0.001225
