,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,male-female
44,0.31925482,0.16151209,"('prejudiced', 'unprejudiced')",-0.54659635,-0.67734945,-1.2302009,-1.2722301,-0.4858475,-0.5960225,0.110175
41,0.30214867,0.4606043,"('unforgiving', 'forgiving')",-1.317407,-1.1344682,0.40235525,0.7717411,-0.204301,0.0326257,-0.2369267
85,-0.28924632,0.13003646,"('insignificant', 'prestigious')",-0.44014058,-0.16180828,-0.1870057,-0.20322314,-0.3054642,-0.0783317,-0.2271325
82,-0.26900822,-0.80936813,"('poor', 'rich')",-0.20921375,-0.40021372,5.0623026,5.11085,1.5280269,1.3004227,0.2276042
4,-0.26786396,-0.71412116,"('disliked', 'liked')",0.54052633,0.23876354,-3.8576543,-4.7533755,-1.1949973,-1.742911,0.5479137
69,-0.2614048,0.3708428,"('lazy', 'industrious')",1.584872,1.7460546,0.13237023,-0.035102725,0.4852792,0.6939316,-0.2086524
45,0.26054263,-0.13522165,"('incompetent', 'competent')",0.5442444,0.22826949,1.3650857,1.3767524,0.7232909,0.4899334,0.2333575
1,0.25579974,-0.09377353,"('unfriendly', 'friendly')",-0.5185627,-0.49628556,2.0828767,1.818951,0.6067046,0.4096306,0.197074
27,-0.25390592,-0.4636411,"('hardhearted', 'softhearted')",-0.27348053,-0.36727977,0.48788023,0.64432496,-0.0131687,-0.0621986,0.0490299
25,0.23790058,0.20084915,"('egoistic', 'altruistic')",-0.1696254,0.015811644,0.75133276,0.751406,0.2732027,0.3226889,-0.0494862
0,0.2234411,0.11243981,"('unsociable', 'sociable')",-0.64880824,-0.65763205,-0.52808505,-0.39373463,-0.3178174,-0.3129756,-0.0048418
32,0.2102113,0.019983489,"('unkind', 'kind')",-0.6068816,-0.67440283,0.77497303,0.6566317,0.1261009,0.0007374,0.1253635
48,0.18782076,0.29200804,"('unintelligent', 'intelligent')",-0.15923515,-0.16786005,-0.33239314,-0.15856,-0.1012692,-0.0114707,-0.0897985
34,0.16624595,0.1371358,"('mean', 'honorable')",0.34225684,0.3618578,4.2887917,4.4714584,1.5990982,1.6568173,-0.0577191
79,0.1417666,0.26715255,"('wavering', 'unwavering')",-0.58633226,-0.6230888,0.15061826,-0.05125404,-0.0979825,-0.1357301,0.0377476
40,0.08986814,-0.00020120852,"('stingy', 'generous')",0.33244684,0.43059117,-1.391076,-1.600571,-0.3229203,-0.3900603,0.06714
49,0.07804623,-0.15223426,"('unable', 'able')",0.29276797,0.21345699,-0.63023657,-0.690437,-0.0864741,-0.2097381,0.123264
38,0.07300823,-0.41517028,"('untruthful', 'truthful')",-0.26197967,-0.5776494,0.8015805,0.43360135,0.204203,-0.1864061,0.3906091
22,-0.072000526,-0.6009781,"('untrustworthy', 'trustworthy')",-1.4986421,-1.4286425,-0.66612816,-0.54838145,-0.7455902,-0.859334,0.1137438
19,-0.07195413,-0.25871062,"('inhospitable', 'hospitable')",-1.038579,-1.0568349,-0.42438525,-0.547851,-0.5116394,-0.6211322,0.1094928
81,0.068953186,0.5111208,"('submissive', 'aggressive')",1.0841873,1.0729274,-0.70870143,-0.4508174,0.1481463,0.3777436,-0.2295973
53,0.057946533,-0.028873153,"('uncreative', 'creative')",-0.42474434,-0.32553288,1.1805711,0.9530301,0.2712578,0.1995414,0.0717164
58,0.036547683,-0.03835603,"('undiscriminating', 'discriminating')",0.57736063,0.57507384,0.9820737,0.82804507,0.531994,0.454921,0.077073
55,-0.022347689,-0.12625663,"('incompetent', 'clever')",-0.72700816,-0.585822,-0.2120088,0.2112103,-0.3204549,-0.1669561,-0.1534988
28,-0.010400234,-0.16680628,"('disloyal', 'loyal')",-0.0823837,-0.08712184,1.1838048,1.2507086,0.3636736,0.3322602,0.0314134
54,0.0072881337,-0.11618996,"('incapable', 'capable')",-0.36049092,-0.44637743,0.66732293,0.54274017,0.1047067,-0.0066091,0.1113158
30,-0.0003957823,0.22961156,"('intolerant', 'tolerant')",0.8554229,0.7324114,0.3245836,0.42194426,0.3932036,0.4613224,-0.0681188
