,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
18,0.25018632,0.6192391,"('disagreeable', 'welcoming')",0.6033753,0.6716552,-0.847552,-0.69499403,0.0020032,0.1986334,-0.1966302
37,-0.20570676,-0.1784602,"('fake', 'genuine')",-1.1099311,-1.1175737,0.42450643,0.384738,-0.2970438,-0.3037653,0.0067215
24,-0.20064929,0.042099778,"('dishonest', 'honest')",-1.0142946,-1.3887805,1.7463655,1.7483598,0.1771406,0.1338931,0.0432475
50,-0.1906724,-0.30277237,"('clumsy', 'skillful')",0.87417394,1.2669395,-0.0040526837,0.019597895,0.2264829,0.3279217,-0.1014388
7,-0.13377297,-0.01615746,"('insensitive', 'sensitive')",-0.6237666,-0.53246814,1.3291826,1.402175,0.1905477,0.2845165,-0.0939688
51,-0.12787636,-0.1294276,"('uneducated', 'educated')",-1.426572,-1.2238598,0.25166407,0.1850249,-0.4342614,-0.3894208,-0.0448406
40,0.12561414,0.25123563,"('stingy', 'generous')",0.05786304,0.0129836425,-2.7621691,-2.8543553,-0.859564,-0.8633787,0.0038147
55,0.11530349,0.090188414,"('incompetent', 'clever')",-2.0766273,-1.9871497,0.71855164,0.5735517,-0.4142574,-0.4411365,0.0268791
3,0.10746406,0.0033138306,"('repellent', 'pleasant')",-0.9610025,-1.038948,0.95318854,0.82467544,0.0332167,-0.0703196,0.1035363
47,0.10154887,0.016109135,"('stupid', 'smart')",0.2168433,0.36208767,6.3064504,6.262654,2.2082809,2.2136168,-0.0053359
68,-0.09715608,-0.3132273,"('dependent', 'independent')",-1.8860452,-1.8522335,-1.2423999,-1.4659758,-1.0752004,-1.2104789,0.1352785
14,-0.09286377,-0.041144237,"('antisocial', 'social')",-0.5746516,-0.31835136,0.45278278,0.4300304,-0.0715775,0.0235116,-0.0950891
69,-0.07575931,-0.21735007,"('lazy', 'industrious')",2.2350228,2.4024372,-1.8904554,-1.7944982,0.0896027,0.1301963,-0.0405936
75,0.07149,-0.06474748,"('meek', 'impulsive')",0.57398295,0.46122503,-0.7528509,-0.85427344,-0.0357926,-0.1525986,0.116806
39,0.07130537,0.3140788,"('exploitative', 'cooperative')",-0.009257378,0.018850118,0.5821168,0.5605162,0.2147216,0.297815,-0.0830934
35,0.07124835,-0.1023145,"('corrupt', 'incorrupt')",1.141931,1.2590003,-1.7654929,-1.5334517,-0.1841045,-0.1255886,-0.0585159
80,0.070953265,-0.054644678,"('dominated', 'dominating')",-1.6184154,-1.5237312,-0.35761982,-0.4461218,-0.6350273,-0.6748326,0.0398053
82,0.06566632,0.09134611,"('poor', 'rich')",-0.81168664,-0.85801226,6.849762,6.7817845,2.0345805,2.0050395,0.029541
70,-0.06006845,0.16107504,"('lethargic', 'energetic')",-1.5354089,-1.5810957,1.271487,1.2653316,-0.1079968,-0.051563,-0.0564338
60,0.05918183,0.2513184,"('inefficient', 'efficient')",-1.6841332,-1.7174748,1.6616046,1.4730799,0.0122178,0.0023078,0.00991
21,0.04270663,0.2894358,"('immoral', 'moral')",-0.91985756,-0.65199864,0.4584106,0.4631562,-0.1395801,0.0335311,-0.1731112
59,0.037768282,-0.14554445,"('foolish', 'wise')",1.3327392,1.3122877,0.055323213,0.24495122,0.4752769,0.4705648,0.0047121
17,-0.016770132,-0.055158224,"('nasty', 'nice')",0.7746157,1.0285404,-0.044898745,0.07250996,0.2376489,0.3486307,-0.1109818
56,-0.007359244,0.2748949,"('impractical', 'practical')",-0.6543557,-0.619688,0.8682558,0.86452866,0.0688469,0.1732452,-0.1043983
84,0.0023151804,-0.07237765,"('inferior', 'superior')",-1.2040826,-1.1985644,0.19882442,0.20054013,-0.3343143,-0.3568006,0.0224863
