,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
31,1.9127486,1.6551578,"('evil', 'good')",1.5990019,1.6021941,-0.4712807,-0.7371859,1.0134899,0.8400553,0.1734346
21,-1.9066056,-1.8304099,"('immoral', 'moral')",-0.014810957,0.20364887,-0.7656443,-0.58641016,-0.8956869,-0.7377237,-0.1579632
62,-1.8548485,-1.6616945,"('incompetent', 'brilliant')",-1.0142242,-0.70816493,-0.43470353,0.008285895,-1.1012588,-0.7871912,-0.3140676
43,-1.8296926,-1.6350359,"('irresponsible', 'responsible')",-1.2861364,-1.1412303,0.34788314,0.7019494,-0.9226486,-0.6914389,-0.2312097
30,-1.8037255,-1.558711,"('intolerant', 'tolerant')",-0.9974372,-0.9272875,-0.016795553,0.121437475,-0.9393195,-0.788187,-0.1511325
36,1.7809546,1.6342182,"('hostile', 'amicable')",2.083284,1.8386449,0.32709968,-0.06320892,1.3971127,1.1365515,0.2605612
82,-1.7335291,-1.443437,"('poor', 'rich')",-3.0518236,-2.760351,4.7550163,4.765737,-0.0101121,0.1873164,-0.1974285
5,1.716715,1.582787,"('distant', 'outgoing')",1.7942908,1.8788134,-0.10680799,-0.22467142,1.1347326,1.0789763,0.0557563
56,-1.6878573,-1.1374912,"('impractical', 'practical')",-0.31599987,0.17760986,-0.56787854,0.0017941482,-0.8572452,-0.3193624,-0.5378828
11,-1.6743462,-1.5413247,"('unhelpful', 'helpful')",-1.1162627,-0.92316365,1.5312238,1.8018762,-0.419795,-0.2208708,-0.1989242
23,-1.4762151,-1.1042776,"('insincere', 'sincere')",-1.2106793,-0.86349684,5.3014936,5.305013,0.8715331,1.1124129,-0.2408798
70,-1.4441509,-1.2545036,"('lethargic', 'energetic')",-0.0011296095,0.026055163,0.2943902,0.5185622,-0.3836301,-0.2366287,-0.1470014
45,-1.4267123,-1.3596942,"('incompetent', 'competent')",-0.71533346,-0.72643316,-0.786781,-0.6234247,-0.9762756,-0.903184,-0.0730916
6,1.4236342,1.2748575,"('distant', 'open')",1.8654089,1.9167917,0.4402585,0.2820841,1.2431005,1.1579111,0.0851894
71,1.4178421,1.5715706,"('diffident', 'self-confident')",2.0118666,2.0989563,1.0712299,1.0530453,1.5003128,1.5745241,-0.0742113
3,-1.4071383,-1.241058,"('repellent', 'pleasant')",-0.39250502,-0.21443094,0.31083876,0.4685884,-0.4962682,-0.3289668,-0.1673014
79,1.3958102,1.3746607,"('wavering', 'unwavering')",1.409537,1.4700629,-0.23033431,-0.41709566,0.8583376,0.8092093,0.0491283
86,-1.3701053,-1.3261728,"('uninfluential', 'influential')",0.31442657,0.31866518,-0.33474892,-0.24597369,-0.4634759,-0.4178271,-0.0456488
80,-1.3344609,-1.4302448,"('dominated', 'dominating')",-1.656634,-1.6086075,-0.9489733,-0.87032425,-1.3133561,-1.3030588,-0.0102973
76,-1.298832,-1.1102705,"('anxious', 'daring')",-1.1610819,-0.8374045,-0.43259084,-0.07130724,-0.9641682,-0.6729941,-0.2911741
63,-1.2968631,-1.2857063,"('unperceptive', 'insightful')",0.15711965,0.27693447,0.057162963,0.36074188,-0.3608601,-0.21601,-0.1448501
66,1.2838172,1.2502716,"('inactive', 'active')",0.6932384,0.87277323,0.77655953,0.67658406,0.9178717,0.9332096,-0.0153379
57,-1.271683,-1.0448308,"('unimaginative', 'imaginative')",0.68199927,0.89300466,-3.321703,-2.9162924,-1.3037956,-1.0227062,-0.2810894
47,-1.268513,-1.0822484,"('stupid', 'smart')",0.3690393,0.42343333,4.7581077,4.7764354,1.2862113,1.3725402,-0.0863289
19,1.1707376,1.2547088,"('inhospitable', 'hospitable')",1.118259,1.117339,-0.080188416,-0.16192141,0.7362694,0.7367088,-0.0004394
7,-1.1642851,-0.89117825,"('insensitive', 'sensitive')",-0.1612706,0.17066194,0.30645207,0.5143325,-0.3397012,-0.068728,-0.2709732
26,1.1032183,0.99520224,"('hardhearted', 'benevolent')",0.8443673,0.5116472,1.7509265,1.646602,1.2328374,1.0511505,0.1816869
59,1.0574296,0.8960211,"('foolish', 'wise')",1.6205068,1.4794109,0.43380752,0.30317247,1.037248,0.8928682,0.1443798
32,-1.0559174,-0.76958364,"('unkind', 'kind')",-0.32361716,-0.13984078,0.9314374,1.1262547,-0.1493657,0.0722768,-0.2216425
75,1.0402032,0.9169162,"('meek', 'impulsive')",0.20601779,0.1868861,-0.6683392,-0.74808496,0.1926273,0.1185725,0.0740548
52,0.99085176,0.80372655,"('irrational', 'rational')",1.2719612,0.9811277,0.6151008,0.20741136,0.9593047,0.6640885,0.2952162
15,0.9760911,0.94733614,"('boring', 'funny')",0.8077173,0.6973451,0.3688765,0.39789468,0.7175616,0.6808586,0.036703
72,-0.9153019,-0.90750057,"('unambitious', 'ambitious')",-0.29050428,-0.20305166,-0.1526272,0.0922342,-0.4528112,-0.3394393,-0.1133719
41,-0.90630686,-0.8510469,"('unforgiving', 'forgiving')",0.5314795,0.56496817,0.24863303,0.25087357,-0.0420648,-0.0117351,-0.0303297
51,-0.8941772,-0.7899849,"('uneducated', 'educated')",-0.6049223,-0.52400017,-0.23915051,-0.13238364,-0.5794167,-0.4821229,-0.0972938
18,0.8702579,0.85046756,"('disagreeable', 'welcoming')",-0.06785463,-0.11998113,-0.7060883,-0.86933917,0.032105,-0.0462842,0.0783892
16,0.8547928,0.73729813,"('unpopular', 'popular')",0.7651197,0.5952283,0.06174326,-0.1673128,0.5605519,0.3884045,0.1721474
27,0.81687224,0.60626346,"('hardhearted', 'softhearted')",0.49063405,0.33761305,1.2522699,0.9950255,0.8532588,0.6463007,0.2069581
25,0.7743214,0.6124176,"('egoistic', 'altruistic')",1.2412208,1.1033776,1.4543401,1.25418,1.1566275,0.9899917,0.1666358
73,0.76039547,0.9006972,"('helpless', 'self-reliant')",0.8896159,0.60487086,-3.0522804,-2.9766607,-0.467423,-0.4903642,0.0229412
54,0.7549635,0.9217879,"('incapable', 'capable')",1.1099405,1.1642443,1.1007073,1.058426,0.9885372,1.0481528,-0.0596156
49,-0.7527923,-0.5207596,"('unable', 'able')",-0.96305734,-0.9055053,-0.4913217,-0.41797024,-0.7357238,-0.6147451,-0.1209787
22,-0.748124,-0.73315746,"('untrustworthy', 'trustworthy')",-0.23825946,-0.14867814,-0.6517655,-0.4951731,-0.5460497,-0.4590029,-0.0870468
84,0.72846955,0.6603526,"('inferior', 'superior')",0.3802445,0.31230852,0.68832123,0.68979967,0.5990118,0.5541536,0.0448582
24,-0.7276184,-0.7719079,"('dishonest', 'honest')",-0.17014664,-0.0372397,1.001857,1.0863014,0.0346973,0.0923846,-0.0576873
39,-0.6986574,-0.3995667,"('exploitative', 'cooperative')",0.2301631,0.17275123,0.7781638,0.88341486,0.1032232,0.2188665,-0.1156433
29,0.6960635,0.6029433,"('unfair', 'fair')",-0.011620875,0.0077575855,-0.28045404,-0.43524474,0.1346629,0.0584854,0.0761775
4,0.6813778,0.5053254,"('disliked', 'liked')",1.6963487,1.4413427,-6.919929,-6.7992673,-1.5140675,-1.617533,0.1034655
50,0.65680516,0.70624083,"('clumsy', 'skillful')",0.4401558,0.43648496,-0.28670913,-0.38501012,0.270084,0.2525719,0.0175121
61,-0.6244917,-0.5887522,"('illogical', 'logical')",0.87670463,1.0244882,0.37682673,0.36868024,0.2096799,0.2681387,-0.0584588
42,0.5839408,0.70577645,"('unreliable', 'reliable')",1.2840128,1.328929,-2.4277854,-2.0776541,-0.1866106,-0.0143162,-0.1722944
17,0.52893907,0.39819625,"('nasty', 'nice')",0.7579211,0.6872887,-0.28519472,-0.40893906,0.3338885,0.2255153,0.1083732
67,0.51425564,0.35629305,"('doubtful', 'determined')",-0.08283483,-0.119498,-0.34531805,-0.28549406,0.0287009,-0.016233,0.0449339
53,0.4268149,0.6720132,"('uncreative', 'creative')",1.5871699,1.8623438,0.91112626,1.1331737,0.9750369,1.2225103,-0.2474734
58,0.41986102,0.49630773,"('undiscriminating', 'discriminating')",0.5031382,0.3286016,0.27323705,0.20086038,0.3987454,0.3419232,0.0568222
12,-0.33203158,-0.29886824,"('unsupportive', 'supportive')",1.5080615,1.6389507,-1.5344158,-1.3131738,-0.119462,0.0089695,-0.1284315
83,-0.30708146,-0.3279508,"('powerless', 'powerful')",0.16288826,0.13797176,-0.89205605,-0.8099055,-0.3454164,-0.3332949,-0.0121215
38,-0.2827403,-0.19991976,"('untruthful', 'truthful')",0.05736676,0.15454386,-0.15759356,-0.12063809,-0.1276557,-0.055338,-0.0723177
88,-0.27991885,-0.3259288,"('low', 'eminent')",-0.13700137,-0.0097031,-0.6623114,-0.6218715,-0.3597439,-0.3191678,-0.0405761
78,0.26674584,0.23825888,"('nonresilient', 'resilient')",0.23813222,0.31922224,-0.12243444,-0.13195324,0.1274812,0.1418426,-0.0143614
74,-0.21388012,-0.14356555,"('undedicated', 'dedicated')",1.2831234,1.4322056,0.18597274,0.36291927,0.4184053,0.5505198,-0.1321145
1,0.20089847,0.1629239,"('unfriendly', 'friendly')",1.3726505,1.3054247,1.6998802,1.5459399,1.0911431,1.0047628,0.0863803
37,0.18907046,0.36626917,"('fake', 'genuine')",0.47878778,0.60820645,0.19810088,0.19162753,0.288653,0.388701,-0.100048
20,-0.15297994,-0.2693841,"('rough', 'thoughtful')",0.3819569,0.2431502,0.6564938,0.56996226,0.2951569,0.1812428,0.1139141
68,0.14423238,0.11108366,"('dependent', 'independent')",-0.060470317,0.029589549,-1.3644389,-1.4455035,-0.4268923,-0.4349434,0.0080511
87,0.1242343,0.24045192,"('unsuccessful', 'successful')",0.5226371,0.57528746,0.031346787,0.09487845,0.2260727,0.3035393,-0.0774666
9,0.0935293,0.26812205,"('unaffectionate', 'caring')",1.7146292,1.6894603,1.7281041,1.6513959,1.1787542,1.2029928,-0.0242386
44,0.08283076,0.051451623,"('prejudiced', 'unprejudiced')",-0.86290324,-0.8633331,-1.3020475,-1.3872374,-0.69404,-0.7330396,0.0389996
2,0.07302967,0.03049441,"('unlikable', 'likable')",0.58809656,0.86006546,0.4286837,0.5658629,0.36327,0.4854743,-0.1222043
40,-0.060416307,-0.24618822,"('stingy', 'generous')",0.4199478,0.23762214,-2.000031,-2.1210353,-0.5468332,-0.7098672,0.163034
8,0.04162123,0.048408255,"('unaffectionate', 'affectionate')",1.1660603,0.8909954,1.0615745,0.9099728,0.7564187,0.6164588,0.1399599
64,0.0323916,-0.062310666,"('shy', 'confident')",-0.1924386,-0.023819618,-5.51465,-5.157644,-1.8915656,-1.7479246,-0.143641
34,0.007733318,0.08667248,"('mean', 'honorable')",0.15258369,0.10919432,5.106218,4.9627852,1.7555116,1.7195506,0.035961
