,snap_male,snap_female,tuple,on_male,on_female,inc_male,inc_female,average_male,average_female,male-female
82,-0.5518039,-0.2796041,"('poor', 'rich')",-0.33415836,-0.34734097,6.320908,6.5809164,1.8116487,1.9846571,-0.1730084
30,0.5233034,0.85634416,"('intolerant', 'tolerant')",-0.6647318,-0.6617084,1.0001298,1.3139895,0.2862338,0.5028751,-0.2166413
50,-0.5152726,-0.6587549,"('clumsy', 'skillful')",0.38819328,0.13160256,0.01407253,-0.24291125,-0.0376689,-0.2566878,0.2190189
4,-0.5051059,-0.7053545,"('disliked', 'liked')",-0.39591077,-0.31116495,-6.6190915,-6.85978,-2.5067027,-2.6254331,0.1187304
54,-0.50412124,-0.76867247,"('incapable', 'capable')",-0.5731751,-1.0421163,1.2088636,1.0832764,0.0438558,-0.2425041,0.2863599
63,0.48973876,0.6460395,"('unperceptive', 'insightful')",-1.0876906,-1.1317635,0.43402022,0.9478858,-0.0546439,0.1540539,-0.2086978
80,-0.48374608,0.27420726,"('dominated', 'dominating')",-1.2754848,-1.0713147,-2.2334404,-1.8280014,-1.3308904,-0.8750362,-0.4558542
10,-0.47692645,0.30044898,"('unsympathetic', 'sympathetic')",-1.4359647,-1.089308,-1.2599055,-0.6550213,-1.0575989,-0.4812934,-0.5763055
1,0.44319448,-0.05824235,"('unfriendly', 'friendly')",-0.9642295,-1.2551222,2.3490617,2.1282535,0.6093422,0.2716297,0.3377125
11,0.43717843,0.6595597,"('unhelpful', 'helpful')",-0.08436991,-0.104902744,1.5928918,1.890627,0.6485668,0.8150946,-0.1665278
31,-0.43033203,-1.0190798,"('evil', 'good')",-0.21886128,-0.311657,-0.44803518,-0.8228801,-0.3657428,-0.7178723,0.3521295
69,-0.4213413,-1.1673751,"('lazy', 'industrious')",-0.78473943,-1.0503174,-0.33913687,-0.93333924,-0.5150725,-1.0503438,0.5352713
28,-0.4187685,-0.37972158,"('disloyal', 'loyal')",-0.58720726,-0.6353086,1.1295501,0.98722184,0.0411915,-0.0092694,0.0504609
59,-0.39766347,-1.276026,"('foolish', 'wise')",0.21879122,-0.08341773,0.6209942,0.18291567,0.147374,-0.392176,0.53955
77,-0.38071826,-0.5137637,"('unmotivated', 'motivated')",-0.3413381,-0.5343977,-1.2465879,-1.4289167,-0.6562148,-0.8256927,0.1694779
32,0.37557736,0.4582174,"('unkind', 'kind')",-0.06771511,-0.15462252,0.69413453,0.7086977,0.3339989,0.3374309,-0.003432
25,-0.37458315,-0.9258962,"('egoistic', 'altruistic')",-0.46664086,-0.54006314,1.9175366,1.5587561,0.3587708,0.0309323,0.3278385
87,-0.3726235,-0.10900526,"('unsuccessful', 'successful')",-0.75802064,-0.6491455,0.1705815,0.0091575105,-0.3200209,-0.2496644,-0.0703565
6,0.34965378,-0.35882428,"('distant', 'open')",-0.09030874,-0.24785295,0.79976374,0.5507962,0.3530362,-0.018627,0.3716632
88,-0.34060737,-0.44211045,"('low', 'eminent')",-0.12451202,-0.25565836,0.28217155,0.25425306,-0.0609826,-0.1478386,0.086856
34,-0.33430243,-0.30133352,"('mean', 'honorable')",-0.5852973,-0.49248415,5.6986017,6.227419,1.5930007,1.8112005,-0.2181998
37,-0.31142285,0.3709389,"('fake', 'genuine')",-0.44719455,-0.10953443,0.30615306,0.4883142,-0.1508214,0.2499062,-0.4007276
2,-0.30652025,-0.44699317,"('unlikable', 'likable')",-0.5163903,-0.5467391,0.20005849,-0.08121568,-0.2076174,-0.358316,0.1506986
13,0.30447307,0.8878844,"('impolite', 'polite')",-0.5403803,-0.379282,-1.0245249,-0.61775804,-0.420144,-0.0363852,-0.3837588
78,-0.2929049,-0.197628,"('nonresilient', 'resilient')",-1.1844842,-1.171575,0.05882527,0.18122591,-0.4728546,-0.3959924,-0.0768622
18,-0.27472216,-0.8132985,"('disagreeable', 'welcoming')",-0.13593663,-0.3523368,-0.0104826875,-0.19300976,-0.1403805,-0.4528817,0.3125012
41,0.26979712,0.19556902,"('unforgiving', 'forgiving')",-1.0461962,-1.2427078,-0.41430297,-0.39289862,-0.3969007,-0.4800125,0.0831118
44,-0.23309794,-0.22049701,"('prejudiced', 'unprejudiced')",0.89696926,0.7929506,-0.9377942,-1.1634672,-0.0913076,-0.1970045,0.1056969
84,0.2169488,0.16569696,"('inferior', 'superior')",-0.46248156,-0.39019307,0.9087413,0.9440166,0.2210695,0.2398401,-0.0187706
76,-0.20756812,0.61565214,"('anxious', 'daring')",-0.67596203,-0.42865697,-0.3113138,0.11727069,-0.3982813,0.101422,-0.4997033
64,0.19950595,0.047171295,"('shy', 'confident')",0.3232673,0.28845695,-7.1566033,-7.4234705,-2.2112767,-2.3626142,0.1513375
33,0.17957512,-0.27042222,"('wrong', 'right')",-0.100400925,-0.11384239,-0.6884653,-0.8714571,-0.203097,-0.4185739,0.2154769
65,0.17698069,0.7086693,"('insecure', 'secure')",-0.557919,-0.31689286,-0.86560655,-0.415741,-0.4155149,-0.0079882,-0.4075267
74,0.16282192,0.25463134,"('undedicated', 'dedicated')",-0.89492035,-0.84404856,-0.0457302,-0.19610837,-0.2592762,-0.2618419,0.0025657
83,-0.16268009,-0.18502912,"('powerless', 'powerful')",-0.3424735,-0.3192401,-1.035546,-0.9536962,-0.5135665,-0.4859885,-0.027578
38,0.14697793,0.1467982,"('untruthful', 'truthful')",-0.3296224,-0.37544692,-0.07274437,0.12334499,-0.0851296,-0.0351012,-0.0500284
57,-0.14489855,0.052540835,"('unimaginative', 'imaginative')",-0.73448205,-0.806903,-2.6704729,-2.5125005,-1.1832844,-1.0889542,-0.0943302
24,0.13948777,0.5533687,"('dishonest', 'honest')",-0.29218447,0.02733887,0.30716616,0.8298347,0.0514898,0.4701807,-0.4186909
7,0.13830648,0.71113986,"('insensitive', 'sensitive')",-0.97640795,-0.71319705,0.11900967,0.79419714,-0.2396973,0.2640466,-0.5037439
26,-0.12062585,-0.57463145,"('hardhearted', 'benevolent')",-0.98807,-1.1335616,1.692219,1.6672989,0.1945077,-0.0136314,0.2081391
86,0.10996078,0.11250414,"('uninfluential', 'influential')",-0.7554052,-0.88602906,-0.26741278,-0.1861586,-0.3042857,-0.3198945,0.0156088
45,-0.10585763,0.63633156,"('incompetent', 'competent')",-1.223503,-0.887255,-0.84781975,-0.29897887,-0.7257268,-0.1833008,-0.542426
58,0.10514121,0.32322168,"('undiscriminating', 'discriminating')",-1.8859088,-1.693967,-0.22175705,0.029472616,-0.6675083,-0.4470909,-0.2204174
55,0.069545105,0.9379666,"('incompetent', 'clever')",-0.37144807,-0.28063032,-0.21053483,0.13652357,-0.1708126,0.2646199,-0.4354325
68,0.035726056,0.25458565,"('dependent', 'independent')",-0.366907,-0.36272782,-0.48494768,-0.33642367,-0.2720429,-0.1481886,-0.1238543
47,-0.0169932,0.4261525,"('stupid', 'smart')",0.32112855,0.415803,5.4888167,6.0682783,1.930984,2.3034113,-0.3724273
62,0.011396337,0.6710076,"('incompetent', 'brilliant')",-0.61221135,-0.37439883,-0.28309983,0.35597917,-0.2946383,0.2175293,-0.5121676
46,0.0020793565,0.5161047,"('uncompetitive', 'competitive')",0.035677858,0.19579643,-0.9395721,-0.62961465,-0.300605,0.0274288,-0.3280338
9,0.0019602105,-0.39107272,"('unaffectionate', 'caring')",-1.4201115,-1.5908502,1.4023421,1.3039744,-0.0052698,-0.2259829,0.2207131
