,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-0.30949,0.20142576,"('untrustworthy', 'trustworthy')",-0.7959019,-0.9617768,-0.5526959,-0.3801755,-0.1725204
58,-0.30167797,-0.38746226,"('undiscriminating', 'discriminating')",0.18018472,0.26579788,-0.0607466,-0.0608322,8.56e-05
51,-0.2864986,-0.14261149,"('uneducated', 'educated')",0.51170874,0.5100957,0.1126051,0.1837421,-0.071137
76,0.24646504,0.28283423,"('anxious', 'daring')",-0.4760418,-0.56725883,-0.1147884,-0.1422123,0.0274239
3,-0.24154893,-0.050687462,"('repellent', 'pleasant')",0.9066619,0.768171,0.3325565,0.3587418,-0.0261853
2,-0.24102214,-0.048241172,"('unlikable', 'likable')",0.26042694,0.33691555,0.0097024,0.1443372,-0.1346348
56,0.23287627,0.48500708,"('impractical', 'practical')",-0.544934,-0.76750785,-0.1560289,-0.1412504,-0.0147785
70,-0.22615913,0.34337857,"('lethargic', 'energetic')",0.17646532,0.1581238,-0.0248469,0.2507512,-0.2755981
29,0.22485083,-0.02489517,"('unfair', 'fair')",-0.3489499,-0.32887948,-0.0620495,-0.1768873,0.1148378
17,-0.22078702,-0.075665005,"('nasty', 'nice')",-0.7303895,-0.5905815,-0.4755883,-0.3331232,-0.1424651
87,0.21514304,0.38218752,"('unsuccessful', 'successful')",0.91603756,1.1013949,0.5655903,0.7417912,-0.1762009
15,-0.18288442,-0.3308397,"('boring', 'funny')",0.09197947,0.06413949,-0.0454525,-0.1333501,0.0878976
34,0.17829242,0.28408185,"('mean', 'honorable')",6.2673717,6.1366715,3.222832,3.2103767,0.0124553
14,0.16057913,0.4616364,"('antisocial', 'social')",-0.31385547,-0.5300869,-0.0766382,-0.0342252,-0.042413
68,0.15185502,0.105522096,"('dependent', 'independent')",-0.16128573,-0.14087209,-0.0047154,-0.017675,0.0129596
64,0.14972709,0.38734242,"('shy', 'confident')",-7.242091,-7.008006,-3.5461822,-3.3103318,-0.2358504
30,-0.13462533,0.41931176,"('intolerant', 'tolerant')",0.6816575,0.70765996,0.2735161,0.5634859,-0.2899698
59,0.12533401,-0.084644936,"('foolish', 'wise')",0.34290624,0.36662143,0.2341201,0.1409882,0.0931319
71,-0.11592967,-0.27943406,"('diffident', 'self-confident')",0.6869217,0.6692509,0.285496,0.1949084,0.0905876
83,-0.110161036,-0.15229675,"('powerless', 'powerful')",-0.9005077,-1.0279176,-0.5053344,-0.5901072,0.0847728
75,0.089295104,0.259763,"('meek', 'impulsive')",-0.9972028,-0.7201802,-0.4539539,-0.2302086,-0.2237453
25,-0.07171281,-0.33255392,"('egoistic', 'altruistic')",1.3559628,1.460635,0.642125,0.5640405,0.0780845
77,0.06575644,-0.009137617,"('unmotivated', 'motivated')",-1.2252243,-1.3532804,-0.5797339,-0.681209,0.1014751
62,0.062499583,0.5299945,"('incompetent', 'brilliant')",0.41556302,0.30501086,0.2390313,0.4175027,-0.1784714
33,0.045346983,-0.015912134,"('wrong', 'right')",-0.5137839,-0.53688383,-0.2342184,-0.276398,0.0421796
49,-0.039562624,-0.1617198,"('unable', 'able')",0.058349986,-0.1067266,0.0093937,-0.1342232,0.1436169
40,-0.032753356,0.21371934,"('stingy', 'generous')",-1.5802451,-1.4846673,-0.8064992,-0.635474,-0.1710252
11,-0.03141513,0.10708587,"('unhelpful', 'helpful')",1.8177567,1.6573123,0.8931708,0.882199,0.0109718
