,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
68,-0.97493565,-1.170803,"('dependent', 'independent')",-0.8660315,-1.1132603,-0.9204836,-1.1420317,0.2215481
63,0.9546947,0.71465755,"('unperceptive', 'insightful')",1.8317398,1.4591845,1.3932172,1.086921,0.3062962
7,0.9468247,1.1147183,"('insensitive', 'sensitive')",2.0319755,2.0994344,1.4894001,1.6070764,-0.1176763
78,-0.93586946,-1.0087221,"('nonresilient', 'resilient')",0.10511287,-0.14507006,-0.4153783,-0.5768961,0.1615178
32,0.9336801,0.4375736,"('unkind', 'kind')",1.3622648,1.3531705,1.1479725,0.895372,0.2526005
47,0.9277795,0.81416166,"('stupid', 'smart')",5.2998486,5.2242584,3.1138141,3.0192101,0.094604
38,0.8551312,0.51420933,"('untruthful', 'truthful')",0.747765,0.57324106,0.8014481,0.5437252,0.2577229
84,0.8228716,0.5632627,"('inferior', 'superior')",-0.4512319,-0.5672044,0.1858199,-0.0019709,0.1877908
24,0.8199672,0.64063245,"('dishonest', 'honest')",1.1739799,1.3678224,0.9969735,1.0042274,-0.0072539
65,0.7946344,0.5838424,"('insecure', 'secure')",1.4180067,1.1046276,1.1063205,0.844235,0.2620855
69,-0.79209954,-0.46780935,"('lazy', 'industrious')",-2.4375994,-2.3871536,-1.6148494,-1.4274815,-0.1873679
61,0.7566179,0.7770207,"('illogical', 'logical')",0.49201295,0.45912692,0.6243154,0.6180738,0.0062416
45,0.74903566,1.5475862,"('incompetent', 'competent')",0.68952745,0.8466101,0.7192816,1.1970981,-0.4778165
48,0.74067056,0.2522411,"('unintelligent', 'intelligent')",0.6477286,0.45544267,0.6941996,0.3538419,0.3403577
17,-0.7270252,-0.6329517,"('nasty', 'nice')",-0.9040663,-0.61506474,-0.8155458,-0.6240082,-0.1915376
42,0.7269499,0.9895741,"('unreliable', 'reliable')",-1.6763358,-1.6815989,-0.474693,-0.3460124,-0.1286806
40,0.7244083,0.773081,"('stingy', 'generous')",-2.2278845,-2.3198733,-0.7517381,-0.7733961,0.021658
51,0.7218329,0.32457623,"('uneducated', 'educated')",0.36448282,-0.08016425,0.5431578,0.122206,0.4209518
67,0.6997724,0.79602754,"('doubtful', 'determined')",-0.23427665,-0.14833781,0.2327479,0.3238449,-0.091097
46,0.68641686,1.0609208,"('uncompetitive', 'competitive')",1.1897326,0.9074139,0.9380747,0.9841673,-0.0460926
52,-0.6856889,-1.1141708,"('irrational', 'rational')",-1.7679474,-1.7599657,-1.2268182,-1.4370682,0.21025
83,0.68136156,1.0112878,"('powerless', 'powerful')",0.13073087,0.28642547,0.4060462,0.6488566,-0.2428104
25,-0.6577185,-1.1114247,"('egoistic', 'altruistic')",0.23945028,-0.11615692,-0.2091341,-0.6137908,0.4046567
27,-0.65424895,-0.6439241,"('hardhearted', 'softhearted')",-0.4321234,-0.55415523,-0.5431862,-0.5990397,0.0558535
33,0.5919499,0.60864514,"('wrong', 'right')",-0.5979388,-0.702427,-0.0029944,-0.0468909,0.0438965
88,-0.511888,-0.911706,"('low', 'eminent')",-0.07191478,-0.104107335,-0.2919014,-0.5079067,0.2160053
2,0.4973254,0.46825182,"('unlikable', 'likable')",0.06407091,0.123462945,0.2806982,0.2958574,-0.0151592
57,0.49121135,1.2390518,"('unimaginative', 'imaginative')",-2.2104554,-2.0796254,-0.859622,-0.4202868,-0.4393352
58,-0.49011594,0.061180364,"('undiscriminating', 'discriminating')",0.05207395,0.08296006,-0.219021,0.0720702,-0.2910912
9,-0.48714966,-0.38045177,"('unaffectionate', 'caring')",0.4971662,0.54211485,0.0050083,0.0808315,-0.0758232
71,-0.47982505,-0.17702949,"('diffident', 'self-confident')",0.22629763,0.37845504,-0.1267637,0.1007128,-0.2274765
49,-0.47077256,-0.6292543,"('unable', 'able')",-0.040032435,0.017346732,-0.2554025,-0.3059538,0.0505513
73,0.4621596,0.4435687,"('helpless', 'self-reliant')",-3.84504,-4.0002627,-1.6914402,-1.778347,0.0869068
34,0.42500845,-0.29805887,"('mean', 'honorable')",4.0526643,3.910489,2.2388363,1.806215,0.4326213
3,0.39626262,0.2979967,"('repellent', 'pleasant')",0.78653944,0.6239226,0.591401,0.4609596,0.1304414
80,0.38335618,0.6634674,"('dominated', 'dominating')",1.3215085,1.4730154,0.8524324,1.0682414,-0.215809
28,0.37375718,0.058844764,"('disloyal', 'loyal')",0.69669473,0.5421684,0.535226,0.3005066,0.2347194
4,-0.31643772,0.1929262,"('disliked', 'liked')",-7.223641,-7.147484,-3.7700393,-3.4772787,-0.2927606
44,-0.3150518,-0.01999807,"('prejudiced', 'unprejudiced')",-1.4306232,-1.1595962,-0.8728375,-0.5897971,-0.2830404
72,0.31300378,0.61468583,"('unambitious', 'ambitious')",0.17052817,0.196738,0.241766,0.4057119,-0.1639459
15,0.30343658,0.51160383,"('boring', 'funny')",0.067351885,0.44340518,0.1853942,0.4775045,-0.2921103
18,-0.2752253,-0.3878374,"('disagreeable', 'welcoming')",-1.1205978,-1.2188857,-0.6979116,-0.8033615,0.1054499
76,0.2607978,0.46435216,"('anxious', 'daring')",0.6580601,0.78025824,0.4594289,0.6223052,-0.1628763
64,-0.25930643,0.20398025,"('shy', 'confident')",-4.8776765,-4.5821323,-2.5684915,-2.1890759,-0.3794156
37,-0.24780145,0.07185419,"('fake', 'genuine')",0.021132557,0.16219816,-0.1133344,0.1170262,-0.2303606
59,-0.2427774,-0.13822165,"('foolish', 'wise')",-0.8140544,-0.8139615,-0.5284159,-0.4760916,-0.0523243
20,0.22625026,0.25764215,"('rough', 'thoughtful')",0.95542383,1.0340757,0.5908371,0.6458589,-0.0550218
53,-0.21109441,-0.39819548,"('uncreative', 'creative')",0.44021344,0.21043794,0.1145595,-0.0938788,0.2084383
86,0.14464454,0.20278034,"('uninfluential', 'influential')",0.7050863,0.621477,0.4248654,0.4121287,0.0127367
82,-0.099218376,-0.8511563,"('poor', 'rich')",5.785865,5.3583355,2.8433232,2.2535896,0.5897336
74,-0.088094264,-0.21822658,"('undedicated', 'dedicated')",0.0053375987,0.12879418,-0.0413783,-0.0447162,0.0033379
77,-0.067167655,0.058523536,"('unmotivated', 'motivated')",0.023982083,0.01980064,-0.0215928,0.0391621,-0.0607549
10,-0.059801184,-0.15857245,"('unsympathetic', 'sympathetic')",1.2168393,1.0034544,0.578519,0.422441,0.156078
87,0.018978305,0.28817818,"('unsuccessful', 'successful')",-0.05064881,-0.017263554,-0.0158353,0.1354573,-0.1512926
29,0.0019626617,0.3563503,"('unfair', 'fair')",-0.85047317,-0.89195085,-0.4242553,-0.2678003,-0.156455
