,akamai_male,akamai_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
80,-0.26917607,-0.4841097,"('dominated', 'dominating')",0.01857416,-0.29743123,-1.5574443,-1.6302705,-0.6026821,-0.8039371,0.201255
34,-0.26841262,-0.40006498,"('mean', 'honorable')",0.17202383,0.09779029,5.9015794,5.906848,1.9350635,1.8681911,0.0668724
30,-0.22756551,0.045531016,"('intolerant', 'tolerant')",1.836722,1.880462,1.0254859,1.2196312,0.8782141,1.0485414,-0.1703273
36,0.1611548,0.24724922,"('hostile', 'amicable')",-0.8968432,-0.78795516,0.71317923,0.60742587,-0.0075031,0.02224,-0.0297431
16,-0.15803337,-0.01291652,"('unpopular', 'popular')",-0.49348682,-0.25077432,0.52866507,0.62563163,-0.0409517,0.1206469,-0.1615986
20,0.14144793,0.15805343,"('rough', 'thoughtful')",0.8352599,0.88871133,0.86866546,1.0089309,0.6151244,0.6852318,-0.0701074
37,-0.12276849,-0.23499943,"('fake', 'genuine')",-0.15478344,-0.33218187,0.09954645,0.12174389,-0.0593352,-0.1484791,0.0891439
71,0.07394399,0.0523159,"('diffident', 'self-confident')",0.7284879,0.9061663,0.49165687,0.54236746,0.4313629,0.5002832,-0.0689203
54,0.031068718,0.05017861,"('incapable', 'capable')",0.19471349,0.296252,0.87098294,1.1199365,0.3655884,0.488789,-0.1232006
42,-0.011940666,0.14107151,"('unreliable', 'reliable')",-1.3777791,-1.3414774,-2.9338627,-2.8741148,-1.4411942,-1.3581735,-0.0830207
52,0.006206259,-0.009720016,"('irrational', 'rational')",-0.34116083,-0.41249666,0.35360637,0.30142465,0.0062173,-0.040264,0.0464813
18,0.003432002,0.22637416,"('disagreeable', 'welcoming')",0.141717,0.22819923,-0.2379634,-0.054588936,-0.0309381,0.1333281,-0.1642662
64,-0.0023770295,0.036728684,"('shy', 'confident')",-0.78199476,-0.8647168,-5.845534,-5.978862,-2.2099686,-2.26895,0.0589814
