,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,male-female
12,1.0043032,1.244078,"('unsupportive', 'supportive')",-0.0035893265,0.24837519,0.35549164,0.6731782,-2.053028,-2.060462,-0.1742056,0.0262923,-0.2004979
75,-0.9978607,-0.79427135,"('meek', 'impulsive')",0.73952824,0.9293331,0.5702729,0.6607754,-0.64843917,-0.45466936,-0.0841247,0.085292,-0.1694167
38,0.96579236,1.1112134,"('untruthful', 'truthful')",-0.29667175,0.08215817,0.4104449,0.6325318,0.15965764,0.46288252,0.3098058,0.5721965,-0.2623907
44,-0.9453019,-0.9594291,"('prejudiced', 'unprejudiced')",0.4853441,0.22935422,-0.721907,-0.88657004,-1.2160326,-1.2548379,-0.5994743,-0.7178707,0.1183964
78,0.9305361,1.1753801,"('nonresilient', 'resilient')",-0.7687602,-0.4422541,-0.4139904,-0.17511366,-0.41616735,-0.25221938,-0.1670955,0.0764482,-0.2435437
15,0.9212016,0.8440214,"('boring', 'funny')",0.431193,0.40158582,0.39676338,0.30628476,-0.10267886,-0.031495735,0.4116198,0.3800991,0.0315207
87,0.8860747,0.9933218,"('unsuccessful', 'successful')",-1.077752,-0.83904356,0.10180806,0.16680367,0.38542897,0.39247498,0.0738899,0.1783892,-0.1044993
39,0.8707585,0.83824563,"('exploitative', 'cooperative')",-0.22762129,-0.36162457,0.52475035,0.40459403,0.39808083,0.30451643,0.3914921,0.2964329,0.0950592
40,0.85214764,0.8824271,"('stingy', 'generous')",1.2921001,1.2404597,0.91060483,0.9737369,-2.0828438,-2.4367652,0.2430022,0.1649646,0.0780376
21,0.82560784,0.8512354,"('immoral', 'moral')",-0.9529096,-0.61183375,-0.4023284,-0.25622967,-0.62944293,-0.8016388,-0.2897683,-0.2046167,-0.0851516
50,-0.7951031,-0.8690413,"('clumsy', 'skillful')",0.8308301,0.71163064,0.23619187,0.08328012,0.36684713,0.25396842,0.1596915,0.0449595,0.114732
30,0.7619648,0.87130153,"('intolerant', 'tolerant')",0.63053435,0.97197056,0.105878256,0.23311858,0.53175944,0.5405397,0.5075342,0.6542326,-0.1466984
28,0.7431981,0.5036533,"('disloyal', 'loyal')",-0.9346052,-1.0446277,0.21461783,0.07815513,1.5565698,1.3217417,0.3949451,0.2147306,0.1802145
7,0.7244383,0.80512655,"('insensitive', 'sensitive')",-0.88714343,-0.55989206,-0.6600503,-0.5454508,0.58248055,0.5003388,-0.0600687,0.0500306,-0.1100993
8,0.71105886,0.37929282,"('unaffectionate', 'affectionate')",-0.011887737,-0.35851848,0.53620523,0.39795786,0.67780954,0.69631034,0.4782965,0.2787606,0.1995359
73,0.7078771,0.6139857,"('helpless', 'self-reliant')",2.0427139,1.804997,0.93446684,0.7595539,-3.4094956,-3.6178443,0.0688906,-0.1098269,0.1787175
5,0.69703853,0.57486224,"('distant', 'outgoing')",0.17124783,-0.11600794,0.8103224,0.72549057,-0.67055887,-0.38466397,0.2520125,0.1999202,0.0520923
88,-0.67366594,-0.5673597,"('low', 'eminent')",0.048830807,0.2548594,0.2641718,0.34057507,-0.05340974,-0.06803567,-0.1035183,-0.0099902,-0.0935281
57,-0.6542721,-0.56624717,"('unimaginative', 'imaginative')",-1.1976871,-1.1891115,-0.48401487,-0.5723511,-3.019304,-3.2340257,-1.3388195,-1.3904338,0.0516143
81,0.6394405,0.8527818,"('submissive', 'aggressive')",0.42891258,0.70708126,0.18216962,0.4954393,-0.5101238,-0.38784647,0.1850997,0.416864,-0.2317643
33,0.63885105,0.46959975,"('wrong', 'right')",0.62207985,0.43741667,1.1567043,1.1177799,-0.61808205,-0.6315783,0.4498883,0.3483045,0.1015838
43,0.62168264,0.80112934,"('irresponsible', 'responsible')",-1.0154451,-0.5483988,-0.89495426,-0.6995298,0.6044106,0.5760386,-0.1710766,0.0323098,-0.2033864
24,0.60847276,0.5151162,"('dishonest', 'honest')",-0.4947796,-0.36758658,0.25938097,0.41639316,1.1901745,1.1434841,0.3908122,0.4268517,-0.0360395
0,0.5977804,0.6980599,"('unsociable', 'sociable')",-1.5159087,-1.1875855,-1.1799064,-0.9678692,-0.7016471,-0.7448663,-0.6999204,-0.5505653,-0.1493551
47,0.59022516,0.6543622,"('stupid', 'smart')",-0.22992286,-0.05957547,-1.0820109,-1.0645857,5.5941577,5.8702173,1.2181122,1.3501046,-0.1319924
60,0.5838718,0.82851166,"('inefficient', 'efficient')",-1.1950585,-0.69551337,-0.61946106,-0.33098036,0.14600126,0.2665764,-0.2711616,0.0171486,-0.2883102
64,-0.53296113,-0.42942697,"('shy', 'confident')",0.64767575,0.8333073,0.40044594,0.6281156,-6.6155024,-6.749664,-1.5250854,-1.4294169,-0.0956685
20,-0.53002864,-0.3965747,"('rough', 'thoughtful')",-0.6407291,-0.46961755,-0.47149608,-0.5578399,0.9106926,0.79494256,-0.1828903,-0.1572724,-0.0256179
22,-0.51228505,-0.42697313,"('untrustworthy', 'trustworthy')",-0.3687543,-0.06382474,-0.18749838,-0.2202535,-0.73864233,-1.0404938,-0.451795,-0.4378863,-0.0139087
11,0.40431204,0.6914095,"('unhelpful', 'helpful')",-1.2265974,-0.8867416,-0.12686616,-0.024598168,2.5373065,2.5927532,0.3970388,0.5932057,-0.1961669
70,-0.40390652,-0.10731149,"('lethargic', 'energetic')",-0.0681336,0.29384202,-0.7708633,-0.5949243,0.71065855,0.6366961,-0.1330612,0.0570756,-0.1901368
6,0.3851698,0.19210672,"('distant', 'open')",-0.2739101,-0.63478744,1.1250875,0.9623552,-0.49289817,-0.33793098,0.1858623,0.0454359,0.1404264
4,-0.35563,-0.25967646,"('disliked', 'liked')",1.1333675,1.1586999,0.5073797,0.6254221,-7.3289614,-7.6508284,-1.5109611,-1.5315957,0.0206346
46,0.32872283,0.62443763,"('uncompetitive', 'competitive')",-1.5565199,-1.1010106,-1.4365445,-1.1593066,-1.0967128,-1.2352709,-0.9402636,-0.7177876,-0.222476
45,-0.31769663,-0.10674825,"('incompetent', 'competent')",-1.5542393,-1.1225004,-0.9329477,-0.77444744,-0.048392277,-0.30679592,-0.7133189,-0.577623,-0.1356959
85,0.30752483,-0.05710292,"('insignificant', 'prestigious')",0.43205744,-0.017208554,1.0837852,0.9085495,-0.7790054,-0.8530559,0.2610905,-0.0047045,0.265795
65,0.27793348,0.4227912,"('insecure', 'secure')",-0.29134473,-0.02335262,-0.29145148,-0.2535508,0.2024836,0.24068953,-0.0255948,0.0966443,-0.1222391
55,0.27743477,0.36741063,"('incompetent', 'clever')",-0.82617587,-0.42244333,-0.9314604,-0.73959917,0.35874975,0.07200755,-0.2803629,-0.1806561,-0.0997068
74,0.2760782,0.40725005,"('undedicated', 'dedicated')",-0.052801937,0.21665567,0.36499396,0.56528175,-0.21214876,-0.41551703,0.0940304,0.1934176,-0.0993872
48,-0.27444145,-0.17483415,"('unintelligent', 'intelligent')",-0.45241332,-0.276084,0.22681926,0.40137145,0.8601701,0.773273,0.0900337,0.1809316,-0.0908979
79,-0.2606621,-0.35525346,"('wavering', 'unwavering')",-0.08773801,-0.19570805,1.0422342,0.9016527,-0.37065995,-0.16334103,0.0807935,0.0468375,0.033956
66,0.2549651,0.10045316,"('inactive', 'active')",-0.44255555,-0.57803774,0.48491398,0.54582417,0.06643915,0.040331144,0.0909407,0.0271427,0.063798
16,-0.25034267,-0.1810689,"('unpopular', 'popular')",-0.47612545,-0.51661175,-0.47465777,-0.4894245,-0.09215367,-0.05551802,-0.3233199,-0.3106558,-0.0126641
10,-0.2424854,-0.13175128,"('unsympathetic', 'sympathetic')",-1.9905998,-1.6656414,-0.85074675,-0.60547614,0.054363877,0.09473098,-0.757367,-0.5770344,-0.1803326
86,-0.22263175,-0.15529041,"('uninfluential', 'influential')",-1.4713883,-1.1999224,0.25097495,0.46467182,-0.17872229,-0.3256533,-0.4054419,-0.3040486,-0.1013933
3,-0.20421395,-0.032958236,"('repellent', 'pleasant')",-1.1817714,-1.1209488,-1.0459409,-1.1313515,0.8813063,0.7216977,-0.387655,-0.3908902,0.0032352
27,0.17666727,0.17914271,"('hardhearted', 'softhearted')",-0.3751534,-0.29401797,0.53065896,0.5860764,1.0710559,1.0412492,0.3508072,0.3781126,-0.0273054
59,0.13842706,0.017277336,"('foolish', 'wise')",0.558916,0.46325356,1.0412635,0.9265525,0.11594238,0.21311289,0.4636372,0.4050491,0.0585881
18,-0.12503138,-0.27646178,"('disagreeable', 'welcoming')",1.2020789,1.1680949,1.3019267,1.3200841,-0.5364244,-0.65673494,0.4606375,0.3887455,0.071892
69,0.10385174,0.11006902,"('lazy', 'industrious')",0.7145284,0.586803,0.7562528,0.7432252,-1.1727761,-0.9847495,0.1004642,0.113837,-0.0133728
25,0.1012076,-0.14305049,"('egoistic', 'altruistic')",0.42367294,0.12245561,0.97606516,0.7523209,0.92684156,0.6884575,0.6069468,0.3550459,0.2519009
77,0.09314656,0.1871142,"('unmotivated', 'motivated')",-1.8938582,-1.6860547,-1.1522245,-1.0428979,-1.58028,-1.5238208,-1.133304,-1.0164148,-0.1168892
72,0.091502205,0.17657007,"('unambitious', 'ambitious')",0.008402828,0.28715876,0.5671351,0.8236572,0.1067304,0.39777818,0.1934426,0.4212911,-0.2278485
80,0.090246335,0.24996445,"('dominated', 'dominating')",-0.102934614,0.028576693,-0.5778384,-0.5967958,-0.64443344,-0.74974036,-0.30874,-0.2669988,-0.0417412
76,-0.08564453,0.025939822,"('anxious', 'daring')",0.34147072,0.446366,-0.27119702,-0.24836427,-0.044208445,-0.12426109,-0.0148948,0.0249201,-0.0398149
36,-0.073870555,-0.32270032,"('hostile', 'amicable')",-0.7244666,-1.0860392,0.3356052,0.14876671,-0.4966445,-0.5019493,-0.2398441,-0.4404805,0.2006364
53,-0.070087455,-0.22760911,"('uncreative', 'creative')",-1.23173,-1.3126552,0.18138342,0.0014999062,0.60274714,0.4500623,-0.1294217,-0.2721756,0.1427539
29,0.045492046,0.15604134,"('unfair', 'fair')",-0.6755911,-0.40282193,-0.9219508,-0.71917546,-0.36938983,-0.39916053,-0.4803599,-0.3412791,-0.1390808
17,-0.036841568,0.11058889,"('nasty', 'nice')",-0.14307529,-0.0070192292,0.048451792,0.10803174,-0.59819543,-0.46303105,-0.1824151,-0.0628574,-0.1195577
58,0.02981231,0.1006284,"('undiscriminating', 'discriminating')",0.10216136,0.17922592,-0.05129672,-0.028965928,0.05226202,0.0076248823,0.0332347,0.0646283,-0.0313936
19,-0.029215068,-0.19179863,"('inhospitable', 'hospitable')",-0.49380592,-0.5849266,0.6919138,0.69044507,-0.47688985,-0.3912847,-0.0769993,-0.1193912,0.0423919
82,0.021192748,0.18660519,"('poor', 'rich')",-0.99243325,-0.61979544,0.19998522,0.4052784,7.0354834,7.2438707,1.566057,1.8039898,-0.2379328
52,-0.01705087,-0.51155907,"('irrational', 'rational')",-0.9313397,-1.1914661,0.3728828,-0.078119725,-0.104410954,-0.15862447,-0.1699797,-0.4849423,0.3149626
67,0.01560308,-0.024237365,"('doubtful', 'determined')",0.594837,0.6699073,0.1643289,0.32657886,-0.40097865,-0.40899363,0.0934476,0.1408138,-0.0473662
84,0.014071055,0.068160534,"('inferior', 'superior')",-0.41705954,-0.0866173,-0.058912523,0.058912497,0.5769086,0.6425668,0.0287519,0.1707556,-0.1420037
51,0.013205914,0.25530964,"('uneducated', 'educated')",0.088137224,0.75675493,0.7604564,1.1620749,0.47125188,0.3535188,0.3332629,0.6319146,-0.2986517
49,-0.0019649677,0.30937907,"('unable', 'able')",-0.9929658,-0.5874237,-0.46553445,-0.3322369,-0.25486454,-0.13950752,-0.4288324,-0.1874472,-0.2413852
