,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
8,-0.57341707,-0.60551834,"('unaffectionate', 'affectionate')",-0.5661578,-0.5705366,0.85879743,0.8305366,-0.0935925,-0.1151728,0.0215803
87,-0.56425285,-0.5770902,"('unsuccessful', 'successful')",0.62600505,0.5827485,0.55540097,0.5034276,0.2057177,0.1696953,0.0360224
27,-0.5361603,-0.45649552,"('hardhearted', 'softhearted')",0.16710347,0.31273335,1.6336087,1.645849,0.4215173,0.5006956,-0.0791783
20,-0.48572734,-0.6511693,"('rough', 'thoughtful')",0.53214854,0.6437036,1.3258431,0.9982399,0.4574214,0.3302581,0.1271633
29,-0.48247966,-0.57022965,"('unfair', 'fair')",-0.4613673,-0.45968407,-0.3299809,-0.6168126,-0.4246093,-0.5489088,0.1242995
54,-0.47481483,-0.4112102,"('incapable', 'capable')",-1.0763173,-0.8011149,1.0696316,1.0132176,-0.1605002,-0.0663692,-0.094131
52,0.47303283,0.19760768,"('irrational', 'rational')",-0.47431993,-0.8986899,-0.04310728,-0.28917772,-0.0147981,-0.3300866,0.3152885
49,-0.42634234,-0.45787024,"('unable', 'able')",-1.00047,-0.88048416,-0.22151878,-0.20551029,-0.5494437,-0.5146215,-0.0348222
16,0.4010669,0.2136584,"('unpopular', 'popular')",-1.0800948,-1.2037339,0.3144669,0.018384546,-0.1215203,-0.323897,0.2023767
40,0.3830038,0.2682305,"('stingy', 'generous')",0.029789943,0.0007428378,-0.89819336,-1.0728433,-0.1617999,-0.2679567,0.1061568
74,-0.34250465,-0.28302696,"('undedicated', 'dedicated')",0.48098022,0.77260375,-0.07363417,0.06054543,0.0216138,0.1833741,-0.1617603
15,-0.33632693,-0.42323548,"('boring', 'funny')",-0.93819934,-1.0821444,0.20422848,0.14673482,-0.3567659,-0.4528817,0.0961158
32,-0.31192183,-0.43366405,"('unkind', 'kind')",0.27821508,0.3110333,0.9044438,1.0081201,0.2902457,0.2951631,-0.0049174
53,-0.2873184,-0.24259591,"('uncreative', 'creative')",0.94988716,1.2757941,0.90863204,0.8676984,0.5237336,0.6336322,-0.1098986
17,-0.25842443,-0.39329636,"('nasty', 'nice')",-1.3097711,-1.2590126,-0.6177451,-0.6917246,-0.7286468,-0.7813445,0.0526977
67,-0.2166577,-0.12557939,"('doubtful', 'determined')",-0.7479698,-0.58181596,-1.1562042,-1.0877619,-0.7069439,-0.5983857,-0.1085582
9,-0.21424535,-0.18016337,"('unaffectionate', 'caring')",0.20382652,0.23016036,1.2982612,1.4086156,0.4292808,0.4862042,-0.0569234
12,-0.20073369,-0.046657495,"('unsupportive', 'supportive')",0.40225714,0.79545164,-1.4120734,-1.210346,-0.4035167,-0.1538506,-0.2496661
61,-0.2005938,-0.28178608,"('illogical', 'logical')",1.4213759,1.3017668,0.0376214,-0.122167766,0.4194678,0.299271,0.1201968
78,-0.1862846,-0.027585257,"('nonresilient', 'resilient')",0.4844386,0.7826446,0.3777994,0.2903393,0.2253178,0.3484662,-0.1231484
34,-0.17950827,-0.18421376,"('mean', 'honorable')",0.25375044,0.47939256,5.380148,5.4793644,1.81813,1.9248478,-0.1067178
38,-0.16857305,-0.14235924,"('untruthful', 'truthful')",-0.21629518,-0.18604922,-0.15079254,0.06769322,-0.1785536,-0.0869051,-0.0916485
18,-0.16852865,-0.11241164,"('disagreeable', 'welcoming')",-0.26160085,-0.36985523,-0.098235495,-0.027234077,-0.1761217,-0.1698337,-0.006288
84,0.13961397,0.11346778,"('inferior', 'superior')",0.0031570457,0.049741022,0.8188451,0.80484027,0.3205387,0.322683,-0.0021443
66,0.12951732,0.18634215,"('inactive', 'active')",-0.87204313,-0.66017216,0.9205435,0.84204143,0.0593392,0.1227371,-0.0633979
26,-0.11972453,-0.2631071,"('hardhearted', 'benevolent')",-0.13180941,-0.35353944,1.8232362,1.6303611,0.5239007,0.3379049,0.1859958
77,-0.10535963,0.012237649,"('unmotivated', 'motivated')",1.0311066,1.2709484,-1.3132176,-1.3000667,-0.1291569,-0.0056269,-0.12353
83,-0.1006362,-0.07661453,"('powerless', 'powerful')",0.40300792,0.54378015,-1.0682496,-1.0694917,-0.2552926,-0.2007754,-0.0545172
2,-0.084136024,-0.15091604,"('unlikable', 'likable')",1.2262045,1.347683,0.42359743,0.51986897,0.5218887,0.5722119,-0.0503232
1,-0.07381077,-0.21968403,"('unfriendly', 'friendly')",0.7943313,0.53747773,1.9052522,1.7534829,0.8752576,0.6904256,0.184832
39,-0.058105364,-0.033291224,"('exploitative', 'cooperative')",1.1096593,1.0733011,0.4066964,0.4977855,0.4860835,0.5125984,-0.0265149
88,-0.054985642,-0.15737554,"('low', 'eminent')",0.0075922813,-0.2141069,0.05785335,0.07948741,0.0034867,-0.0973317,0.1008184
44,0.016854085,0.15439625,"('prejudiced', 'unprejudiced')",-0.47781944,-0.26487616,-1.3176874,-1.2850566,-0.5928843,-0.4651788,-0.1277055
