,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
21,-0.980334,-0.91445476,"('immoral', 'moral')",0.15117063,0.30087805,-0.85883087,-0.7925159,-0.5626647,-0.4686975,-0.0939672
7,-0.9616742,-0.7078518,"('insensitive', 'sensitive')",-0.13605165,0.12292559,0.5281732,0.607572,-0.1898509,0.0075486,-0.1973995
0,-0.95761603,-0.9170174,"('unsociable', 'sociable')",-0.28119823,-0.08972125,-0.57487273,-0.48904687,-0.6045623,-0.4985952,-0.1059671
76,-0.9374017,-0.7836079,"('anxious', 'daring')",0.6488922,0.89422584,0.10286107,0.19019541,-0.0618828,0.1002711,-0.1621539
51,-0.9056673,-0.9348272,"('uneducated', 'educated')",0.46832928,0.52574205,0.65089285,0.6600041,0.0711849,0.0836396,-0.0124547
26,0.89296854,0.7084415,"('hardhearted', 'benevolent')",1.2587032,1.2866832,1.7938262,1.7580893,1.315166,1.2510713,0.0640947
45,-0.8917892,-0.6695789,"('incompetent', 'competent')",-0.41788214,-0.13938153,-0.8121979,-0.6547243,-0.7072898,-0.4878949,-0.2193949
53,-0.8838127,-0.7565688,"('uncreative', 'creative')",-0.29860112,-0.044271227,0.700988,0.8906429,-0.1604753,0.0299343,-0.1904096
13,-0.8791843,-0.6207971,"('impolite', 'polite')",0.5122861,0.85231394,-0.38165265,-0.18051142,-0.2495169,0.0170018,-0.2665187
59,0.87277234,0.84656423,"('foolish', 'wise')",0.1619685,-0.01890416,0.57837105,0.52130204,0.537704,0.449654,0.08805
25,0.8663708,0.8471941,"('egoistic', 'altruistic')",0.45889512,0.58348525,1.3905132,1.4023982,0.9052597,0.9443591,-0.0390994
46,-0.82039845,-0.7204684,"('uncompetitive', 'competitive')",0.143217,0.4859386,-0.4659102,-0.25095436,-0.3810306,-0.1618281,-0.2192025
55,-0.8107476,-0.91258085,"('incompetent', 'clever')",-0.5966107,-0.41650048,-0.32627386,-0.23857434,-0.5778774,-0.5225519,-0.0553255
87,0.75615203,0.82993317,"('unsuccessful', 'successful')",1.158205,1.1876928,1.1422395,1.0421999,1.0188655,1.0199419,-0.0010764
73,0.7391255,0.7747538,"('helpless', 'self-reliant')",0.04379113,-0.02643963,-2.802221,-2.8309922,-0.6731015,-0.694226,0.0211245
23,-0.68643504,-0.50274813,"('insincere', 'sincere')",-0.17968963,0.10540186,4.823169,4.88325,1.3190149,1.4953012,-0.1762863
34,-0.6726285,-0.6419016,"('mean', 'honorable')",0.21073459,0.263687,5.5348907,5.4128647,1.6909989,1.6782166,0.0127823
17,0.6497166,0.80960816,"('nasty', 'nice')",-1.033763,-1.0456882,-0.4620612,-0.51479006,-0.2820359,-0.25029,-0.0317459
40,-0.6274087,-0.66480476,"('stingy', 'generous')",-0.19151044,-0.17253625,-1.4420972,-1.4566337,-0.7536721,-0.7646582,0.0109861
42,-0.6252904,-0.31510425,"('unreliable', 'reliable')",0.11705476,0.33250478,-2.904443,-2.7166536,-1.1375596,-0.899751,-0.2378086
52,0.59743536,0.32930017,"('irrational', 'rational')",-0.46851036,-0.8258857,0.39269716,0.09706691,0.1738741,-0.1331729,0.307047
48,-0.5883536,-0.77146554,"('unintelligent', 'intelligent')",-0.106234044,-0.17707296,0.36084792,0.27336603,-0.1112466,-0.2250575,0.1138109
22,-0.5858945,-0.5724941,"('untrustworthy', 'trustworthy')",-0.18199182,-0.16101529,-0.86992323,-0.869953,-0.5459365,-0.5344874,-0.0114491
68,-0.5764512,-0.72747767,"('dependent', 'independent')",0.2772845,0.2253587,-0.6565617,-0.69612724,-0.3185761,-0.3994154,0.0808393
56,-0.57522786,-0.2949785,"('impractical', 'practical')",0.8783203,1.195505,-0.22492756,0.040481877,0.026055,0.3136695,-0.2876145
28,-0.57347506,-0.51623595,"('disloyal', 'loyal')",-0.50744337,-0.31091523,0.43910846,0.48930255,-0.2139366,-0.1126162,-0.1013204
60,-0.5426287,-0.2769763,"('inefficient', 'efficient')",0.6691102,1.1155126,-0.2625727,0.16000186,-0.0453637,0.3328461,-0.3782098
32,-0.54065347,-0.37713695,"('unkind', 'kind')",-0.50410295,-0.37124872,0.67488843,0.7175916,-0.1232893,-0.0102647,-0.1130246
24,-0.51393485,-0.47498614,"('dishonest', 'honest')",-0.25472063,-0.08576452,0.34389883,0.3844599,-0.1415855,-0.0587636,-0.0828219
2,0.5017851,0.43761188,"('unlikable', 'likable')",1.337854,1.3973565,0.7604138,0.8541513,0.8666844,0.8963732,-0.0296888
30,-0.49994105,-0.4586508,"('intolerant', 'tolerant')",0.3718608,0.5582012,1.0558975,1.1187785,0.3092724,0.4061096,-0.0968372
5,0.49907404,0.70302147,"('distant', 'outgoing')",-0.5381935,-0.47255215,-0.34758618,-0.18284534,-0.1289019,0.0158747,-0.1447766
44,0.463809,0.3268811,"('prejudiced', 'unprejudiced')",0.51735044,0.41883922,-1.1283554,-1.1961373,-0.0490653,-0.150139,0.1010737
38,-0.4227713,-0.1545584,"('untruthful', 'truthful')",-0.6603118,-0.4355414,-0.24583426,-0.001421392,-0.4429725,-0.1971737,-0.2457988
84,0.42090538,0.47033706,"('inferior', 'superior')",0.53269005,0.5761602,0.9409194,1.0267769,0.6315049,0.6910914,-0.0595865
58,-0.40914142,-0.54633063,"('undiscriminating', 'discriminating')",0.25175655,0.2784391,0.089472346,0.135513,-0.0226375,-0.0441262,0.0214887
41,-0.39168155,-0.30837083,"('unforgiving', 'forgiving')",0.0746731,0.10734342,-0.0119090285,0.058961052,-0.1096392,-0.0473555,-0.0622837
12,-0.37365326,-0.15633391,"('unsupportive', 'supportive')",-0.082320064,0.19078612,-1.6485823,-1.3939346,-0.7015185,-0.4531608,-0.2483577
8,0.32622316,0.22161996,"('unaffectionate', 'affectionate')",-0.64690185,-0.7389251,0.14856419,0.024850514,-0.0573715,-0.1641515,0.10678
66,-0.31466138,-0.24840453,"('inactive', 'active')",1.0443417,0.96305263,1.099891,0.9981238,0.6098571,0.570924,0.0389331
29,-0.3111017,-0.28185087,"('unfair', 'fair')",-0.6834369,-0.74356717,-0.48350078,-0.5210511,-0.4926798,-0.5154897,0.0228099
79,-0.30810383,-0.2335195,"('wavering', 'unwavering')",-0.9095651,-0.95116997,-0.16830343,-0.21775,-0.4619908,-0.4674798,0.005489
18,0.2937021,0.2530021,"('disagreeable', 'welcoming')",0.897796,0.9292539,-0.44281474,-0.38514313,0.2495611,0.2657043,-0.0161432
78,-0.28911215,-0.23111327,"('nonresilient', 'resilient')",0.42864633,0.6009243,0.38590413,0.4400138,0.1751461,0.2699416,-0.0947955
88,-0.26505715,-0.3039153,"('low', 'eminent')",-0.17252356,-0.2346519,0.22347285,0.19291283,-0.0713693,-0.1152181,0.0438488
54,0.264827,0.19272187,"('incapable', 'capable')",0.25486815,0.28787768,1.0079483,0.97311026,0.5092145,0.4845699,0.0246446
11,-0.25834873,-0.15569016,"('unhelpful', 'helpful')",0.18613958,0.40647173,1.6533422,1.8232412,0.5270444,0.6913409,-0.1642965
31,0.24413095,0.1737743,"('evil', 'good')",-0.4668169,-0.7871109,-1.0586197,-1.154645,-0.4271019,-0.5893272,0.1622253
64,-0.22222817,-0.060992055,"('shy', 'confident')",0.2562869,0.3260161,-5.559193,-5.200412,-1.8417115,-1.6451292,-0.1965823
9,0.22075383,0.3202699,"('unaffectionate', 'caring')",-0.13475978,0.0040647015,0.6847183,0.68708575,0.2569041,0.3371401,-0.080236
1,-0.21984828,-0.12035773,"('unfriendly', 'friendly')",-0.17165148,-0.061013326,1.5390801,1.5798843,0.3825268,0.4661711,-0.0836443
15,0.20275307,0.24232009,"('boring', 'funny')",-0.11982744,-0.17245233,0.30147603,0.25139695,0.1281339,0.1070882,0.0210457
74,0.1964823,0.3348823,"('undedicated', 'dedicated')",0.29845485,0.5821262,0.29425782,0.50210816,0.263065,0.4730389,-0.2099739
83,0.194855,0.03469144,"('powerless', 'powerful')",0.084932655,0.1580365,-0.6850987,-0.6514095,-0.1351037,-0.1528939,0.0177902
67,0.19392386,0.23463112,"('doubtful', 'determined')",0.2944522,0.37151033,-0.6241414,-0.48744297,-0.0452551,0.0395662,-0.0848213
49,-0.18836263,-0.19273141,"('unable', 'able')",-0.3426716,-0.15462397,-0.36120343,-0.32526824,-0.2974126,-0.2242079,-0.0732047
27,0.18426278,0.3049522,"('hardhearted', 'softhearted')",-0.29388288,-0.22229758,0.9905957,0.87718654,0.2936585,0.319947,-0.0262885
37,0.18058315,0.15267745,"('fake', 'genuine')",-0.3803071,-0.4601888,0.15437862,0.07660976,-0.0151151,-0.0769672,0.0618521
61,-0.17169471,-0.11049639,"('illogical', 'logical')",-0.20973366,-0.072147645,0.2321783,0.2920481,-0.04975,0.036468,-0.086218
16,0.15736492,0.16655779,"('unpopular', 'popular')",0.021775797,-0.12529537,0.39414793,0.23288305,0.1910962,0.0913818,0.0997144
20,0.14811343,-0.22341673,"('rough', 'thoughtful')",0.7218391,0.61210525,1.2430229,1.1537817,0.7043251,0.5141567,0.1901684
62,-0.11015222,0.103993885,"('incompetent', 'brilliant')",0.44718158,0.8242654,-0.17741708,0.14333817,0.0532041,0.3571992,-0.3039951
36,-0.09002889,-0.295891,"('hostile', 'amicable')",-0.035529856,-0.39365563,0.3904035,0.10394689,0.0882816,-0.1951999,0.2834815
19,-0.08249562,-0.0093420595,"('inhospitable', 'hospitable')",-1.0377026,-0.97480446,-0.0501236,-0.079648346,-0.3901072,-0.3545983,-0.0355089
47,-0.077931605,-0.041241735,"('stupid', 'smart')",-0.109809205,-0.15632664,4.961318,4.775659,1.5911924,1.5260302,0.0651622
4,-0.07168317,0.10190389,"('disliked', 'liked')",-0.3350632,-0.41002223,-5.598933,-5.467795,-2.0018932,-1.9253044,-0.0765888
80,-0.06300473,-0.2244381,"('dominated', 'dominating')",0.34352827,0.39008257,-1.0687315,-1.1043186,-0.262736,-0.3128914,0.0501554
50,0.052291576,0.18282054,"('clumsy', 'skillful')",-0.31704146,-0.26583377,0.13338466,0.16630998,-0.0437884,0.0277656,-0.071554
6,0.04695028,0.15795448,"('distant', 'open')",-0.6676722,-0.65888524,0.19818503,0.231587,-0.1408456,-0.0897813,-0.0510643
75,-0.014114343,-0.025007062,"('meek', 'impulsive')",-0.05327695,-0.15889978,-0.43687704,-0.48402938,-0.1680894,-0.2226454,0.054556
