,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
12,0.3165158,0.3815089,"('unsupportive', 'supportive')",0.583212,0.28754723,0.18933034,0.11304553,-1.1384611,-1.0359006,-0.0123507,-0.0634497,0.051099
50,-0.30649146,-0.18119857,"('clumsy', 'skillful')",1.268375,1.2816583,0.34171626,0.3788883,0.043292485,0.08165642,0.3367231,0.3902511,-0.053528
9,0.28907984,0.451428,"('unaffectionate', 'caring')",-0.5402938,-0.6324433,-1.1826425,-1.1407542,1.01657,1.3591098,-0.1043216,0.0093351,-0.1136567
45,0.28717154,0.39607584,"('incompetent', 'competent')",0.38445145,0.24513587,0.04006999,0.14576787,0.3867587,0.42395929,0.2746129,0.3027347,-0.0281218
35,0.27983874,0.60943556,"('corrupt', 'incorrupt')",-1.1066333,-0.5085329,-0.15119517,0.22433048,-1.3720263,-0.9038498,-0.587504,-0.1446542,-0.4428498
10,0.24444056,0.13491775,"('unsympathetic', 'sympathetic')",0.29403925,-0.09963084,-0.20462105,-0.32323173,0.17649134,0.044160374,0.1275875,-0.0609461,0.1885336
7,0.24363664,0.15059575,"('insensitive', 'sensitive')",0.08045023,-0.28096673,0.016855568,-0.16100582,0.6227699,0.6413773,0.2409281,0.0875001,0.153428
77,-0.24001953,-0.5041306,"('unmotivated', 'motivated')",0.3882864,-0.08045173,-0.47500607,-0.7477693,-0.31830448,-0.80763257,-0.1612609,-0.534996,0.3737351
46,-0.23859234,-0.6164106,"('uncompetitive', 'competitive')",1.1274723,0.7813326,-0.23091374,-0.429457,-0.14788404,-0.54701537,0.1275205,-0.2028876,0.3304081
65,0.21979208,0.08281045,"('insecure', 'secure')",0.5735353,0.32149744,-0.16530946,-0.32652006,-0.14872828,-0.346842,0.1198224,-0.0672635,0.1870859
42,0.21321224,0.4176728,"('unreliable', 'reliable')",0.9748029,0.97930914,0.81124777,0.7302905,-2.1991124,-1.9990451,-0.0499624,0.0320568,-0.0820192
20,-0.21260534,-0.36256388,"('rough', 'thoughtful')",0.6641468,0.53022844,-0.42740896,-0.48609433,0.8623916,0.7393588,0.221631,0.1052323,0.1163987
13,0.21118754,0.10448216,"('impolite', 'polite')",0.30902046,0.15155056,0.138845,0.06613726,-0.6311302,-0.62720054,0.0069807,-0.0762576,0.0832383
2,0.20409027,0.24216083,"('unlikable', 'likable')",0.6977559,0.70309955,-0.121911414,-0.06510335,0.47178423,0.6705969,0.3129297,0.3876885,-0.0747588
26,0.17418137,0.6689866,"('hardhearted', 'benevolent')",0.755442,1.0651267,-0.5719757,-0.37934622,1.4423844,1.908741,0.450008,0.815877,-0.365869
76,0.16330872,0.09434877,"('anxious', 'daring')",1.8120023,1.5013096,0.0008250922,-0.06783535,-0.40246317,-0.5145828,0.3934182,0.2533101,0.1401081
68,-0.12711208,-0.31695688,"('dependent', 'independent')",-0.27984995,-0.61227834,-0.06360918,-0.30551204,-0.6159926,-1.1344464,-0.271641,-0.5922984,0.3206574
75,-0.10825198,-0.06321007,"('meek', 'impulsive')",-0.5106317,-0.3490646,0.29576227,0.4914296,-0.54142267,-0.34825015,-0.216136,-0.0672738,-0.1488622
79,0.10256642,0.35764912,"('wavering', 'unwavering')",-0.31245622,-0.09867595,-0.4193449,-0.14965264,-0.5483371,-0.32575423,-0.2943929,-0.0541084,-0.2402845
28,-0.08422141,0.010980539,"('disloyal', 'loyal')",-0.23239125,-0.45306975,-1.6166466,-1.5551987,0.53077537,0.56852716,-0.350621,-0.3571902,0.0065692
17,-0.07757069,0.11043723,"('nasty', 'nice')",0.18625894,0.3126223,-0.3885059,-0.32940415,-0.5893092,-0.5306468,-0.2172817,-0.1092479,-0.1080338
55,-0.07743345,-0.2824617,"('incompetent', 'clever')",1.0351676,0.60002846,-0.118253,-0.39222962,0.37150538,0.09161679,0.3027466,0.0042385,0.2985081
81,-0.061397556,-0.07332293,"('submissive', 'aggressive')",1.2150275,0.8917403,0.21081597,0.059182983,-0.24976256,-0.4409865,0.2786708,0.1091535,0.1695173
38,0.0492392,0.07644695,"('untruthful', 'truthful')",-1.2271019,-1.4194037,-0.5433734,-0.52210605,-0.056046464,0.20081057,-0.4443207,-0.4160631,-0.0282576
60,0.025897197,-0.097105466,"('inefficient', 'efficient')",1.2067729,0.58828086,0.54192156,0.28414425,0.22069865,-0.06760239,0.4988226,0.1769293,0.3218933
43,-0.009110611,-0.012110196,"('irresponsible', 'responsible')",0.05892043,-0.24224404,-0.11011915,-0.26814243,0.6214365,0.7685143,0.1402818,0.0615044,0.0787774
14,0.007823687,-0.076459214,"('antisocial', 'social')",1.2222568,1.1004077,0.16942073,0.166687,0.09226921,-0.07468623,0.3729426,0.2789873,0.0939553
72,0.006471092,-0.053220112,"('unambitious', 'ambitious')",-0.67996013,-0.84811866,-0.49440986,-0.50080866,-0.55167353,-0.45603433,-0.4298931,-0.4645454,0.0346523
