,linear_male,linear_female,tuple,technology_male,technology_female,corp_male,corp_female,average_male,average_female,male-female
18,-1.2752572,-1.0655048,"('disagreeable', 'welcoming')",-0.10798863,-0.09692444,-0.58571804,-0.7472099,-0.6563213,-0.6365464,-0.0197749
20,1.2288557,1.3727404,"('rough', 'thoughtful')",1.5132928,1.6559507,0.8402555,0.7062757,1.1941346,1.2449889,-0.0508543
31,-1.1939964,-1.8984561,"('evil', 'good')",-0.72711444,-1.240136,-1.5694177,-2.1971445,-1.1635095,-1.7785789,0.6150694
19,-1.1905868,-1.5068169,"('inhospitable', 'hospitable')",-1.1347872,-1.352681,-0.78803486,-0.9812185,-1.037803,-1.2802389,0.2424359
7,1.09993,1.2805344,"('insensitive', 'sensitive')",0.070731044,0.28420144,1.0588474,0.8121028,0.7431695,0.7922796,-0.0491101
48,1.0985963,1.3775376,"('unintelligent', 'intelligent')",1.7202481,1.8358479,1.1771839,1.1065196,1.3320094,1.4399684,-0.107959
36,-1.0443523,-1.6746906,"('hostile', 'amicable')",-0.84217405,-1.363224,-0.5674549,-1.1015344,-0.8179937,-1.3798164,0.5618227
4,-1.033035,-1.4172064,"('disliked', 'liked')",-0.3506571,-0.3525505,-6.686117,-7.2976227,-2.6899363,-3.02246,0.3325237
5,-1.029193,-1.5843389,"('distant', 'outgoing')",-1.3323294,-1.6333207,-1.2081057,-1.571181,-1.1898761,-1.5962801,0.406404
2,-0.9978206,-0.72476673,"('unlikable', 'likable')",0.101491176,0.09699797,0.74670434,0.77646565,-0.049875,0.0495656,-0.0994406
77,0.9867924,1.1877022,"('unmotivated', 'motivated')",1.0361931,1.3184075,-1.1307046,-0.786823,0.2974269,0.5730956,-0.2756687
23,0.96633154,1.2911143,"('insincere', 'sincere')",-0.82365286,-0.56785077,6.0742064,6.567459,2.072295,2.4302409,-0.3579459
82,-0.9336852,-0.47575688,"('poor', 'rich')",0.5892466,0.8715073,6.8484907,7.269316,2.1680174,2.5550222,-0.3870048
22,-0.90950525,-0.68234414,"('untrustworthy', 'trustworthy')",-0.38255855,-0.34886682,-0.54080975,-0.56638646,-0.6109579,-0.5325325,-0.0784254
66,-0.9075397,-1.1950867,"('inactive', 'active')",-0.72607625,-0.898451,0.69207263,0.26253748,-0.3138478,-0.6103334,0.2964856
8,-0.90029055,-1.2535362,"('unaffectionate', 'affectionate')",-0.43424445,-0.77880013,0.42107916,-0.03785643,-0.3044853,-0.6900642,0.3855789
17,-0.8936806,-0.9346964,"('nasty', 'nice')",-0.64360636,-0.55810153,-0.83125556,-0.69916815,-0.7895142,-0.7306554,-0.0588588
50,-0.81893206,-0.96443284,"('clumsy', 'skillful')",0.066258416,0.22844811,0.24838197,0.1987449,-0.1680972,-0.1790799,0.0109827
85,-0.7954796,-1.5880014,"('insignificant', 'prestigious')",-0.008151703,-0.4481929,-1.068941,-1.7077838,-0.6241908,-1.2479927,0.6238019
47,-0.7561581,-0.5587251,"('stupid', 'smart')",0.4044003,0.64168817,5.2992625,5.7036524,1.6491682,1.9288718,-0.2797036
26,0.74597275,0.6501713,"('hardhearted', 'benevolent')",0.4271161,0.25080037,1.7750471,1.1611317,0.982712,0.6873678,0.2953442
37,0.7305735,0.72951835,"('fake', 'genuine')",-0.55408895,-0.6700876,0.2908701,0.19683594,0.1557849,0.0854222,0.0703627
58,0.6677165,0.40143836,"('undiscriminating', 'discriminating')",0.98061556,0.771854,0.23490751,-0.049588703,0.6277465,0.3745679,0.2531786
14,0.6625784,1.1781079,"('antisocial', 'social')",1.7111119,2.0375545,0.20727709,0.56328005,0.8603225,1.2596475,-0.399325
71,0.6572716,0.42283127,"('diffident', 'self-confident')",0.29814932,0.4187016,0.17677498,0.022995226,0.3773986,0.288176,0.0892226
15,0.6190653,0.46493545,"('boring', 'funny')",-0.439353,-0.5338038,-0.15657036,-0.08606161,0.007714,-0.0516433,0.0593573
35,-0.5994252,-1.248046,"('corrupt', 'incorrupt')",-1.0824236,-1.3569003,-1.4512157,-1.7012568,-1.0443548,-1.435401,0.3910462
33,0.5789491,0.1146068,"('wrong', 'right')",0.12584895,-0.2596508,-1.1451606,-1.3033541,-0.1467875,-0.4827994,0.3360119
13,-0.56806225,-0.100774735,"('impolite', 'polite')",0.0028378777,0.12158376,-0.18271771,0.055035755,-0.249314,0.0252816,-0.2745956
9,0.54477215,0.306903,"('unaffectionate', 'caring')",-0.618844,-0.96930563,1.2175828,0.7903382,0.3811704,0.0426452,0.3385252
32,-0.54158735,-0.4535753,"('unkind', 'kind')",-0.5740958,-0.36411914,1.4578247,1.3862168,0.1140472,0.1895074,-0.0754602
1,-0.5369169,-0.9759694,"('unfriendly', 'friendly')",-0.518859,-0.92370623,1.2228836,0.5822361,0.0557026,-0.4391465,0.4948491
73,0.53101915,0.4466796,"('helpless', 'self-reliant')",0.9467033,0.8293619,-3.6792686,-3.8727443,-0.7338487,-0.8655676,0.1317189
74,0.5128653,0.6606236,"('undedicated', 'dedicated')",-0.08510846,0.09515568,-0.2144956,-0.30718997,0.0710871,0.1495298,-0.0784427
51,-0.49655825,-0.18485454,"('uneducated', 'educated')",0.59731567,0.76702636,0.8779506,0.9147949,0.326236,0.4989889,-0.1727529
55,0.4797315,1.1353873,"('incompetent', 'clever')",0.970991,1.2555156,1.0223247,1.2771007,0.8243491,1.2226679,-0.3983188
53,-0.46960714,-0.47623253,"('uncreative', 'creative')",0.22906052,0.22262277,0.92271155,0.6706593,0.2273883,0.1390165,0.0883718
34,-0.459673,-0.3662464,"('mean', 'honorable')",-0.48024553,-0.31517735,5.5871024,5.898652,1.5490613,1.7390761,-0.1900148
59,-0.44214627,-0.88545656,"('foolish', 'wise')",-0.2989316,-0.53698736,-0.40737084,-0.70405257,-0.3828162,-0.7088321,0.3260159
10,0.43877152,0.8206919,"('unsympathetic', 'sympathetic')",-0.46033782,-0.27209073,0.34821963,0.5221373,0.1088844,0.3569128,-0.2480284
80,0.42994002,0.92896396,"('dominated', 'dominating')",0.37888563,0.58367884,-0.035650626,0.35433736,0.257725,0.6223267,-0.3646017
27,-0.41161352,-0.66467786,"('hardhearted', 'softhearted')",-0.55958396,-0.763774,1.0798318,0.78624433,0.0362115,-0.2140691,0.2502806
43,0.40465105,0.7010967,"('irresponsible', 'responsible')",-1.0147207,-0.6454964,0.65069664,0.7823178,0.0135423,0.279306,-0.2657637
0,-0.3583493,0.011313293,"('unsociable', 'sociable')",-0.14282128,0.027524877,0.2560881,0.3163299,-0.0816942,0.1183894,-0.2000836
76,0.35684863,0.7548548,"('anxious', 'daring')",0.08085501,0.5289412,0.29878792,0.8064066,0.2454972,0.6967343,-0.4512371
38,-0.3182379,-0.39946163,"('untruthful', 'truthful')",-1.0146271,-1.0765343,-0.18809001,-0.29562026,-0.506985,-0.5905387,0.0835537
62,0.30446142,1.020595,"('incompetent', 'brilliant')",0.7098774,1.1548961,0.54141057,1.0739509,0.5185831,1.0831474,-0.5645643
81,0.30056608,0.9425381,"('submissive', 'aggressive')",1.2105974,1.7245371,0.06833534,0.6626415,0.5264996,1.1099056,-0.583406
49,-0.29331902,-0.1258011,"('unable', 'able')",0.52080977,0.74605066,-0.06419374,0.46784264,0.0544323,0.3626974,-0.3082651
11,0.277826,0.6390488,"('unhelpful', 'helpful')",0.5827312,0.83735466,2.4188101,2.598184,1.0931225,1.3581959,-0.2650734
21,0.27204132,0.72027576,"('immoral', 'moral')",0.9591245,1.2944852,-0.072421044,0.48362416,0.3862483,0.8327951,-0.4465468
68,0.25102285,0.18896201,"('dependent', 'independent')",-0.14462776,-0.08011447,-0.7085006,-0.8574534,-0.2007019,-0.2495353,0.0488334
3,0.24397327,0.4030186,"('repellent', 'pleasant')",0.4482098,0.59565985,1.4373713,1.4041761,0.7098514,0.8009515,-0.0911001
57,-0.23853587,-0.05494023,"('unimaginative', 'imaginative')",0.60839427,0.6307206,-2.3240507,-2.5838964,-0.6513974,-0.669372,0.0179746
46,0.2347237,0.65826666,"('uncompetitive', 'competitive')",0.26151899,0.55634975,-0.08826765,0.13941556,0.1359917,0.451344,-0.3153523
28,0.22212817,0.28142115,"('disloyal', 'loyal')",-0.10755967,0.13104874,1.4895024,1.6151817,0.5346903,0.6758838,-0.1411935
41,-0.20634219,-0.081273645,"('unforgiving', 'forgiving')",-0.88732433,-1.0908601,0.19362842,0.09481846,-0.3000127,-0.3591051,0.0590924
29,0.1928837,-0.15484557,"('unfair', 'fair')",-1.0931127,-1.1977735,-0.41501537,-0.6261358,-0.4384148,-0.659585,0.2211702
42,-0.1911577,-0.064536706,"('unreliable', 'reliable')",-1.3657231,-0.966203,-2.4782212,-2.3733304,-1.345034,-1.13469,-0.210344
78,-0.19078979,-0.20660466,"('nonresilient', 'resilient')",1.0669663,1.3085713,0.061601274,0.15236929,0.3125926,0.418112,-0.1055194
72,-0.17227282,0.20591646,"('unambitious', 'ambitious')",-0.32824895,-0.23764029,-0.21087876,0.06286043,-0.2371335,0.0103789,-0.2475124
86,-0.13296124,0.0926875,"('uninfluential', 'influential')",0.06495005,-0.065507144,-0.031347636,-0.054169744,-0.0331196,-0.0089965,-0.0241231
40,-0.119609535,-0.10323715,"('stingy', 'generous')",0.05959127,-0.11149485,-1.6471684,-2.4608793,-0.5690622,-0.8918704,0.3228082
25,0.10110616,-0.25517216,"('egoistic', 'altruistic')",-0.31517047,-0.5839505,0.56909025,0.43442112,0.118342,-0.1349005,0.2532425
83,-0.09818135,0.023253806,"('powerless', 'powerful')",0.33533508,0.45196524,-1.2786248,-0.72329164,-0.347157,-0.0826909,-0.2644661
45,0.08572451,0.33959916,"('incompetent', 'competent')",-0.62208235,-0.435044,0.32615936,0.40708187,-0.0700662,0.103879,-0.1739452
88,0.08378686,0.05106336,"('low', 'eminent')",0.11669227,0.18847965,-0.16891511,-0.17129818,0.0105213,0.0227483,-0.012227
52,-0.08016861,-0.62936795,"('irrational', 'rational')",-0.71793693,-1.201936,-0.37920728,-0.7157526,-0.3924376,-0.8490189,0.4565813
24,0.069981635,0.15430805,"('dishonest', 'honest')",-1.7927996,-1.843745,1.0084659,0.7676667,-0.2381173,-0.3072567,0.0691394
70,0.055325605,0.35657826,"('lethargic', 'energetic')",-0.48114803,-0.2730003,0.863623,1.013902,0.1459335,0.3658266,-0.2198931
63,-0.055278134,-0.027444623,"('unperceptive', 'insightful')",0.10815162,0.1829123,0.88112473,0.8333017,0.3113327,0.3295898,-0.0182571
87,0.047050934,0.31191748,"('unsuccessful', 'successful')",0.8100537,0.87574947,1.0214807,1.1291422,0.6261951,0.7722697,-0.1460746
65,0.033185594,0.6334789,"('insecure', 'secure')",-0.1731928,0.093972646,0.3642175,0.93142915,0.0747368,0.5529602,-0.4782234
69,0.02042026,-0.49816117,"('lazy', 'industrious')",0.41851085,0.24566267,-1.2407415,-1.7111299,-0.2672701,-0.6545428,0.3872727
12,-0.012835756,0.13027564,"('unsupportive', 'supportive')",0.124231346,0.14061975,-1.5595329,-1.9597316,-0.4827124,-0.5629454,0.080233
