,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
82,-1.1961758,-1.162349,"('poor', 'rich')",-2.0543878,-1.9632945,-3.1362135,-2.963837,6.1802526,6.3347425,-0.0516311,0.0613155,-0.1129466
75,1.1604209,1.2694987,"('meek', 'impulsive')",-0.090105124,-0.05830626,0.119750515,-0.037937447,-0.90695494,-0.69974685,0.0707778,0.1183771,-0.0475993
79,0.9536046,0.97396207,"('wavering', 'unwavering')",1.3236096,1.2512873,1.0689931,0.78436685,-0.34678775,-0.4281168,0.7498549,0.6453748,0.1044801
47,-0.915852,-0.8138628,"('stupid', 'smart')",-0.6700747,-0.40457654,-0.49929172,-0.2805616,5.061991,5.2926283,0.7441932,0.9484068,-0.2042136
51,-0.91497177,-1.3040924,"('uneducated', 'educated')",-0.63931394,-0.7497739,-1.3537467,-1.1325943,1.2643275,0.9909542,-0.4109262,-0.5488766,0.1379504
88,-0.8934927,-1.0568703,"('low', 'eminent')",-0.8667942,-0.82696146,-1.650326,-1.664149,-0.59920603,-0.61291474,-1.0024548,-1.0402238,0.037769
59,0.80039775,0.8988044,"('foolish', 'wise')",0.57324004,0.45542622,0.3453797,0.16928639,-0.7104223,-0.49009028,0.2521488,0.2583567,-0.0062079
74,-0.769078,-0.7612731,"('undedicated', 'dedicated')",-0.5580328,-0.44385386,0.9830006,1.1460822,0.8994489,0.6990137,0.1388347,0.1599922,-0.0211575
58,-0.7623579,-0.67638695,"('undiscriminating', 'discriminating')",-0.17883676,-0.02373562,0.13319784,0.18851465,0.5992695,0.32329595,-0.0521818,-0.047078,-0.0051038
50,0.73753023,0.57943386,"('clumsy', 'skillful')",1.4412314,1.3036895,-0.5973789,-0.7803557,0.31150192,0.14627725,0.4732211,0.3122612,0.1609599
4,0.7287108,0.88646966,"('disliked', 'liked')",1.272308,1.3005264,1.3380154,0.9857873,-7.028335,-6.900477,-0.9223253,-0.9319234,0.0095981
16,0.71361953,0.7388106,"('unpopular', 'popular')",0.62949425,0.6203654,-0.79934424,-1.0652446,-0.19060995,-0.045953464,0.0882899,0.0619945,0.0262954
52,0.70671034,0.7321832,"('irrational', 'rational')",1.6929826,1.3445605,0.64686245,0.24286911,-1.1734111,-1.1426047,0.4682861,0.294252,0.1740341
61,-0.7004393,-0.38307682,"('illogical', 'logical')",-0.13588427,0.22018284,0.30254212,0.7586106,-0.2574737,-0.26480794,-0.1978138,0.0827272,-0.280541
42,0.65493035,0.79040074,"('unreliable', 'reliable')",1.0442365,1.2350159,0.3029415,0.48487344,-1.8221943,-1.907586,0.0449785,0.150676,-0.1056975
25,0.52246594,0.5411921,"('egoistic', 'altruistic')",1.0297577,0.95123494,1.1996834,1.1851735,0.90623355,1.0633631,0.9145352,0.9352409,-0.0207057
54,-0.43863255,-0.11645032,"('incapable', 'capable')",-0.47116232,-0.37422073,0.9821147,1.2710605,0.68761337,0.73454845,0.1899833,0.3787345,-0.1887512
37,-0.4376818,-0.5640415,"('fake', 'genuine')",-0.3842422,-0.47177422,0.17623672,0.26263922,0.6604676,0.36328307,0.0036951,-0.1024734,0.1061685
84,0.43697962,0.2876744,"('inferior', 'superior')",0.9124386,0.8217088,0.5484748,0.6743262,0.76450276,0.6263179,0.6655989,0.6025068,0.0630921
17,0.43522725,0.55021894,"('nasty', 'nice')",0.56155115,0.813242,0.89458495,0.93223405,-0.2802802,-0.15631668,0.4027708,0.5348446,-0.1320738
18,-0.38973922,-0.50563633,"('disagreeable', 'welcoming')",0.56020856,0.385809,-0.9356874,-1.0240613,-1.5710394,-1.3741126,-0.5840644,-0.6295003,0.0454359
20,-0.349449,-0.50914174,"('rough', 'thoughtful')",0.6432582,0.59558755,-0.24532373,-0.21907765,0.5708736,0.5851669,0.1548398,0.1131338,0.041706
71,0.33016142,0.47724032,"('diffident', 'self-confident')",-0.41155457,-0.12533918,1.767365,1.9046063,-0.014393764,0.21406405,0.4178945,0.6176429,-0.1997484
64,-0.26200747,-0.08961171,"('shy', 'confident')",0.4278633,0.5717687,-0.17912409,0.06770937,-5.893609,-5.796514,-1.4767194,-1.311662,-0.1650574
34,-0.25471646,-0.33816418,"('mean', 'honorable')",-0.8267716,-0.7041567,1.2895571,1.4727745,5.587509,5.4935412,1.4488945,1.4809988,-0.0321043
68,0.24976292,0.02839294,"('dependent', 'independent')",-0.9988824,-1.0887257,-0.047136478,0.0019414984,-1.0045236,-1.2878494,-0.4501949,-0.5865602,0.1363653
2,-0.1951654,-0.00016920269,"('unlikable', 'likable')",0.56827796,0.7079988,0.4351665,0.48071265,0.12651455,0.47715166,0.2336984,0.4164235,-0.1827251
78,-0.16051796,-0.41716367,"('nonresilient', 'resilient')",-0.14063025,-0.1410369,0.346412,0.24300879,1.0516304,0.7355907,0.2742235,0.1050997,0.1691238
15,-0.15608735,0.1444606,"('boring', 'funny')",0.5722903,0.7140979,0.5672839,0.50231266,0.74151,0.8635585,0.4312492,0.5561074,-0.1248582
67,0.13358626,-0.014705397,"('doubtful', 'determined')",-0.37523437,-0.3573712,0.12499912,0.2329759,-0.18318851,-0.29583022,-0.0749594,-0.1087327,0.0337733
26,0.12936434,0.10523549,"('hardhearted', 'benevolent')",1.1959043,0.952668,0.78643864,0.77286786,1.0098319,1.1727158,0.7803848,0.7508718,0.029513
27,0.113857865,0.1558613,"('hardhearted', 'softhearted')",-0.842983,-0.8823871,1.2171565,1.1548146,0.8016793,0.51027215,0.3224277,0.2346402,0.0877875
83,-0.10413672,-0.23049873,"('powerless', 'powerful')",-0.047320023,0.0711101,0.382103,0.3564152,-0.6775368,-0.8234388,-0.1117226,-0.1566031,0.0448805
19,0.09625326,0.16308263,"('inhospitable', 'hospitable')",0.06810639,0.004790241,2.22927,2.062839,-0.078673474,-0.079153955,0.578739,0.5378895,0.0408495
80,-0.09120683,-0.22486955,"('dominated', 'dominating')",-0.028508112,-0.15459459,-1.5079113,-1.4384731,0.24552232,0.051277265,-0.345526,-0.441665,0.096139
29,0.08748041,0.10774302,"('unfair', 'fair')",-0.058093928,-0.048943806,0.32259297,0.22838102,-0.77258104,-0.8409553,-0.1051504,-0.1384438,0.0332934
87,-0.06646765,0.24350983,"('unsuccessful', 'successful')",0.9059344,1.1368916,-0.41773766,-0.25125292,0.24166608,0.38403946,0.1658488,0.378297,-0.2124482
40,-0.020065522,-0.42301974,"('stingy', 'generous')",-0.059448015,-0.16644616,0.13919258,0.12256144,-1.9827929,-2.2805977,-0.4807785,-0.6868755,0.206097
