,clorox_male,clorox_female,tuple,co_male,co_female,average_male,average_female,male-female
38,-0.9770193,-0.6232312,"('untruthful', 'truthful')",-0.033010982,0.14614199,-0.5050151,-0.2385446,-0.2664705
23,-0.9738639,-0.80024695,"('insincere', 'sincere')",5.299914,5.3096294,2.1630249,2.2546911,-0.0916662
44,0.97046727,1.0762304,"('prejudiced', 'unprejudiced')",-1.0268195,-0.886545,-0.0281761,0.0948427,-0.1230188
0,-0.9438018,-0.7405244,"('unsociable', 'sociable')",0.020229738,0.13190463,-0.461786,-0.3043099,-0.1574761
12,-0.911453,-0.6365876,"('unsupportive', 'supportive')",-2.0571697,-1.9198186,-1.4843113,-1.2782031,-0.2061082
61,-0.90822554,-0.7268564,"('illogical', 'logical')",-0.13989103,-0.15541628,-0.5240583,-0.4411364,-0.0829219
5,-0.89563924,-0.91940403,"('distant', 'outgoing')",-0.6600596,-1.0178695,-0.7778494,-0.9686368,0.1907874
7,-0.8770121,-0.69346434,"('insensitive', 'sensitive')",-0.54106873,-0.36949223,-0.7090404,-0.5314783,-0.1775621
73,0.78656334,0.7083748,"('helpless', 'self-reliant')",-2.6745486,-2.6237783,-0.9439926,-0.9577018,0.0137092
43,-0.77243674,-0.38759646,"('irresponsible', 'responsible')",0.585525,0.8043979,-0.0934559,0.2084007,-0.3018566
77,-0.7632371,-0.61873263,"('unmotivated', 'motivated')",-1.0786154,-1.0749164,-0.9209263,-0.8468245,-0.0741018
10,-0.75007993,-0.4465117,"('unsympathetic', 'sympathetic')",-0.42135447,-0.15566136,-0.5857172,-0.3010865,-0.2846307
13,-0.6730548,-0.28890786,"('impolite', 'polite')",-0.32729223,-0.07323041,-0.5001735,-0.1810691,-0.3191044
16,-0.6686883,-0.6117226,"('unpopular', 'popular')",0.18502423,0.2582223,-0.241832,-0.1767501,-0.0650819
57,-0.66682696,-0.6353832,"('unimaginative', 'imaginative')",-3.0557017,-2.8151534,-1.8612643,-1.7252682,-0.1359961
70,-0.6632292,-0.1507641,"('lethargic', 'energetic')",0.044215523,0.52506435,-0.3095069,0.1871501,-0.496657
46,-0.6506948,-0.21940014,"('uncompetitive', 'competitive')",-1.0409559,-0.6674821,-0.8458253,-0.4434411,-0.4023842
88,-0.6496573,-0.6202804,"('low', 'eminent')",-0.47174847,-0.06406038,-0.5607029,-0.3421704,-0.2185325
37,-0.648921,-0.49625334,"('fake', 'genuine')",0.029329546,0.1070057,-0.3097957,-0.1946238,-0.1151719
78,-0.6465147,-0.4206988,"('nonresilient', 'resilient')",-0.4937116,-0.18973759,-0.5701132,-0.3052182,-0.264895
3,-0.61313236,-0.6329871,"('repellent', 'pleasant')",0.45464158,0.33169052,-0.0792454,-0.1506483,0.0714029
18,-0.61273307,-0.55161715,"('disagreeable', 'welcoming')",-1.2448363,-1.2605834,-0.9287847,-0.9061003,-0.0226844
74,-0.5985405,-0.23401073,"('undedicated', 'dedicated')",0.059201986,0.3355944,-0.2696692,0.0507918,-0.320461
76,0.5976058,0.7819023,"('anxious', 'daring')",-0.2136319,0.30742636,0.191987,0.5446643,-0.3526773
58,-0.5168372,-0.5488142,"('undiscriminating', 'discriminating')",0.13767692,0.22042805,-0.1895801,-0.1641931,-0.025387
25,-0.5040689,-0.68340373,"('egoistic', 'altruistic')",1.2612178,0.9204761,0.3785745,0.1185362,0.2600383
75,0.4984059,0.48881263,"('meek', 'impulsive')",-0.6539163,-0.617691,-0.0777552,-0.0644392,-0.013316
72,-0.4756142,-0.5519086,"('unambitious', 'ambitious')",-0.42295563,-0.48554918,-0.4492849,-0.5187289,0.069444
32,-0.44617906,-0.20443127,"('unkind', 'kind')",1.0167931,1.2093884,0.285307,0.5024785,-0.2171715
81,0.4335137,0.6865093,"('submissive', 'aggressive')",-0.8050432,-0.34239742,-0.1857648,0.1720559,-0.3578207
69,0.43128446,0.26418772,"('lazy', 'industrious')",-0.77343625,-1.0824306,-0.1710759,-0.4091215,0.2380456
29,-0.42271033,-0.2962448,"('unfair', 'fair')",-0.7485882,-0.7461962,-0.5856493,-0.5212205,-0.0644288
52,-0.41724247,-0.80304056,"('irrational', 'rational')",-0.15687646,-0.62711966,-0.2870595,-0.7150801,0.4280206
27,-0.41379434,-0.43352953,"('hardhearted', 'softhearted')",0.26555926,0.10082084,-0.0741175,-0.1663543,0.0922368
60,0.413239,0.79274046,"('inefficient', 'efficient')",0.4129045,0.78226167,0.4130718,0.7875011,-0.3744293
82,-0.39954785,-0.075484484,"('poor', 'rich')",5.4652576,5.560926,2.5328548,2.7427208,-0.209866
11,-0.39613843,-0.04650282,"('unhelpful', 'helpful')",2.1246028,2.6316793,0.8642322,1.2925882,-0.428356
39,0.39512962,0.41929778,"('exploitative', 'cooperative')",0.7197511,0.6981567,0.5574404,0.5587273,-0.0012869
68,-0.37150282,-0.23756829,"('dependent', 'independent')",-1.5085714,-1.3039227,-0.9400371,-0.7707455,-0.1692916
24,-0.3547668,-0.20749164,"('dishonest', 'honest')",0.8573497,0.7879957,0.2512915,0.290252,-0.0389605
83,-0.32532924,-0.3207611,"('powerless', 'powerful')",-1.0546474,-0.9209087,-0.6899884,-0.6208349,-0.0691535
85,-0.31400147,-0.6937308,"('insignificant', 'prestigious')",-0.79917645,-1.0523506,-0.5565889,-0.8730407,0.3164518
84,0.28708467,0.17794539,"('inferior', 'superior')",0.5033039,0.35377225,0.3951943,0.2658588,0.1293355
55,-0.2844807,-0.054656617,"('incompetent', 'clever')",0.53016514,0.6728234,0.1228422,0.3090834,-0.1862412
71,-0.2820803,-0.086721264,"('diffident', 'self-confident')",0.19118616,0.2830181,-0.0454471,0.0981484,-0.1435955
30,0.28033435,0.46755123,"('intolerant', 'tolerant')",0.68448603,0.9463327,0.4824102,0.706942,-0.2245318
26,-0.26086673,-0.5423927,"('hardhearted', 'benevolent')",1.6440697,1.2585411,0.6916015,0.3580742,0.3335273
67,0.25940967,0.49601623,"('doubtful', 'determined')",-0.24036744,0.024523735,0.0095211,0.26027,-0.2507489
17,-0.24697539,-0.31462616,"('nasty', 'nice')",-0.25998253,-0.18431747,-0.2534789,-0.2494718,-0.0040071
48,-0.2403075,-0.27202165,"('unintelligent', 'intelligent')",0.11205001,0.21365243,-0.0641287,-0.0291846,-0.0349441
50,-0.23229346,-0.15950495,"('clumsy', 'skillful')",-0.06572683,0.032699186,-0.1490102,-0.0634029,-0.0856073
49,-0.21012953,-0.036018066,"('unable', 'able')",-0.38949734,-0.24393657,-0.2998134,-0.1399773,-0.1598361
15,-0.19116716,-0.18164662,"('boring', 'funny')",0.60570055,0.8318482,0.2072667,0.3251008,-0.1178341
2,0.17245936,0.43472904,"('unlikable', 'likable')",1.0564239,1.1151415,0.6144416,0.7749352,-0.1604936
14,0.1650758,0.24109295,"('antisocial', 'social')",-0.30735353,-0.24665257,-0.0711389,-0.0027798,-0.0683591
41,-0.1419919,-0.12201619,"('unforgiving', 'forgiving')",0.10951096,0.038188666,-0.0162405,-0.0419138,0.0256733
34,-0.14139335,-0.029569633,"('mean', 'honorable')",4.926326,4.880243,2.3924663,2.4253366,-0.0328703
22,-0.12643056,0.2483004,"('untrustworthy', 'trustworthy')",-0.5565537,-0.46546662,-0.3414921,-0.1085831,-0.232909
65,-0.110462666,-0.07192612,"('insecure', 'secure')",0.2784561,0.320498,0.0839967,0.1242859,-0.0402892
4,-0.104039595,-0.026439762,"('disliked', 'liked')",-6.327123,-6.077806,-3.2155814,-3.0521228,-0.1634586
59,0.09896422,-0.11151027,"('foolish', 'wise')",0.2021841,-0.2023316,0.1505742,-0.1569209,0.3074951
80,-0.09744234,0.11722014,"('dominated', 'dominating')",-0.7809984,-0.5332473,-0.4392204,-0.2080136,-0.2312068
40,-0.09200363,-0.23184066,"('stingy', 'generous')",-2.4790418,-2.7981544,-1.2855227,-1.5149975,0.2294748
87,-0.08949749,0.05931924,"('unsuccessful', 'successful')",0.1735533,0.207506,0.0420279,0.1334126,-0.0913847
47,-0.0742656,0.06314246,"('stupid', 'smart')",4.9440746,4.8293705,2.4349046,2.4462564,-0.0113518
21,-0.073148265,0.24613635,"('immoral', 'moral')",-0.7530524,-0.51534843,-0.4131003,-0.134606,-0.2784943
33,0.044856586,0.009019937,"('wrong', 'right')",-0.7032957,-0.9002161,-0.3292195,-0.4455981,0.1163786
20,-0.03763043,-0.08806503,"('rough', 'thoughtful')",0.6086594,0.4492442,0.2855145,0.1805896,0.1049249
62,-0.036378838,0.42623886,"('incompetent', 'brilliant')",0.38476452,0.6942014,0.1741928,0.5602201,-0.3860273
42,0.026983768,0.4512486,"('unreliable', 'reliable')",-2.6637666,-2.1904566,-1.3183914,-0.869604,-0.4487874
64,0.014255643,0.10314646,"('shy', 'confident')",-5.1408796,-4.893617,-2.5633121,-2.3952353,-0.1680768
35,0.012275208,-0.3674677,"('corrupt', 'incorrupt')",-0.83370554,-1.1932366,-0.4107152,-0.7803521,0.3696369
56,0.006947078,0.50879353,"('impractical', 'practical')",0.31283602,0.86338645,0.1598915,0.68609,-0.5261985
