,sears_male,sears_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
13,-0.22232321,-0.6510999,"('impolite', 'polite')",-0.086994834,-0.09682904,0.24734697,0.26220602,-0.020657,-0.1619077,0.1412507
47,0.20939901,0.099371634,"('stupid', 'smart')",0.049532622,0.04519455,5.295773,5.4750757,1.8515682,1.8732139,-0.0216457
54,-0.20642611,-0.10058677,"('incapable', 'capable')",-0.23402283,-0.16037813,0.17218389,0.26456815,-0.0894217,0.0012011,-0.0906228
41,-0.20123276,-0.080385625,"('unforgiving', 'forgiving')",-1.014709,-0.93211395,-0.5906956,-0.47192505,-0.6022125,-0.4948082,-0.1074043
14,0.19748694,-0.030871375,"('antisocial', 'social')",1.7691838,1.816287,0.31096533,0.22976127,0.759212,0.6717257,0.0874863
50,-0.19623797,-0.07782079,"('clumsy', 'skillful')",0.88281995,1.0884585,0.46806407,0.58849454,0.384882,0.5330441,-0.1481621
55,-0.19465953,-0.3279842,"('incompetent', 'clever')",0.3117839,0.30593508,1.4864081,1.3936644,0.5345109,0.4572051,0.0773058
20,-0.18872756,-0.110643454,"('rough', 'thoughtful')",0.58821577,0.71309966,1.0287488,1.1256001,0.476079,0.5760188,-0.0999398
5,0.13528891,0.47847372,"('distant', 'outgoing')",-0.97036886,-1.0152638,-1.4519535,-1.3900012,-0.7623445,-0.6422637,-0.1200808
30,0.13220376,0.02721396,"('intolerant', 'tolerant')",0.63864505,0.7274447,0.44345653,0.45869616,0.4047685,0.4044516,0.0003169
21,0.1253773,0.10472968,"('immoral', 'moral')",0.16899875,0.32520947,0.41085875,0.45314062,0.2350783,0.2943599,-0.0592816
80,-0.1236828,-0.3339194,"('dominated', 'dominating')",1.4821364,1.342305,0.8558467,0.7110456,0.7381001,0.5731437,0.1649564
68,-0.114567935,-0.23659332,"('dependent', 'independent')",0.1801844,0.10014891,0.1806524,0.036093175,0.0820896,-0.0334504,0.11554
23,0.08738552,-0.05080181,"('insincere', 'sincere')",-0.44379508,-0.44093493,6.2616463,6.1924305,1.9684122,1.9002312,0.068181
11,-0.08566992,-0.36551845,"('unhelpful', 'helpful')",-0.9191236,-0.9321239,2.628957,2.5868328,0.5413878,0.4297301,0.1116577
0,0.07534167,-0.104149535,"('unsociable', 'sociable')",-0.042206027,-0.13913378,0.6400593,0.5193458,0.2243983,0.0920208,0.1323775
15,0.07470225,0.053479597,"('boring', 'funny')",-1.5690043,-1.6568967,-0.5922287,-0.55056447,-0.6955102,-0.7179939,0.0224837
69,-0.0733019,-0.039752685,"('lazy', 'industrious')",0.56666934,0.5239651,-1.843571,-1.7068921,-0.4500678,-0.4075599,-0.0425079
82,0.03505564,-0.16030316,"('poor', 'rich')",1.1446408,1.0736132,7.104258,7.0213704,2.7613182,2.6448935,0.1164247
6,-0.03134028,0.39067268,"('distant', 'open')",-1.0714242,-0.9928053,-1.4610896,-1.2700562,-0.8546181,-0.6240629,-0.2305552
59,0.022129655,0.11351406,"('foolish', 'wise')",-1.2775284,-1.2673281,-1.1979618,-1.0227747,-0.8177869,-0.7255296,-0.0922573
67,0.016742334,-0.10804468,"('doubtful', 'determined')",0.69732213,0.70628303,-0.4773599,-0.4186659,0.0789015,0.0598575,0.019044
65,0.012801265,-0.107819125,"('insecure', 'secure')",0.10150799,0.09970753,1.1293812,1.021276,0.4145635,0.3377215,0.076842
29,-0.0118081495,-0.0737759,"('unfair', 'fair')",-0.5544618,-0.77538925,-0.38273105,-0.47907865,-0.3163337,-0.4427479,0.1264142
78,0.005905226,-0.037464548,"('nonresilient', 'resilient')",1.584505,1.5779034,1.0959005,1.0923135,0.8954369,0.8775841,0.0178528
