,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
20,0.6857299,0.55882907,"('rough', 'thoughtful')",1.263255,1.1442417,0.9228398,0.84351546,0.82276213,0.7915058,0.99780244,0.9668159,0.9384778,0.8609816,0.0774962
27,-0.6395832,-0.4814113,"('hardhearted', 'softhearted')",0.20597255,0.21636626,-0.69527954,-0.6389299,0.36560103,0.33326262,1.448383,1.4981295,0.1370188,0.1854834,-0.0484646
34,0.6358844,0.75634295,"('mean', 'honorable')",-0.11463411,-0.05188871,1.4537356,1.4190416,0.7894065,0.8798752,6.3631763,6.4196677,1.8255138,1.8846077,-0.0590939
28,0.6246926,0.50804096,"('disloyal', 'loyal')",0.6348445,0.5341308,0.2189717,0.07950825,0.3034608,0.19634642,1.2069983,1.1500382,0.5977936,0.493613,0.1041806
86,0.6242258,0.40410632,"('uninfluential', 'influential')",0.42329454,0.35534334,0.41496626,0.32573128,1.3151004,1.1222899,-0.20134148,-0.24177992,0.5152491,0.3931382,0.1221109
69,-0.5935522,-0.3493371,"('lazy', 'industrious')",0.21944466,0.28885955,0.09290469,0.043441065,-0.18560958,0.00946822,-0.68081975,-0.68262976,-0.2295264,-0.1380396,-0.0914868
72,0.57491624,0.55890614,"('unambitious', 'ambitious')",0.2725899,0.22176597,1.8128493,1.7195238,0.5825428,0.49323353,-1.1035774,-1.0632931,0.4278642,0.3860273,0.0418369
44,0.5740337,0.65647584,"('prejudiced', 'unprejudiced')",0.1512394,0.17514227,0.33639055,0.36609197,-0.79479784,-0.62474245,-1.1121384,-1.0440149,-0.1690545,-0.0942095,-0.074845
59,-0.5689063,-0.30689472,"('foolish', 'wise')",-0.1819518,-0.04482797,-0.76973486,-0.6172508,-0.88077456,-0.73032165,0.14466394,0.19913968,-0.4513407,-0.3000311,-0.1513096
78,-0.5468961,-0.63278824,"('nonresilient', 'resilient')",-0.0989184,-0.117626235,-0.15326324,-0.32279783,0.26032254,0.27157676,5.87143e-05,0.0816616,-0.1077393,-0.1439948,0.0362555
5,-0.5432012,-0.44339728,"('distant', 'outgoing')",0.30535522,0.2732649,-0.5935171,-0.73159933,-2.1141427,-2.1103475,-0.81102484,-0.7368636,-0.7513061,-0.7497886,-0.0015175
88,-0.53813666,-0.40952295,"('low', 'eminent')",-0.31355473,-0.20761532,0.078486584,0.04312912,-0.7413795,-0.79878855,-0.18677345,-0.196077,-0.3402715,-0.3137749,-0.0264966
2,0.53563344,0.78287184,"('unlikable', 'likable')",0.5604835,0.6762946,1.0730096,1.2097478,1.0200443,1.1905397,0.21865813,0.32196236,0.6815658,0.8362833,-0.1547175
3,0.5233576,0.384206,"('repellent', 'pleasant')",0.32633543,0.31673563,1.2694077,1.144,1.628902,1.6230887,1.0718849,0.9966971,0.9639775,0.8929455,0.071032
73,0.5054574,0.69949085,"('helpless', 'self-reliant')",-0.19678116,-0.0788361,0.6475385,0.7082082,-0.028322928,-0.004540343,-3.3412962,-3.3564832,-0.4826809,-0.4064322,-0.0762487
19,-0.4723373,-0.44738942,"('inhospitable', 'hospitable')",0.85482377,0.8792993,-0.5361655,-0.51284957,-0.44826242,-0.50303763,-0.4149222,-0.38976374,-0.2033727,-0.1947482,-0.0086245
41,0.46157542,0.38474557,"('unforgiving', 'forgiving')",-0.0084689595,-0.16421537,-0.62000906,-0.59881115,1.1158309,0.9320082,0.039704926,0.08790101,0.1977266,0.1283257,0.0694009
49,-0.4558928,-0.51429296,"('unable', 'able')",0.16355515,0.13097084,0.6708843,0.52018356,-0.17541215,-0.21306565,-0.70268226,-0.65145195,-0.0999095,-0.1455312,0.0456217
18,-0.44032434,-0.15778893,"('disagreeable', 'welcoming')",0.35207504,0.3856887,-0.16725333,-0.02230291,-0.7956977,-0.79353356,-0.27910134,-0.19753355,-0.2660604,-0.157094,-0.1089664
84,0.4355653,0.45300153,"('inferior', 'superior')",0.88730085,0.8566492,-0.6287136,-0.6098709,0.53920245,0.5937098,0.1834448,0.15192497,0.28336,0.2890829,-0.0057229
6,-0.43100488,-0.24813363,"('distant', 'open')",0.112136066,0.13163698,-0.9263191,-0.9630439,-2.1269057,-2.1499963,-0.0022469126,0.05509724,-0.6748681,-0.6348879,-0.0399802
71,-0.3424553,-0.3076656,"('diffident', 'self-confident')",0.67981875,0.6398539,0.8510992,0.6912174,0.9260015,0.6718538,0.011878777,0.0113401115,0.4252686,0.3413199,0.0839487
24,0.34046686,0.35271412,"('dishonest', 'honest')",0.24638894,0.22173852,0.03209281,0.14643553,0.66149557,0.5127605,0.6000943,0.5366262,0.3761077,0.354055,0.0220527
51,0.29892126,0.21703188,"('uneducated', 'educated')",-0.35507992,-0.28356662,0.7538139,0.7601365,1.1611284,1.1402502,0.6377268,0.7189929,0.4993021,0.510569,-0.0112669
4,-0.2578063,-0.43360424,"('disliked', 'liked')",-0.11179862,-0.15734357,-0.28073877,-0.4576161,-0.74159974,-0.9846212,-7.23261,-7.1927385,-1.7249107,-1.8451847,0.120274
74,0.24727155,0.09119385,"('undedicated', 'dedicated')",0.50085366,0.5182015,1.1774516,1.1260786,1.6345255,1.5400484,0.15900362,0.1775735,0.7438212,0.6906191,0.0532021
25,0.24263528,0.37908188,"('egoistic', 'altruistic')",1.8956903,1.8237772,-0.4265612,-0.4680279,-1.2043812,-1.1864585,1.4931059,1.3917917,0.4000978,0.3880329,0.0120649
53,-0.21840596,-0.34521714,"('uncreative', 'creative')",-0.5523741,-0.65620357,0.41510135,0.1748145,0.4747854,0.32725388,1.4924521,1.4352047,0.3223118,0.1871705,0.1351413
87,-0.20711198,-0.31680766,"('unsuccessful', 'successful')",-0.03136565,0.024691693,0.9314236,0.8769525,2.0097039,1.8720865,0.49746567,0.5453533,0.6400231,0.6004553,0.0395678
66,-0.16673219,-0.09707804,"('inactive', 'active')",0.043889567,0.03874761,0.8219228,0.71737087,-0.08252554,-0.15402621,0.6932622,0.76296103,0.2619634,0.2535951,0.0083683
29,-0.14130425,-0.17012262,"('unfair', 'fair')",-0.82302266,-0.8713704,-1.4069519,-1.4351084,-0.63343394,-0.5165884,-0.15504754,-0.17028531,-0.631952,-0.632695,0.000743
48,-0.121992916,-0.14386469,"('unintelligent', 'intelligent')",-1.1596673,-1.1519934,-0.6154715,-0.6823599,0.07147941,-0.07946268,0.24108419,0.28112876,-0.3169136,-0.3553104,0.0383968
58,0.10829727,0.029901639,"('undiscriminating', 'discriminating')",0.11262558,-0.023807414,0.67306656,0.5366087,1.196296,1.0594277,0.14864203,0.061234124,0.4477855,0.332673,0.1151125
15,-0.08899265,-0.057649486,"('boring', 'funny')",0.5368938,0.45057616,-0.03298477,-0.12102316,-0.24885964,-0.1555922,0.24609593,0.2845986,0.0824305,0.080182,0.0022485
79,0.0251857,0.1301441,"('wavering', 'unwavering')",-0.024774812,-0.0034148693,-0.879194,-0.93022233,-2.0413861,-2.022684,-0.39439383,-0.33511955,-0.6629127,-0.6322593,-0.0306534
