,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,male-female
34,0.4994828,0.40474683,"('mean', 'honorable')",5.7877116,5.407614,3.1435971,2.9061806,0.2374165
59,0.49544007,0.6673262,"('foolish', 'wise')",-0.66984063,-0.51655346,-0.0872003,0.0753864,-0.1625867
47,0.48385838,0.36292285,"('stupid', 'smart')",4.8235445,4.26054,2.6537015,2.3117313,0.3419702
13,-0.45040718,-0.48495126,"('impolite', 'polite')",-0.3438962,-0.5711812,-0.3971517,-0.5280662,0.1309145
63,0.4447012,0.43307546,"('unperceptive', 'insightful')",1.0687644,0.9230653,0.7567328,0.6780704,0.0786624
82,-0.44380975,-0.37404883,"('poor', 'rich')",6.384436,5.9031277,2.9703131,2.7645395,0.2057736
67,-0.4306374,-0.25104886,"('doubtful', 'determined')",-0.69854,-0.44946858,-0.5645887,-0.3502587,-0.21433
49,0.41623318,0.45462394,"('unable', 'able')",-0.25301224,-0.4236283,0.0816105,0.0154978,0.0661127
80,-0.41100186,-0.5741421,"('dominated', 'dominating')",-0.17882258,-0.53047997,-0.2949122,-0.5523111,0.2573989
73,0.40268508,0.54134226,"('helpless', 'self-reliant')",-3.1264598,-2.9118109,-1.3618873,-1.1852343,-0.176653
52,0.37422377,0.4659774,"('irrational', 'rational')",-1.0303383,-0.7499096,-0.3280573,-0.1419661,-0.1860912
56,0.36998197,0.28037122,"('impractical', 'practical')",-0.10741357,-0.20823963,0.1312842,0.0360658,0.0952184
40,0.3598848,0.107992336,"('stingy', 'generous')",-1.5146233,-1.8260144,-0.5773692,-0.8590111,0.2816419
32,0.3291226,0.31431112,"('unkind', 'kind')",0.763363,0.7249006,0.5462428,0.5196059,0.0266369
18,0.3252456,0.40412045,"('disagreeable', 'welcoming')",-0.60467434,-0.8093903,-0.1397144,-0.2026349,0.0629205
38,0.30391467,0.20786728,"('untruthful', 'truthful')",0.18795033,0.2159232,0.2459325,0.2118952,0.0340373
3,-0.29294714,-0.63620186,"('repellent', 'pleasant')",1.5113595,1.1662143,0.6092061,0.2650062,0.3441999
41,0.29116783,0.20034742,"('unforgiving', 'forgiving')",-0.33992314,-0.27563044,-0.0243777,-0.0376415,0.0132638
65,-0.28541803,-0.46324158,"('insecure', 'secure')",0.29292294,-0.09654206,0.0037525,-0.2798918,0.2836443
72,0.27591416,0.30050075,"('unambitious', 'ambitious')",-0.34192795,-0.6703814,-0.0330069,-0.1849403,0.1519334
22,0.2714504,0.20178984,"('untrustworthy', 'trustworthy')",-0.1378474,-0.47819224,0.0668015,-0.1382012,0.2050027
15,-0.2584762,-0.35408932,"('boring', 'funny')",-0.46033448,-0.45694077,-0.3594053,-0.405515,0.0461097
11,0.2418074,0.1842149,"('unhelpful', 'helpful')",2.6969192,2.4859107,1.4693633,1.3350627,0.1343006
36,-0.2039623,-0.014485106,"('hostile', 'amicable')",-1.250016,-0.9127715,-0.7269892,-0.4636283,-0.2633609
68,-0.19047862,-0.24421254,"('dependent', 'independent')",-0.42995647,-0.46698797,-0.3102176,-0.3556002,0.0453826
69,0.18689454,0.35539645,"('lazy', 'industrious')",-1.7374419,-1.2739893,-0.7752737,-0.4592964,-0.3159773
21,0.18070157,0.2000725,"('immoral', 'moral')",-0.30274218,-0.39122772,-0.0610203,-0.0955776,0.0345573
87,0.17842081,0.32021302,"('unsuccessful', 'successful')",1.084864,0.9588442,0.6316424,0.6395286,-0.0078862
29,-0.1730474,-0.331592,"('unfair', 'fair')",-0.40960452,-0.32737812,-0.291326,-0.3294851,0.0381591
88,-0.16630962,0.023154132,"('low', 'eminent')",-0.5228203,-0.31677425,-0.344565,-0.1468101,-0.1977549
77,0.14182279,0.09677591,"('unmotivated', 'motivated')",-0.71714026,-0.9278818,-0.2876588,-0.4155529,0.1278941
58,0.13544972,0.16730921,"('undiscriminating', 'discriminating')",0.553887,0.70028865,0.3446684,0.4337989,-0.0891305
7,0.12095344,0.077219136,"('insensitive', 'sensitive')",0.922164,0.569328,0.5215588,0.3232736,0.1982852
19,-0.11775026,0.13078432,"('inhospitable', 'hospitable')",-0.705176,-0.39818284,-0.4114631,-0.1336993,-0.2777638
51,-0.10857235,-0.30954286,"('uneducated', 'educated')",1.5365914,1.2785207,0.7140095,0.4844889,0.2295206
16,-0.059987124,-0.08818569,"('unpopular', 'popular')",0.014603317,0.21648467,-0.0226919,0.0641495,-0.0868414
79,-0.05317177,0.02782828,"('wavering', 'unwavering')",-0.7196685,-0.5823486,-0.3864201,-0.2772602,-0.1091599
17,0.0387733,-0.08190647,"('nasty', 'nice')",-0.51456803,-0.4807004,-0.2378974,-0.2813034,0.043406
31,-0.038185697,-0.041609682,"('evil', 'good')",-1.5682027,-1.274514,-0.8031942,-0.6580618,-0.1451324
55,0.03778196,-0.16102919,"('incompetent', 'clever')",1.0805334,0.6823412,0.5591577,0.260656,0.2985017
46,0.031877466,-0.14042121,"('uncompetitive', 'competitive')",0.070131175,0.103181705,0.0510043,-0.0186198,0.0696241
28,-0.030295562,-0.07141166,"('disloyal', 'loyal')",1.3874974,1.1011971,0.6786009,0.5148928,0.1637081
30,-0.010066308,0.044014983,"('intolerant', 'tolerant')",0.42188516,0.3912049,0.2059094,0.2176099,-0.0117005
