,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
22,1.6117082,0.920983,"('untrustworthy', 'trustworthy')",1.200646,1.1017785,-0.51851195,-0.3817205,0.764614,0.5470137,0.2176003
23,1.5870212,0.88567924,"('insincere', 'sincere')",2.0328805,2.0096326,5.995562,5.7336316,3.2051544,2.8763145,0.3288399
39,1.5712103,1.2316613,"('exploitative', 'cooperative')",2.3485086,2.1650887,0.7506905,0.7170679,1.5568031,1.3712726,0.1855305
11,1.5183542,0.9567388,"('unhelpful', 'helpful')",2.1619296,2.2121015,2.111907,2.2350523,1.9307302,1.8012975,0.1294327
75,-1.5180205,-0.5697573,"('meek', 'impulsive')",-1.2502571,-1.0373322,-0.49076113,-0.35309124,-1.0863462,-0.6533936,-0.4329526
59,-1.4476229,-0.4298384,"('foolish', 'wise')",-0.16864765,-0.076071024,0.39901635,0.35394922,-0.4057514,-0.0506534,-0.355098
8,-1.4436005,-0.5039446,"('unaffectionate', 'affectionate')",-0.86746854,-0.62493587,0.47658432,0.532031,-0.6114949,-0.1989498,-0.4125451
0,1.3834163,0.4476637,"('unsociable', 'sociable')",1.1128085,1.0116725,-0.53602326,-0.47338384,0.6534005,0.3286508,0.3247497
12,1.3812314,1.2109314,"('unsupportive', 'supportive')",2.25079,2.3804634,-1.5734564,-1.3064928,0.6861884,0.761634,-0.0754456
24,1.3372711,0.6307271,"('dishonest', 'honest')",0.42111543,0.4634799,0.61748266,0.66790146,0.7919564,0.5873695,0.2045869
50,-1.3203495,-0.9620173,"('clumsy', 'skillful')",-0.3454097,-0.3414632,0.14648715,0.2432053,-0.506424,-0.3534251,-0.1529989
25,-1.303136,-0.6078615,"('egoistic', 'altruistic')",0.16650985,0.19403234,1.612082,1.7802848,0.1584853,0.4554852,-0.2969999
48,1.2994992,0.6428874,"('unintelligent', 'intelligent')",0.5340108,0.57900596,0.2547237,0.44353697,0.6960779,0.5551434,0.1409345
16,-1.2883922,-0.9128317,"('unpopular', 'popular')",-0.3758105,-0.38467178,0.2861785,0.26871502,-0.4593414,-0.3429295,-0.1164119
86,1.1126872,0.052422367,"('uninfluential', 'influential')",0.28502876,0.17793567,-0.39367187,-0.40891588,0.3346814,-0.0595193,0.3942007
42,1.107969,0.41373804,"('unreliable', 'reliable')",0.83249545,0.5978223,-2.4107938,-2.229732,-0.1567764,-0.4060572,0.2492808
66,-1.0753078,-0.6829267,"('inactive', 'active')",-0.42625993,-0.3563101,1.2050402,1.0886526,-0.0988425,0.0164719,-0.1153144
64,1.0687362,0.20319526,"('shy', 'confident')",0.28360498,0.18060355,-6.394186,-6.1751814,-1.6806149,-1.9304609,0.249846
63,1.027115,0.8801859,"('unperceptive', 'insightful')",2.3061705,2.292573,0.90423334,1.0901287,1.4125063,1.4209625,-0.0084562
3,1.016723,0.34044266,"('repellent', 'pleasant')",0.72323453,0.6232433,0.51564646,0.5657508,0.751868,0.5098122,0.2420558
74,0.8990507,0.65520567,"('undedicated', 'dedicated')",0.52833515,0.5913079,-0.29141766,-0.15777396,0.3786561,0.3629132,0.0157429
32,0.81618154,0.25239658,"('unkind', 'kind')",0.8635631,0.7890153,0.9728719,1.222905,0.8842055,0.7547723,0.1294332
61,0.78975403,0.42580852,"('illogical', 'logical')",0.23701227,0.15324417,0.19357236,0.019938208,0.4067796,0.1996636,0.207116
58,-0.7005249,-0.4463788,"('undiscriminating', 'discriminating')",-0.06444526,-0.17935786,-0.167509,-0.3340424,-0.3108264,-0.3199263,0.0090999
49,-0.6941481,-0.8050629,"('unable', 'able')",-0.88112384,-0.8474281,-0.37051904,-0.28505987,-0.648597,-0.6458503,-0.0027467
41,0.6790492,0.7796392,"('unforgiving', 'forgiving')",0.5956301,0.6025563,0.05907254,0.1212142,0.4445839,0.5011365,-0.0565526
77,0.65910184,-0.15558487,"('unmotivated', 'motivated')",0.7259236,0.67663246,-1.1185129,-0.947447,0.0888375,-0.1421331,0.2309706
47,0.6389573,0.45131767,"('stupid', 'smart')",0.55689883,0.65771645,5.606644,5.5213485,2.2675001,2.2101275,0.0573726
68,-0.63743263,-1.0287867,"('dependent', 'independent')",-0.49107358,-0.67049634,-0.7045047,-0.8347813,-0.6110036,-0.8446881,0.2336845
18,0.63259274,0.59326684,"('disagreeable', 'welcoming')",0.46270493,0.33617646,-0.14957553,-0.13599345,0.3152407,0.2644833,0.0507574
1,-0.6102907,0.016087977,"('unfriendly', 'friendly')",0.014423445,0.18765177,1.4469144,1.5537913,0.2836824,0.5858437,-0.3021613
28,0.5990841,0.4255459,"('disloyal', 'loyal')",0.8845166,0.969305,0.82514936,0.9200959,0.7695833,0.7716489,-0.0020656
17,-0.5767008,-0.31382498,"('nasty', 'nice')",0.39859593,0.54099447,-0.1716292,-0.11990466,-0.116578,0.0357549,-0.1523329
37,0.5289513,0.17588282,"('fake', 'genuine')",0.74718064,0.6655128,0.4583521,0.3721371,0.5781613,0.4045109,0.1736504
29,-0.5218609,-0.31051582,"('unfair', 'fair')",-0.4995658,-0.55461293,-0.20533805,-0.5163451,-0.4089216,-0.4604913,0.0515697
88,-0.51799786,-0.7418782,"('low', 'eminent')",-0.99080485,-0.95905155,-0.42649764,-0.37023824,-0.6451001,-0.6903893,0.0452892
67,0.48194885,0.37976235,"('doubtful', 'determined')",0.75221694,0.67907125,-0.4891614,-0.5183617,0.2483348,0.1801573,0.0681775
51,0.43650436,-0.35370338,"('uneducated', 'educated')",-0.3123499,-0.44024244,-0.3486724,-0.4347329,-0.0748393,-0.4095596,0.3347203
73,0.37761143,0.94727373,"('helpless', 'self-reliant')",0.15820915,0.27546626,-3.257091,-3.019567,-0.9070902,-0.5989424,-0.3081478
82,0.34821582,0.048780356,"('poor', 'rich')",-0.102214396,-0.006315183,5.8858747,5.8137565,2.0439587,1.9520739,0.0918848
38,-0.3008673,0.099306345,"('untruthful', 'truthful')",0.4781496,0.64950013,-0.080947734,0.00048378855,0.0321115,0.2497634,-0.2176519
53,0.28981107,0.31441227,"('uncreative', 'creative')",0.8346868,0.82616657,1.0706112,1.2411325,0.731703,0.7939038,-0.0622008
72,0.27449635,0.033780277,"('unambitious', 'ambitious')",0.5551173,0.5747379,-0.9172764,-0.9368381,-0.0292209,-0.10944,0.0802191
71,0.26200032,0.8165161,"('diffident', 'self-confident')",2.1376393,2.2844703,0.61249083,0.4551541,1.0040435,1.1853802,-0.1813367
27,-0.25749326,0.00054499274,"('hardhearted', 'softhearted')",1.2679918,1.2362612,1.5338365,1.3279518,0.8481116,0.8549194,-0.0068078
15,-0.24441339,0.08543659,"('boring', 'funny')",-0.020512424,0.038357876,0.26200777,0.32059628,-0.0009727,0.1481302,-0.1491029
40,0.21804488,0.47110367,"('stingy', 'generous')",1.2211409,1.234905,-1.3994621,-1.0650791,0.0132412,0.2136432,-0.200402
20,-0.21662003,-0.4684709,"('rough', 'thoughtful')",0.17478798,0.020179123,1.0707347,1.1388891,0.3429675,0.2301991,0.1127684
83,-0.21184382,-0.26885605,"('powerless', 'powerful')",-0.31734157,-0.35521674,-1.1605792,-1.1197413,-0.5632549,-0.5812714,0.0180165
34,-0.20524612,-0.31723484,"('mean', 'honorable')",0.8156406,0.7622721,6.0604076,5.864627,2.2236007,2.1032214,0.1203793
2,0.1816574,0.19262952,"('unlikable', 'likable')",0.124610625,0.13107102,0.44677332,0.6741853,0.2510138,0.3326286,-0.0816148
44,-0.16754577,-0.37413415,"('prejudiced', 'unprejudiced')",-0.7694025,-0.8561455,-0.93399096,-1.0212322,-0.6236464,-0.750504,0.1268576
26,0.15875337,0.28305072,"('hardhearted', 'benevolent')",0.629662,0.5988267,1.5696863,1.7902766,0.7860339,0.890718,-0.1046841
9,-0.15102461,0.4317118,"('unaffectionate', 'caring')",0.8929516,1.1049943,1.1514335,1.3065957,0.6311202,0.9477673,-0.3166471
54,-0.13318065,-0.018457511,"('incapable', 'capable')",-0.6231907,-0.6460123,1.0302901,1.0637335,0.0913062,0.1330879,-0.0417817
87,0.13046154,-0.43671322,"('unsuccessful', 'successful')",0.97254574,0.9008563,0.2302483,0.2213991,0.4444185,0.2285141,0.2159044
78,-0.118939936,-0.22398153,"('nonresilient', 'resilient')",1.4087206,1.5332873,0.10070424,0.3585827,0.4634949,0.5559628,-0.0924679
33,-0.039040785,0.50407535,"('wrong', 'right')",0.4985968,0.6003733,-0.44440904,-0.5195367,0.005049,0.1949707,-0.1899217
84,0.038167708,0.10237843,"('inferior', 'superior')",-2.0385406,-2.052169,0.20830226,0.20743684,-0.5973569,-0.5807846,-0.0165723
