,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
74,-0.2184028,-0.23621963,"('undedicated', 'dedicated')",0.24987127,0.0707311,0.0157342,-0.0827443,0.0984785
35,0.19556887,-0.019344289,"('corrupt', 'incorrupt')",-0.010591179,-0.27038854,0.0924888,-0.1448664,0.2373552
27,-0.18730032,-0.3665498,"('hardhearted', 'softhearted')",1.875835,1.5423679,0.8442673,0.5879091,0.2563582
7,-0.186761,-0.32305172,"('insensitive', 'sensitive')",1.1618681,0.89020175,0.4875535,0.283575,0.2039785
40,-0.18007994,-0.3647223,"('stingy', 'generous')",-1.1180283,-1.6455683,-0.6490541,-1.0051453,0.3560912
32,-0.15916549,-0.025413979,"('unkind', 'kind')",0.99146724,1.0565171,0.4161509,0.5155516,-0.0994007
52,-0.14676332,-0.5875352,"('irrational', 'rational')",-0.0038477723,-0.055913422,-0.0753056,-0.3217243,0.2464187
65,-0.14667258,0.24946399,"('insecure', 'secure')",-0.38547087,-0.15268423,-0.2660717,0.0483899,-0.3144616
64,0.13914223,0.23057571,"('shy', 'confident')",-6.5916033,-6.561333,-3.2262306,-3.1653788,-0.0608518
4,-0.122040294,-0.42677492,"('disliked', 'liked')",-6.30362,-6.7585483,-3.2128301,-3.5926616,0.3798315
81,0.12001791,0.75771713,"('submissive', 'aggressive')",-0.8097979,-0.59044564,-0.34489,0.0836357,-0.4285257
59,0.118110165,0.029103149,"('foolish', 'wise')",0.10196119,0.17720883,0.1100357,0.103156,0.0068797
87,-0.1147671,0.080824696,"('unsuccessful', 'successful')",0.85206294,0.88972497,0.3686479,0.4852748,-0.1166269
20,0.10993548,0.09117134,"('rough', 'thoughtful')",1.2972792,1.1648109,0.7036074,0.6279911,0.0756163
48,-0.105582975,-0.08885179,"('unintelligent', 'intelligent')",0.8234281,0.69831306,0.3589226,0.3047306,0.054192
12,0.10290368,-0.13985382,"('unsupportive', 'supportive')",-1.6294892,-1.8713984,-0.7632927,-1.0056261,0.2423334
44,-0.102024175,0.12859447,"('prejudiced', 'unprejudiced')",-1.6236821,-1.2225087,-0.8628532,-0.5469571,-0.3158961
15,-0.1010193,-0.24907249,"('boring', 'funny')",0.5572937,0.55109686,0.2281372,0.1510122,0.077125
67,0.08336392,0.24293801,"('doubtful', 'determined')",-0.85238165,-0.5500237,-0.3845088,-0.1535428,-0.230966
88,-0.05581974,0.028520115,"('low', 'eminent')",0.3903888,0.5086838,0.1672845,0.268602,-0.1013175
80,-0.030290324,0.030486416,"('dominated', 'dominating')",-0.9813175,-1.2267963,-0.5058039,-0.5981549,0.092351
39,0.029736936,0.041845065,"('exploitative', 'cooperative')",0.15750705,0.4465803,0.093622,0.2442127,-0.1505907
