,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
66,-0.5804211,-0.6253829,"('inactive', 'active')",0.9036266,0.8060435,0.1616028,0.0903303,0.0712725
37,0.57430065,0.5399659,"('fake', 'genuine')",0.36631185,0.4086433,0.4703062,0.4743046,-0.0039984
33,0.57227397,0.5758247,"('wrong', 'right')",-0.7840932,-0.78746516,-0.1059096,-0.1058202,-8.94e-05
80,-0.56250286,-0.7062701,"('dominated', 'dominating')",-1.2601488,-1.257951,-0.9113258,-0.9821106,0.0707848
84,0.552792,0.6145135,"('inferior', 'superior')",1.3684727,1.3521433,0.9606323,0.9833284,-0.0226961
63,-0.5470112,-0.5083598,"('unperceptive', 'insightful')",1.0377274,1.1206597,0.2453581,0.30615,-0.0607919
62,-0.52534276,-0.57219774,"('incompetent', 'brilliant')",-0.0042804945,0.16978146,-0.2648116,-0.2012081,-0.0636035
20,0.5246123,0.5584623,"('rough', 'thoughtful')",1.4293617,1.424031,0.976987,0.9912467,-0.0142597
21,-0.5229021,-0.52285993,"('immoral', 'moral')",-0.6904786,-0.5573192,-0.6066903,-0.5400896,-0.0666007
77,-0.5178063,-0.49883434,"('unmotivated', 'motivated')",-1.0479679,-0.8817665,-0.7828871,-0.6903004,-0.0925867
68,-0.516821,-0.47330981,"('dependent', 'independent')",-0.056989446,0.055930786,-0.2869052,-0.2086895,-0.0782157
86,-0.49704736,-0.4314204,"('uninfluential', 'influential')",0.07869369,0.19081567,-0.2091768,-0.1203024,-0.0888744
43,-0.47763553,-0.5595223,"('irresponsible', 'responsible')",0.48255777,0.5538044,0.0024611,-0.0028589,0.00532
56,0.47241232,0.49611813,"('impractical', 'practical')",-0.3377063,-0.24906233,0.067353,0.1235279,-0.0561749
59,0.47084728,0.45303676,"('foolish', 'wise')",0.39449537,0.3731339,0.4326713,0.4130853,0.019586
53,0.45496926,0.6421978,"('uncreative', 'creative')",0.7725895,0.79514086,0.6137794,0.7186693,-0.1048899
27,-0.44845128,-0.43383446,"('hardhearted', 'softhearted')",1.5547704,1.4222115,0.5531595,0.4941885,0.058971
44,-0.43642968,-0.6588981,"('prejudiced', 'unprejudiced')",-1.4686568,-1.539744,-0.9525433,-1.0993211,0.1467778
32,-0.43546703,-0.3750273,"('unkind', 'kind')",0.5398323,0.60575664,0.0521826,0.1153647,-0.0631821
40,-0.43226606,-0.36160403,"('stingy', 'generous')",-1.2902616,-1.2443146,-0.8612639,-0.8029593,-0.0583046
61,-0.42049202,-0.46976838,"('illogical', 'logical')",0.22654636,0.23496301,-0.0969728,-0.1174027,0.0204299
23,-0.4187195,-0.4259291,"('insincere', 'sincere')",5.214835,5.496871,2.3980579,2.535471,-0.1374131
78,-0.4175401,-0.4180325,"('nonresilient', 'resilient')",0.7417479,0.6967516,0.1621039,0.1393595,0.0227444
52,-0.4140389,-0.41924292,"('irrational', 'rational')",0.15704162,0.005993505,-0.1284986,-0.2066247,0.0781261
41,-0.40559626,-0.3493666,"('unforgiving', 'forgiving')",-0.034051478,-0.090915844,-0.2198239,-0.2201412,0.0003173
4,-0.39906725,-0.4022962,"('disliked', 'liked')",-5.709537,-5.885784,-3.0543022,-3.1440401,0.0897379
79,-0.39217603,-0.2958534,"('wavering', 'unwavering')",0.19870774,0.21246763,-0.0967341,-0.0416929,-0.0550412
54,0.3903751,0.45542625,"('incapable', 'capable')",1.1170019,1.1393775,0.7536885,0.7974018,-0.0437133
28,-0.38428804,-0.35164306,"('disloyal', 'loyal')",0.9868876,1.0574836,0.3012998,0.3529202,-0.0516204
29,-0.37748206,-0.3372815,"('unfair', 'fair')",-0.03180934,-0.16636139,-0.2046457,-0.2518215,0.0471758
50,0.36859545,0.43284857,"('clumsy', 'skillful')",0.33138546,0.38088444,0.3499905,0.4068665,-0.056876
1,0.36284295,0.5197286,"('unfriendly', 'friendly')",1.6305526,1.6771187,0.9966978,1.0984236,-0.1017258
83,0.36262488,0.46489665,"('powerless', 'powerful')",-0.78256935,-0.742193,-0.2099722,-0.1386482,-0.071324
2,0.34161288,0.3963203,"('unlikable', 'likable')",0.3105108,0.35045633,0.3260618,0.3733883,-0.0473265
36,0.33779034,0.45787042,"('hostile', 'amicable')",0.18325055,0.15784962,0.2605205,0.30786,-0.0473395
72,-0.33229867,-0.27473903,"('unambitious', 'ambitious')",-1.099115,-0.90800005,-0.7157068,-0.5913695,-0.1243373
6,-0.31623232,-0.26996887,"('distant', 'open')",0.12408919,0.077536464,-0.0960716,-0.0962162,0.0001446
85,0.3111217,0.3886309,"('insignificant', 'prestigious')",1.0593402,0.94743145,0.685231,0.6680312,0.0171998
17,-0.26426739,-0.30037972,"('nasty', 'nice')",-0.30796415,-0.37840965,-0.2861158,-0.3393947,0.0532789
60,0.25671068,0.26250175,"('inefficient', 'efficient')",-0.0051584765,0.24888249,0.1257761,0.2556921,-0.129916
26,-0.25295985,-0.17167813,"('hardhearted', 'benevolent')",1.566191,1.5407043,0.6566156,0.6845131,-0.0278975
34,-0.25103742,-0.015810203,"('mean', 'honorable')",5.57531,5.8583775,2.6621363,2.9212837,-0.2591474
5,-0.2292545,-0.18658644,"('distant', 'outgoing')",-0.3114916,-0.30846488,-0.270373,-0.2475257,-0.0228473
15,0.20500165,0.15301275,"('boring', 'funny')",0.3849582,0.3165662,0.2949799,0.2347895,0.0601904
12,-0.20317495,-0.28153858,"('unsupportive', 'supportive')",-1.3431188,-1.4310883,-0.7731469,-0.8563135,0.0831666
48,-0.16469297,-0.12501487,"('unintelligent', 'intelligent')",0.896156,0.9737781,0.3657315,0.4243816,-0.0586501
87,-0.15084377,-0.1457089,"('unsuccessful', 'successful')",0.95145917,1.0302584,0.4003077,0.4422747,-0.041967
31,0.14739487,0.08104302,"('evil', 'good')",-0.85610783,-0.9921397,-0.3543565,-0.4555483,0.1011918
30,-0.13292184,-0.18302973,"('intolerant', 'tolerant')",0.98041004,1.0369695,0.4237441,0.4269699,-0.0032258
49,0.13217954,0.15036479,"('unable', 'able')",-0.1324113,-0.05657216,-0.0001159,0.0468963,-0.0470122
38,-0.09331496,-0.05518418,"('untruthful', 'truthful')",-0.10833609,0.0033338713,-0.1008255,-0.0259252,-0.0749003
9,0.07610382,0.02395045,"('unaffectionate', 'caring')",0.9504635,0.84180915,0.5132837,0.4328798,0.0804039
58,0.042913057,0.08930482,"('undiscriminating', 'discriminating')",0.26112148,0.18600744,0.1520173,0.1376561,0.0143612
47,-0.023717113,-0.068098955,"('stupid', 'smart')",4.5738087,4.640756,2.2750459,2.2863286,-0.0112827
74,0.022776391,0.039436307,"('undedicated', 'dedicated')",0.20586568,0.2151145,0.114321,0.1272754,-0.0129544
8,0.017076824,-0.052501988,"('unaffectionate', 'affectionate')",0.59534174,0.48297125,0.3062093,0.2152346,0.0909747
19,0.013661064,0.17512317,"('inhospitable', 'hospitable')",0.28527668,0.37250075,0.1494689,0.273812,-0.1243431
